chromosome,start,end,gene,depth,log2,weight,log2c_auto,cell_line,gene_symbol,target_bin_width,gene_overlap_bp,normal_n,normal_min_depth,normal_median_depth,normal_max_depth
chr17,31374218,31374475,chr17:29700980-29701493,64.9728,-0.0275305,0.850766,-0.0190002038983051,OV3133-R2,NF1,257,257,5,89.6148,96.1245,128.712
chr17,31374646,31374748,chr17:29701665-29701766,153.814,-0.327372,0.247301,-0.3188417038983051,OV3133-R2,NF1,102,102,5,195.686,239.382,280.794
chr17,31375020,31375122,chr17:29702039-29702140,260.931,1.13788,0.586092,1.1464102961016949,OV3133-R2,NF1,102,102,5,109.245,241.353,291.127
chr17,31375302,31375404,chr17:29702321-29702422,128.735,0.0764036,0.694175,0.0849338961016949,OV3133-R2,NF1,102,102,5,68.3137,210.657,356.618
chr17,31375541,31375643,chr17:29702560-29702661,158.892,0.0435602,0.877331,0.0520904961016948,OV3133-R2,NF1,102,102,5,99.049,202.637,259.98
chr17,31377078,31377179,chr17:29704097-29704197,69.2178,0.250267,0.697919,0.2587972961016949,OV3133-R2,NF1,101,101,5,43.6634,91.4455,132.485
chr17,31377370,31377566,chr17:29704389-29704584,29.6837,-1.26923,0.873502,-1.2606997038983052,OV3133-R2,NF1,196,196,5,62.1633,104.48,138.383
chr17,31377605,31377707,chr17:29704624-29704725,36.9216,-1.37223,0.858838,-1.3636997038983052,OV3133-R2,NF1,102,102,5,85.9412,151.176,164.716
chr17,31381785,31381975,chr17:29708804-29708993,46.4895,0.00734538,0.715432,0.0158756761016948,OV3133-R2,NF1,190,190,5,41.6632,54.7579,98.8579
chr9,21967451,21967752,chr9:21967150-21967751,33.01,-0.847807,0.855215,-0.8392767038983051,OV3133-R2,CDKN2A,301,301,5,48.7076,97.0997,118.535
chr9,21968143,21968295,chr9:21968143-21968294,73.6447,0.404291,0.895534,0.4128212961016949,OV3133-R2,CDKN2A,152,152,5,4.55921,9.89474,59.4868
chr9,21968696,21968798,chr9:21968696-21968797,31.9902,1.71305,0.178436,1.7215802961016948,OV3133-R2,CDKN2A,102,102,5,5.51961,9.5098,27.8922
chr9,21974439,21974739,chr9:21974439-21975039,37.2233,-1.60245,0.243811,-1.593919703898305,OV3133-R2,CDKN2A,300,300,5,1.22667,2.89333,22.39
chr19,29817087,29817329,chr19:30307995-30308236,190.64,1.5017,0.909396,1.4450075040013013,OV3291,CCNE1,242,242,5,10.9711,25.4339,80.4008
chr19,29817351,29817593,chr19:30308259-30308500,239.227,1.79923,0.906424,1.7425375040013014,OV3291,CCNE1,242,242,5,76.9504,137.343,152.207
chr19,29820622,29820894,chr19:30311530-30311801,199.221,1.6261,0.886107,1.5694075040013014,OV3291,CCNE1,272,272,5,91.9485,139.25,169.717
chr19,29821707,29821829,chr19:30312615-30312736,237.508,1.72024,0.903401,1.6635475040013012,OV3291,CCNE1,122,122,5,109.623,140.541,154.148
chr19,29821940,29822182,chr19:30312848-30313089,190.93,1.61694,0.946541,1.5602475040013013,OV3291,CCNE1,242,242,5,44.6488,77.3058,114.091
chr19,29822229,29822361,chr19:30313137-30313268,345.598,1.19859,0.595062,1.1418975040013013,OV3291,CCNE1,132,132,5,176.174,269.045,421.75
chr19,29822402,29822644,chr19:30313310-30313551,254.917,1.23023,0.779513,1.1735375040013012,OV3291,CCNE1,242,242,5,25.8802,61.7975,164.149
chr11,69643789,69644031,chr11:69458558-69458799,53.1033,0.599015,0.732712,0.5423225040013011,OV3291,CCND1,242,242,5,0.0,0.834711,2.02479
chr11,69647945,69648187,chr11:69462714-69462955,62.5661,0.694581,0.884817,0.6378885040013011,OV3291,CCND1,242,242,5,0.702479,1.2562,4.41736
chr11,69652140,69652348,chr11:69466909-69467116,87.7019,1.49558,0.515278,1.4388875040013012,OV3291,CCND1,208,208,5,33.5433,56.1875,77.1394
chr17,39708275,39708547,chr17:37864529-37864800,105.64,0.958008,0.706413,0.9013155040013012,OV3291,ERBB2,272,272,5,0.0,0.606618,6.60294
chr17,39709232,39709504,chr17:37865486-37865757,94.5037,0.634638,0.700793,0.5779455040013013,OV3291,ERBB2,272,272,5,2.16544,5.38971,36.9375
chr17,39709784,39709906,chr17:37866038-37866159,49.3689,-0.0732835,0.144392,-0.1299759959986988,OV3291,ERBB2,122,122,5,0.0,0.622951,8.81967
chr17,39711835,39712058,chr17:37868089-37868757,78.2332,0.262925,0.686589,0.2062325040013012,OV3291,ERBB2,223,223,5,4.38565,5.25561,60.0852
chr17,39712281,39712504,chr17:37868089-37868757,78.7578,0.494244,0.812954,0.4375515040013012,OV3291,ERBB2,223,223,5,0.0,3.49327,27.5874
chr17,39715230,39715382,chr17:37871484-37871635,68.7039,0.125438,0.368857,0.0687455040013012,OV3291,ERBB2,152,152,5,0.0,1.40789,7.72368
chr17,39717247,39717519,chr17:37873501-37873772,117.287,1.93791,0.640436,1.8812175040013013,OV3291,ERBB2,272,272,5,0.286765,0.996324,3.875
chr17,39719718,39719870,chr17:37875972-37876123,101.447,-0.0358881,0.262392,-0.0925805959986988,OV3291,ERBB2,152,152,5,3.30263,5.05263,77.0461
chr17,39723868,39724020,chr17:37880122-37880273,121.671,1.51272,0.511381,1.456027504001301,OV3291,ERBB2,152,152,5,6.07237,18.8158,85.5987
chr17,39724696,39724938,chr17:37880950-37881191,90.0289,0.460445,0.10212,0.4037525040013012,OV3291,ERBB2,242,242,5,2.05785,5.22314,15.0289
chr17,39725004,39725246,chr17:37881258-37881499,92.7025,1.34674,0.727089,1.2900475040013013,OV3291,ERBB2,242,242,5,1.1281,2.57438,7.86777
chr17,39727238,39727600,chr17:37883492-37883853,80.2928,0.522347,0.807665,0.4656545040013012,OV3291,ERBB2,362,362,5,0.0,0.544199,0.709945
chr19,40232303,40232404,chr19:40738211-40738311,123.98,1.15821,0.850809,1.1015175040013012,OV3291,AKT2,101,101,5,9.20792,12.2079,65.7129
chr19,40234870,40235157,chr19:40740778-40741064,64.3554,0.30306,0.582398,0.2463675040013012,OV3291,AKT2,287,287,5,0.379791,1.87456,4.31707
chr19,40236198,40236440,chr19:40742106-40742347,58.3636,0.421136,0.765264,0.3644435040013012,OV3291,AKT2,242,242,5,1.59504,2.15702,11.5785
chr19,40255146,40255279,chr19:40761054-40761186,42.3609,0.706509,0.126996,0.6498165040013013,OV3291,AKT2,133,133,5,0.661654,1.21805,7.56391
chr19,40256867,40257109,chr19:40762775-40763016,83.1694,0.692851,0.334456,0.6361585040013011,OV3291,AKT2,242,242,5,2.17355,10.4421,62.062
chr19,40282516,40282666,chr19:40788424-40788573,19.1,0.0752201,0.221073,0.0185276040013012,OV3291,AKT2,150,150,5,1.88667,4.46,31.46
chr17,31147562,31147664,chr17:29474581-29474682,67.8529,-1.48325,0.846155,-1.5399424959986987,OV3291,NF1,102,102,5,297.667,532.225,640.539
chr17,31155932,31156174,chr17:29482951-29483192,58.3595,-0.379112,0.92963,-0.4358044959986988,OV3291,NF1,242,242,5,80.0661,174.165,271.231
chr17,31158959,31159111,chr17:29485978-29486129,40.1711,-0.671679,0.898834,-0.7283714959986989,OV3291,NF1,152,152,5,52.7566,124.039,183.901
chr17,31163158,31163400,chr17:29490177-29490418,45.6198,-0.189024,0.833323,-0.2457164959986988,OV3291,NF1,242,242,5,56.9959,92.3306,139.719
chr17,31169880,31170007,chr17:29496899-29497025,41.3386,-0.742434,0.87245,-0.7991264959986988,OV3291,NF1,127,127,5,96.7717,133.378,166.843
chr17,31181393,31181515,chr17:29508412-29508533,131.844,-0.185976,0.809922,-0.2426684959986988,OV3291,NF1,122,122,5,151.18,335.475,478.926
chr17,31181685,31181807,chr17:29508704-29508825,109.344,-0.0527055,0.868206,-0.1093979959986988,OV3291,NF1,122,122,5,126.533,245.713,373.377
chr17,31182464,31182706,chr17:29509483-29509724,52.595,-0.619767,0.935898,-0.6764594959986987,OV3291,NF1,242,242,5,103.926,220.446,238.074
chr17,31200386,31200628,chr17:29527405-29527646,69.4421,-0.630705,0.935356,-0.6873974959986988,OV3291,NF1,242,242,5,152.979,271.438,328.351
chr17,31200945,31201217,chr17:29527964-29528235,80.5037,-1.06728,0.934013,-1.1239724959986988,OV3291,NF1,272,272,5,260.254,384.257,432.504
chr17,31201385,31201507,chr17:29528404-29528525,22.6803,-0.0637544,0.900511,-0.1204468959986988,OV3291,NF1,122,122,5,30.5164,53.2295,70.2131
chr17,31206183,31206425,chr17:29533202-29533443,63.9298,-0.534119,0.926161,-0.5908114959986988,OV3291,NF1,242,242,5,157.277,230.533,248.099
chr17,31214395,31214637,chr17:29541414-29541655,229.488,0.331005,0.781165,0.2743125040013012,OV3291,NF1,242,242,5,195.921,445.198,650.0
chr17,31218994,31219133,chr17:29546013-29546151,91.1511,-0.759211,0.507877,-0.8159034959986988,OV3291,NF1,139,139,5,57.0288,112.849,172.612
chr17,31223353,31223625,chr17:29550372-29550643,55.9926,-0.541191,0.91296,-0.5978834959986987,OV3291,NF1,272,272,5,73.8897,205.577,291.897
chr17,31225050,31225292,chr17:29552069-29552310,31.781,-0.780392,0.866227,-0.8370844959986987,OV3291,NF1,242,242,5,64.8926,140.715,154.397
chr17,31226377,31226739,chr17:29553396-29553757,30.9337,-0.322093,0.957094,-0.3787854959986988,OV3291,NF1,362,362,5,25.4972,29.3619,71.1989
chr17,31227472,31227624,chr17:29554491-29554642,210.789,-0.802285,0.408137,-0.8589774959986989,OV3291,NF1,152,152,5,523.553,1073.38,1525.51
chr17,31228972,31229228,chr17:29555991-29556502,53.3711,-0.2993,0.869822,-0.3559924959986988,OV3291,NF1,256,256,5,49.9688,76.0273,99.5
chr17,31229228,31229484,chr17:29555991-29556502,130.391,-0.508954,0.937565,-0.5656464959986989,OV3291,NF1,256,256,5,242.711,392.914,459.918
chr17,31229752,31230024,chr17:29556771-29557042,54.5551,-1.20241,0.940784,-1.2591024959986987,OV3291,NF1,272,272,5,185.717,300.026,338.89
chr17,31230198,31230440,chr17:29557217-29557458,129.893,-0.520368,0.9391,-0.5770604959986989,OV3291,NF1,242,242,5,218.868,399.174,579.876
chr17,31230821,31230943,chr17:29557840-29557961,347.23,-0.857315,0.906513,-0.9140074959986988,OV3291,NF1,122,122,5,768.557,1578.57,1985.34
chr17,31232062,31232250,chr17:29559081-29559268,62.5532,-0.410794,0.873325,-0.4674864959986988,OV3291,NF1,188,188,5,136.559,167.782,206.84
chr17,31232668,31232910,chr17:29559687-29559928,60.9835,0.284948,0.5821,0.2282555040013011,OV3291,NF1,242,242,5,63.6694,69.1364,158.802
chr17,31232985,31233227,chr17:29560004-29560245,59.9174,-1.00757,0.795374,-1.0642624959986988,OV3291,NF1,242,242,5,155.227,217.169,245.959
chr17,31235569,31235811,chr17:29562588-29562829,46.0413,-1.30324,0.926002,-1.3599324959986987,OV3291,NF1,242,242,5,157.368,251.876,264.14
chr17,31235907,31236031,chr17:29562926-29563049,58.2339,-0.976294,0.864057,-1.0329864959986987,OV3291,NF1,124,124,5,158.121,251.202,355.718
chr17,31248929,31249171,chr17:29575948-29576189,37.7769,-0.589751,0.896485,-0.6464434959986989,OV3291,NF1,242,242,5,69.876,146.128,156.554
chr17,31249916,31250018,chr17:29576935-29577036,49.5294,-0.594362,0.731895,-0.6510544959986988,OV3291,NF1,102,102,5,79.4314,148.49,199.961
chr17,31252906,31253028,chr17:29579925-29580046,29.4098,-0.540537,0.781865,-0.5972294959986988,OV3291,NF1,122,122,5,43.0082,89.6803,135.623
chr17,31258300,31258542,chr17:29585319-29585560,92.281,-0.250408,0.863969,-0.3071004959986988,OV3291,NF1,242,242,5,167.636,286.988,356.826
chr17,31259018,31259140,chr17:29586037-29586158,59.7377,-0.220664,0.930926,-0.2773564959986988,OV3291,NF1,122,122,5,83.7377,165.795,207.164
chr17,31260319,31260561,chr17:29587338-29587579,72.1033,-0.665495,0.842382,-0.7221874959986987,OV3291,NF1,242,242,5,148.616,299.942,372.831
chr17,31261661,31261903,chr17:29588680-29588921,72.0661,-0.495473,0.868563,-0.5521654959986988,OV3291,NF1,242,242,5,190.021,242.31,322.103
chr17,31265218,31265349,chr17:29592237-29592367,123.214,-0.188329,0.806987,-0.2450214959986988,OV3291,NF1,131,131,5,179.947,313.992,528.069
chr17,31294947,31295235,chr17:29621966-29623407,59.3229,-0.644472,0.831369,-0.7011644959986989,OV3291,NF1,288,288,5,129.615,188.194,243.392
chr17,31295235,31295523,chr17:29621966-29623407,55.8264,-1.3072,0.810955,-1.3638924959986989,OV3291,NF1,288,288,5,204.576,299.396,312.427
chr17,31295523,31295812,chr17:29621966-29623407,56.6298,-1.61528,0.953536,-1.6719724959986988,OV3291,NF1,289,289,5,224.332,432.692,515.498
chr17,31295812,31296100,chr17:29621966-29623407,42.3438,-0.581554,0.864022,-0.6382464959986989,OV3291,NF1,288,288,5,62.1806,133.323,154.149
chr17,31296100,31296389,chr17:29621966-29623407,55.2353,-0.270977,0.948771,-0.3276694959986988,OV3291,NF1,289,289,5,91.045,173.263,183.927
chr17,31304213,31304501,chr17:29631232-29632673,42.4097,-0.846324,0.926993,-0.9030164959986988,OV3291,NF1,288,288,5,124.743,171.812,194.816
chr17,31304501,31304789,chr17:29631232-29632673,48.1424,-0.963549,0.900006,-1.0202414959986987,OV3291,NF1,288,288,5,146.944,220.306,280.847
chr17,31304789,31305078,chr17:29631232-29632673,62.5502,-0.533097,0.92445,-0.5897894959986989,OV3291,NF1,289,289,5,126.592,216.028,279.522
chr17,31305078,31305366,chr17:29631232-29632673,120.16,-0.469014,0.610428,-0.5257064959986988,OV3291,NF1,288,288,5,224.062,324.983,508.771
chr17,31305366,31305655,chr17:29631232-29632673,73.8962,-0.798783,0.853464,-0.8554754959986988,OV3291,NF1,289,289,5,206.965,314.654,324.356
chr17,31318240,31318520,chr17:29645259-29646100,55.6893,-0.331632,0.953184,-0.3883244959986988,OV3291,NF1,280,280,5,83.3071,119.311,151.975
chr17,31318520,31318801,chr17:29645259-29646100,77.2349,-0.119646,0.918775,-0.1763384959986988,OV3291,NF1,281,281,5,94.4021,234.52,262.37
chr17,31318801,31319082,chr17:29645259-29646100,57.0747,-0.815376,0.846673,-0.8720684959986988,OV3291,NF1,281,281,5,121.068,290.886,333.235
chr17,31320350,31320489,chr17:29647369-29647507,17.554,-1.17105,0.820997,-1.227742495998699,OV3291,NF1,139,139,5,53.1295,80.1007,110.432
chr17,31325793,31326034,chr17:29652812-29653293,42.9253,-0.223881,0.759467,-0.2805734959986988,OV3291,NF1,241,241,5,83.8755,97.6722,137.51
chr17,31326034,31326275,chr17:29652812-29653293,28.8257,-0.589459,0.769364,-0.6461514959986987,OV3291,NF1,241,241,5,18.3402,47.3402,97.1701
chr17,31327486,31327849,chr17:29654505-29654867,42.8898,-0.370895,0.919752,-0.4275874959986988,OV3291,NF1,363,363,5,40.7769,52.4545,79.0
chr17,31330274,31330516,chr17:29657293-29657534,34.905,-0.574406,0.94519,-0.6310984959986987,OV3291,NF1,242,242,5,72.3182,126.86,143.132
chr17,31334812,31335054,chr17:29661831-29662072,37.8388,-1.03234,0.898244,-1.0890324959986988,OV3291,NF1,242,242,5,120.045,160.628,245.355
chr17,31336288,31336522,chr17:29663307-29663540,36.7051,-0.980087,0.925354,-1.036779495998699,OV3291,NF1,234,234,5,91.5385,153.705,202.175
chr17,31336624,31336954,chr17:29663643-29663972,45.3788,-0.833814,0.928797,-0.8905064959986988,OV3291,NF1,330,330,5,117.079,192.615,205.494
chr17,31337352,31337594,chr17:29664371-29664612,59.1446,-0.320784,0.923037,-0.3774764959986988,OV3291,NF1,242,242,5,76.8058,137.194,159.921
chr17,31337787,31337909,chr17:29664806-29664927,66.1721,0.154093,0.895299,0.0974005040013012,OV3291,NF1,122,122,5,68.1885,133.566,157.484
chr17,31337981,31338201,chr17:29665000-29665219,56.2227,-0.935134,0.938835,-0.9918264959986988,OV3291,NF1,220,220,5,200.923,238.691,283.541
chr17,31338692,31338815,chr17:29665711-29665833,67.1626,0.315765,0.761183,0.2590725040013012,OV3291,NF1,123,123,5,39.4553,110.561,149.423
chr17,31340452,31340694,chr17:29667471-29667712,40.0331,-0.727782,0.791448,-0.7844744959986989,OV3291,NF1,242,242,5,68.2066,138.066,176.57
chr17,31342919,31343191,chr17:29669938-29670209,34.636,-0.202004,0.792047,-0.2586964959986988,OV3291,NF1,272,272,5,34.7463,92.0294,122.827
chr17,31344217,31344319,chr17:29671236-29671337,88.9902,-0.887693,0.313022,-0.9443854959986988,OV3291,NF1,102,102,5,163.598,211.529,303.745
chr17,31345836,31345957,chr17:29672855-29672975,150.76,-0.122409,0.344014,-0.1791014959986988,OV3291,NF1,121,121,5,122.488,304.322,624.719
chr17,31346070,31346252,chr17:29673089-29673270,160.28,-0.563808,0.927206,-0.6205004959986988,OV3291,NF1,182,182,5,190.132,335.022,501.044
chr17,31348932,31349033,chr17:29675951-29676051,29.4851,-1.12118,0.853323,-1.1778724959986988,OV3291,NF1,101,101,5,56.0099,129.96,181.079
chr17,31349109,31349305,chr17:29676128-29676323,43.5204,-0.546465,0.908267,-0.6031574959986987,OV3291,NF1,196,196,5,70.1735,148.02,190.842
chr17,31350128,31350370,chr17:29677147-29677388,62.095,-0.289802,0.938866,-0.3464944959986988,OV3291,NF1,242,242,5,104.938,190.202,224.236
chr17,31352213,31352436,chr17:29679232-29679454,42.4664,0.711515,0.839226,0.6548225040013012,OV3291,NF1,223,223,5,20.3857,37.2601,50.991
chr17,31356398,31356640,chr17:29683417-29683658,45.8264,-0.600521,0.926342,-0.6572134959986988,OV3291,NF1,242,242,5,96.3967,158.793,270.541
chr17,31356902,31357144,chr17:29683921-29684162,38.1281,-0.97902,0.911748,-1.0357124959986987,OV3291,NF1,242,242,5,113.103,144.719,159.682
chr17,31357256,31357379,chr17:29684275-29684397,77.9756,-0.374983,0.845946,-0.4316754959986988,OV3291,NF1,123,123,5,132.48,267.049,285.52
chr17,31358428,31358670,chr17:29685447-29685688,53.6074,-0.833197,0.897008,-0.8898894959986987,OV3291,NF1,242,242,5,140.702,213.752,269.293
chr17,31358899,31359051,chr17:29685918-29686069,41.5197,-0.360963,0.808855,-0.4176554959986988,OV3291,NF1,152,152,5,64.6711,96.4211,104.263
chr17,31360472,31360714,chr17:29687491-29687732,54.0248,-0.983404,0.824462,-1.0400964959986987,OV3291,NF1,242,242,5,142.748,181.244,222.855
chr17,31367189,31367311,chr17:29694208-29694329,55.6967,0.136078,0.802448,0.0793855040013012,OV3291,NF1,122,122,5,88.0,92.1885,124.221
chr17,31373961,31374218,chr17:29700980-29701493,65.6459,-0.00138644,0.945602,-0.0580789359986988,OV3291,NF1,257,257,5,47.0272,60.5019,118.914
chr17,31374218,31374475,chr17:29700980-29701493,57.4669,0.18191,0.872418,0.1252175040013012,OV3291,NF1,257,257,5,89.6148,96.1245,128.712
chr17,31374646,31374748,chr17:29701665-29701766,98.4608,-0.733843,0.28167,-0.7905354959986988,OV3291,NF1,102,102,5,195.686,239.382,280.794
chr17,31375020,31375122,chr17:29702039-29702140,160.873,0.954256,0.620461,0.8975635040013012,OV3291,NF1,102,102,5,109.245,241.353,291.127
chr17,31375302,31375404,chr17:29702321-29702422,79.0882,-0.0984101,0.728545,-0.1551025959986988,OV3291,NF1,102,102,5,68.3137,210.657,356.618
chr17,31375541,31375643,chr17:29702560-29702661,90.9216,-0.125489,0.911701,-0.1821814959986988,OV3291,NF1,102,102,5,99.049,202.637,259.98
chr17,31377078,31377179,chr17:29704097-29704197,36.4356,-0.336479,0.732459,-0.3931714959986988,OV3291,NF1,101,101,5,43.6634,91.4455,132.485
chr17,31377370,31377566,chr17:29704389-29704584,46.2143,-0.0963136,0.898296,-0.1530060959986988,OV3291,NF1,196,196,5,62.1633,104.48,138.383
chr17,31377605,31377707,chr17:29704624-29704725,59.5392,-0.166691,0.893208,-0.2233834959986988,OV3291,NF1,102,102,5,85.9412,151.176,164.716
chr17,31381785,31381975,chr17:29708804-29708993,40.1632,0.0670433,0.740614,0.0103508040013012,OV3291,NF1,190,190,5,41.6632,54.7579,98.8579
chr9,21967451,21967752,chr9:21967150-21967751,63.6512,0.592104,0.875222,0.5354115040013012,OV3291,CDKN2A,301,301,5,48.7076,97.0997,118.535
chr9,21968143,21968295,chr9:21968143-21968294,110.724,0.982771,0.923689,0.9260785040013012,OV3291,CDKN2A,152,152,5,4.55921,9.89474,59.4868
chr9,21968696,21968798,chr9:21968696-21968797,55.1471,2.61735,0.212806,2.560657504001301,OV3291,CDKN2A,102,102,5,5.51961,9.5098,27.8922
chr9,21974439,21974739,chr9:21974439-21975039,87.0567,-0.549898,0.263852,-0.6065904959986987,OV3291,CDKN2A,300,300,5,1.22667,2.89333,22.39
chr19,29817087,29817329,chr19:30307995-30308236,61.7603,0.140503,0.895344,0.2001941210588583,OV3331,CCNE1,242,242,5,10.9711,25.4339,80.4008
chr19,29817351,29817593,chr19:30308259-30308500,70.3967,0.0297005,0.892373,0.0893916210588583,OV3331,CCNE1,242,242,5,76.9504,137.343,152.207
chr19,29820622,29820894,chr19:30311530-30311801,72.1728,-0.261539,0.872853,-0.2018478789411417,OV3331,CCNE1,272,272,5,91.9485,139.25,169.717
chr19,29821707,29821829,chr19:30312615-30312736,60.3525,-0.399855,0.883611,-0.3401638789411417,OV3331,CCNE1,122,122,5,109.623,140.541,154.148
chr19,29821940,29822182,chr19:30312848-30313089,51.0165,-0.274841,0.932489,-0.2151498789411416,OV3331,CCNE1,242,242,5,44.6488,77.3058,114.091
chr19,29822229,29822361,chr19:30313137-30313268,103.97,-0.541309,0.576036,-0.4816178789411417,OV3331,CCNE1,132,132,5,176.174,269.045,421.75
chr19,29822402,29822644,chr19:30313310-30313551,90.186,-0.0428649,0.765462,0.0168262210588583,OV3331,CCNE1,242,242,5,25.8802,61.7975,164.149
chr11,69643789,69644031,chr11:69458558-69458799,65.4463,1.38394,0.718661,1.4436311210588584,OV3331,CCND1,242,242,5,0.0,0.834711,2.02479
chr11,69647945,69648187,chr11:69462714-69462955,34.4339,0.344948,0.870765,0.4046391210588583,OV3331,CCND1,242,242,5,0.702479,1.2562,4.41736
chr11,69652140,69652348,chr11:69466909-69467116,103.361,1.62992,0.500122,1.6896111210588582,OV3331,CCND1,208,208,5,33.5433,56.1875,77.1394
chr17,39708275,39708547,chr17:37864529-37864800,66.7721,0.864592,0.693159,0.9242831210588583,OV3331,ERBB2,272,272,5,0.0,0.606618,6.60294
chr17,39709232,39709504,chr17:37865486-37865757,46.1544,0.00733661,0.687539,0.0670277310588583,OV3331,ERBB2,272,272,5,2.16544,5.38971,36.9375
chr17,39709784,39709906,chr17:37866038-37866159,11.2049,-1.7381,0.124602,-1.6784088789411418,OV3331,ERBB2,122,122,5,0.0,0.622951,8.81967
chr17,39711835,39712058,chr17:37868089-37868757,49.1973,-0.00365707,0.671951,0.0560340510588583,OV3331,ERBB2,223,223,5,4.38565,5.25561,60.0852
chr17,39712281,39712504,chr17:37868089-37868757,38.0807,-0.0699813,0.798316,-0.0102901789411416,OV3331,ERBB2,223,223,5,0.0,3.49327,27.5874
chr17,39715230,39715382,chr17:37871484-37871635,26.1118,-0.710815,0.351126,-0.6511238789411417,OV3331,ERBB2,152,152,5,0.0,1.40789,7.72368
chr17,39717247,39717519,chr17:37873501-37873772,35.0478,0.682349,0.627182,0.7420401210588583,OV3331,ERBB2,272,272,5,0.286765,0.996324,3.875
chr17,39719718,39719870,chr17:37875972-37876123,44.0066,-0.775494,0.244662,-0.7158028789411417,OV3331,ERBB2,152,152,5,3.30263,5.05263,77.0461
chr17,39723868,39724020,chr17:37880122-37880273,68.6382,0.877794,0.493651,0.9374851210588584,OV3331,ERBB2,152,152,5,6.07237,18.8158,85.5987
chr17,39724696,39724938,chr17:37880950-37881191,22.5702,-1.08467,0.0880687,-1.0249788789411416,OV3331,ERBB2,242,242,5,2.05785,5.22314,15.0289
chr17,39725004,39725246,chr17:37881258-37881499,33.1074,0.314994,0.713038,0.3746851210588583,OV3331,ERBB2,242,242,5,1.1281,2.57438,7.86777
chr17,39727238,39727600,chr17:37883492-37883853,37.5884,0.0226845,0.796176,0.0823756210588583,OV3331,ERBB2,362,362,5,0.0,0.544199,0.709945
chr19,40232303,40232404,chr19:40738211-40738311,733.257,3.97794,0.829059,4.037631121058858,OV3331,AKT2,101,101,5,9.20792,12.2079,65.7129
chr19,40234870,40235157,chr19:40740778-40741064,320.84,3.12746,0.569495,3.1871511210588586,OV3331,AKT2,287,287,5,0.379791,1.87456,4.31707
chr19,40236198,40236440,chr19:40742106-40742347,378.814,3.54844,0.751213,3.6081311210588582,OV3331,AKT2,242,242,5,1.59504,2.15702,11.5785
chr19,40255146,40255279,chr19:40761054-40761186,133.504,2.80325,0.108042,2.8629411210588582,OV3331,AKT2,133,133,5,0.661654,1.21805,7.56391
chr19,40256867,40257109,chr19:40762775-40763016,375.769,3.19141,0.320405,3.2511011210588583,OV3331,AKT2,242,242,5,2.17355,10.4421,62.062
chr19,40282516,40282666,chr19:40788424-40788573,86.5733,2.51555,0.203225,2.5752411210588586,OV3331,AKT2,150,150,5,1.88667,4.46,31.46
chr17,31147562,31147664,chr17:29474581-29474682,85.2451,-1.33004,0.824511,-1.2703488789411417,OV3331,NF1,102,102,5,297.667,532.225,640.539
chr17,31155932,31156174,chr17:29482951-29483192,61.4091,-0.755489,0.915578,-0.6957978789411416,OV3331,NF1,242,242,5,80.0661,174.165,271.231
chr17,31158959,31159111,chr17:29485978-29486129,25.1447,-1.76398,0.881104,-1.7042888789411417,OV3331,NF1,152,152,5,52.7566,124.039,183.901
chr17,31163158,31163400,chr17:29490177-29490418,68.219,0.226103,0.819271,0.2857941210588583,OV3331,NF1,242,242,5,56.9959,92.3306,139.719
chr17,31169880,31170007,chr17:29496899-29497025,51.8583,-0.851976,0.853054,-0.7922848789411416,OV3331,NF1,127,127,5,96.7717,133.378,166.843
chr17,31181393,31181515,chr17:29508412-29508533,140.623,-0.445026,0.790132,-0.3853348789411416,OV3331,NF1,122,122,5,151.18,335.475,478.926
chr17,31181685,31181807,chr17:29508704-29508825,181.77,0.466754,0.848416,0.5264451210588583,OV3331,NF1,122,122,5,126.533,245.713,373.377
chr17,31182464,31182706,chr17:29509483-29509724,73.1612,-0.4857,0.921847,-0.4260088789411417,OV3331,NF1,242,242,5,103.926,220.446,238.074
chr17,31200386,31200628,chr17:29527405-29527646,115.314,-0.170122,0.921305,-0.1104308789411416,OV3331,NF1,242,242,5,152.979,271.438,328.351
chr17,31200945,31201217,chr17:29527964-29528235,111.107,-0.905472,0.920759,-0.8457808789411417,OV3331,NF1,272,272,5,260.254,384.257,432.504
chr17,31201385,31201507,chr17:29528404-29528525,45.7705,0.667268,0.880721,0.7269591210588583,OV3331,NF1,122,122,5,30.5164,53.2295,70.2131
chr17,31206183,31206425,chr17:29533202-29533443,72.8264,-0.596037,0.91211,-0.5363458789411417,OV3331,NF1,242,242,5,157.277,230.533,248.099
chr17,31214395,31214637,chr17:29541414-29541655,314.872,0.389397,0.767113,0.4490881210588583,OV3331,NF1,242,242,5,195.921,445.198,650.0
chr17,31218994,31219133,chr17:29546013-29546151,126.705,-0.13374,0.489336,-0.0740488789411416,OV3331,NF1,139,139,5,57.0288,112.849,172.612
chr17,31223353,31223625,chr17:29550372-29550643,123.257,0.130189,0.899706,0.1898801210588583,OV3331,NF1,272,272,5,73.8897,205.577,291.897
chr17,31225050,31225292,chr17:29552069-29552310,36.9091,-0.770333,0.852176,-0.7106418789411417,OV3331,NF1,242,242,5,64.8926,140.715,154.397
chr17,31226377,31226739,chr17:29553396-29553757,43.3149,0.193311,0.945605,0.2530021210588583,OV3331,NF1,362,362,5,25.4972,29.3619,71.1989
