ensembl_gene_id,external_gene_name,gene_biotype,seq_region,primary_assembly
ENSG00000146282,RARS2,protein_coding,6,TRUE
ENSG00000174307,PHLDA3,protein_coding,1,TRUE
ENSG00000188659,SAXO2,protein_coding,15,TRUE
ENSG00000135093,USP30,protein_coding,12,TRUE
ENSG00000187676,B3GLCT,protein_coding,13,TRUE
ENSG00000112379,ARFGEF3,protein_coding,6,TRUE
ENSG00000198169,ZNF251,protein_coding,8,TRUE
ENSG00000135248,FAM71F1,protein_coding,7,TRUE
ENSG00000206315,PBX2,protein_coding,CHR_HSCHR6_MHC_QBL_CTG1,FALSE
ENSG00000131771,PPP1R1B,protein_coding,17,TRUE
ENSG00000164889,SLC4A2,protein_coding,7,TRUE
ENSG00000162641,AKNAD1,protein_coding,1,TRUE
ENSG00000235068,POU5F1,protein_coding,CHR_HSCHR6_MHC_MCF_CTG1,FALSE
ENSG00000232237,ASCL5,protein_coding,1,TRUE
ENSG00000222046,DCDC2B,protein_coding,1,TRUE
ENSG00000142627,EPHA2,protein_coding,1,TRUE
ENSG00000144455,SUMF1,protein_coding,3,TRUE
ENSG00000223573,TINCR,protein_coding,19,TRUE
ENSG00000260092,AC009163.2,protein_coding,16,TRUE
ENSG00000166965,RCCD1,protein_coding,15,TRUE
ENSG00000228594,FNDC10,protein_coding,1,TRUE
ENSG00000086159,AQP6,protein_coding,12,TRUE
ENSG00000166900,STX3,protein_coding,11,TRUE
ENSG00000172289,OR10V1,protein_coding,11,TRUE
ENSG00000144488,ESPNL,protein_coding,2,TRUE
ENSG00000230062,ANKRD66,protein_coding,6,TRUE
ENSG00000161920,MED11,protein_coding,17,TRUE
ENSG00000172831,CES2,protein_coding,16,TRUE
ENSG00000187778,MCRS1,protein_coding,12,TRUE
ENSG00000109321,AREG,protein_coding,4,TRUE
ENSG00000284526,AC015802.6,protein_coding,17,TRUE
ENSG00000177888,ZBTB41,protein_coding,1,TRUE
ENSG00000166592,RRAD,protein_coding,16,TRUE
ENSG00000083535,PIBF1,protein_coding,13,TRUE
ENSG00000070882,OSBPL3,protein_coding,7,TRUE
ENSG00000175544,CABP4,protein_coding,11,TRUE
ENSG00000102802,MEDAG,protein_coding,13,TRUE
ENSG00000178562,CD28,protein_coding,2,TRUE
ENSG00000227122,PRRT1,protein_coding,CHR_HSCHR6_MHC_MCF_CTG1,FALSE
ENSG00000213625,LEPROT,protein_coding,1,TRUE
ENSG00000274676,KIR2DL5A,protein_coding,CHR_HSCHR19KIR_RP5_B_HAP_CTG3_1,FALSE
ENSG00000176407,KCMF1,protein_coding,2,TRUE
ENSG00000149403,GRIK4,protein_coding,11,TRUE
ENSG00000151882,CCL28,protein_coding,5,TRUE
ENSG00000132196,HSD17B7,protein_coding,1,TRUE
ENSG00000133302,SLF1,protein_coding,5,TRUE
ENSG00000160505,NLRP4,protein_coding,19,TRUE
ENSG00000188611,ASAH2,protein_coding,10,TRUE
ENSG00000274744,ELOA3D,protein_coding,18,TRUE
ENSG00000135472,FAIM2,protein_coding,12,TRUE
ENSG00000278289,CT45A6,protein_coding,X,TRUE
ENSG00000213533,STIMATE,protein_coding,3,TRUE
ENSG00000166313,APBB1,protein_coding,11,TRUE
ENSG00000273794,KIR2DL1,protein_coding,CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1,FALSE
ENSG00000087128,TMPRSS11E,protein_coding,4,TRUE
ENSG00000163499,CRYBA2,protein_coding,2,TRUE
ENSG00000197961,ZNF121,protein_coding,19,TRUE
ENSG00000140274,DUOXA2,protein_coding,15,TRUE
ENSG00000131149,GSE1,protein_coding,16,TRUE
ENSG00000167360,OR51Q1,protein_coding,11,TRUE
ENSG00000158636,EMSY,protein_coding,11,TRUE
ENSG00000223638,RFPL4A,protein_coding,19,TRUE
ENSG00000100335,MIEF1,protein_coding,22,TRUE
ENSG00000121904,CSMD2,protein_coding,1,TRUE
ENSG00000284931,AC104389.5,protein_coding,11,TRUE
ENSG00000121578,B4GALT4,protein_coding,3,TRUE
ENSG00000187747,OR52B6,protein_coding,11,TRUE
ENSG00000167359,OR51I1,protein_coding,11,TRUE
ENSG00000106689,LHX2,protein_coding,9,TRUE
ENSG00000176239,OR51B6,protein_coding,11,TRUE
ENSG00000100221,JOSD1,protein_coding,22,TRUE
ENSG00000100216,TOMM22,protein_coding,22,TRUE
ENSG00000189375,TBC1D28,protein_coding,17,TRUE
ENSG00000276258,KIR2DS2,protein_coding,CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1,FALSE
ENSG00000156304,SCAF4,protein_coding,21,TRUE
ENSG00000204149,AGAP6,protein_coding,10,TRUE
ENSG00000021574,SPAST,protein_coding,2,TRUE
ENSG00000176040,TMPRSS7,protein_coding,3,TRUE
ENSG00000205572,SERF1B,protein_coding,5,TRUE
ENSG00000156804,FBXO32,protein_coding,8,TRUE
ENSG00000020181,ADGRA2,protein_coding,8,TRUE
ENSG00000164494,PDSS2,protein_coding,6,TRUE
ENSG00000122136,OBP2A,protein_coding,9,TRUE
ENSG00000143353,LYPLAL1,protein_coding,1,TRUE
ENSG00000178409,BEND3,protein_coding,6,TRUE
ENSG00000105664,COMP,protein_coding,19,TRUE
ENSG00000116690,PRG4,protein_coding,1,TRUE
ENSG00000164411,GJB7,protein_coding,6,TRUE
ENSG00000234809,NRM,protein_coding,CHR_HSCHR6_MHC_MCF_CTG1,FALSE
ENSG00000177839,PCDHB9,protein_coding,5,TRUE
ENSG00000160349,LCN1,protein_coding,9,TRUE
ENSG00000273498,KIR2DL4,protein_coding,CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1,FALSE
ENSG00000175745,NR2F1,protein_coding,5,TRUE
ENSG00000132356,PRKAA1,protein_coding,5,TRUE
ENSG00000129667,RHBDF2,protein_coding,17,TRUE
ENSG00000164821,DEFA4,protein_coding,8,TRUE
ENSG00000025156,HSF2,protein_coding,6,TRUE
ENSG00000112972,HMGCS1,protein_coding,5,TRUE
ENSG00000206283,PFDN6,protein_coding,CHR_HSCHR6_MHC_QBL_CTG1,FALSE
ENSG00000132964,CDK8,protein_coding,13,TRUE
ENSG00000072682,P4HA2,protein_coding,5,TRUE
ENSG00000111305,GSG1,protein_coding,12,TRUE
ENSG00000152433,ZNF547,protein_coding,19,TRUE
ENSG00000100344,PNPLA3,protein_coding,22,TRUE
ENSG00000186073,C15orf41,protein_coding,15,TRUE
ENSG00000198860,TSEN15,protein_coding,1,TRUE
ENSG00000241690,AL035460.1,protein_coding,20,TRUE
ENSG00000185385,OR7A17,protein_coding,19,TRUE
ENSG00000256660,CLEC12B,protein_coding,12,TRUE
ENSG00000176563,CNTD1,protein_coding,17,TRUE
ENSG00000071994,PDCD2,protein_coding,6,TRUE
ENSG00000126266,FFAR1,protein_coding,19,TRUE
ENSG00000143222,UFC1,protein_coding,1,TRUE
ENSG00000277365,NDUFA6,protein_coding,CHR_HSCHR22_3_CTG1,FALSE
ENSG00000126261,UBA2,protein_coding,19,TRUE
ENSG00000174606,ANGEL2,protein_coding,1,TRUE
ENSG00000177374,HIC1,protein_coding,17,TRUE
ENSG00000213218,CSH2,protein_coding,17,TRUE
ENSG00000143217,NECTIN4,protein_coding,1,TRUE
ENSG00000254536,AL360181.3,protein_coding,10,TRUE
ENSG00000276971,TRPV6,protein_coding,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000237889,DDX39B,protein_coding,CHR_HSCHR6_MHC_APD_CTG1,FALSE
ENSG00000161940,BCL6B,protein_coding,17,TRUE
ENSG00000203772,SPRN,protein_coding,10,TRUE
ENSG00000198914,POU3F3,protein_coding,2,TRUE
ENSG00000168830,HTR1E,protein_coding,6,TRUE
ENSG00000134590,RTL8C,protein_coding,X,TRUE
ENSG00000116014,KISS1R,protein_coding,19,TRUE
ENSG00000172123,SLFN12,protein_coding,17,TRUE
ENSG00000116698,SMG7,protein_coding,1,TRUE
ENSG00000106565,TMEM176B,protein_coding,7,TRUE
ENSG00000130475,FCHO1,protein_coding,19,TRUE
ENSG00000257704,INAFM1,protein_coding,19,TRUE
ENSG00000149657,LSM14B,protein_coding,20,TRUE
ENSG00000004939,SLC4A1,protein_coding,17,TRUE
ENSG00000258461,AC012651.1,protein_coding,15,TRUE
ENSG00000179409,GEMIN4,protein_coding,17,TRUE
ENSG00000141965,FEM1A,protein_coding,19,TRUE
ENSG00000148948,LRRC4C,protein_coding,11,TRUE
ENSG00000074266,EED,protein_coding,11,TRUE
ENSG00000198692,EIF1AY,protein_coding,Y,TRUE
ENSG00000178691,SUZ12,protein_coding,17,TRUE
ENSG00000164893,SLC7A13,protein_coding,8,TRUE
ENSG00000132259,CNGA4,protein_coding,11,TRUE
ENSG00000068976,PYGM,protein_coding,11,TRUE
ENSG00000128228,SDF2L1,protein_coding,22,TRUE
ENSG00000285269,AL160269.1,protein_coding,9,TRUE
ENSG00000185482,STAC3,protein_coding,12,TRUE
ENSG00000011523,CEP68,protein_coding,2,TRUE
ENSG00000173581,CCDC106,protein_coding,19,TRUE
ENSG00000149792,MRPL49,protein_coding,11,TRUE
ENSG00000179922,ZNF784,protein_coding,19,TRUE
ENSG00000118733,OLFM3,protein_coding,1,TRUE
ENSG00000275113,GAGE2E,protein_coding,X,TRUE
ENSG00000198788,MUC2,protein_coding,11,TRUE
ENSG00000091181,IL5RA,protein_coding,3,TRUE
ENSG00000168913,ENHO,protein_coding,9,TRUE
ENSG00000145861,C1QTNF2,protein_coding,5,TRUE
ENSG00000177058,SLC38A9,protein_coding,5,TRUE
ENSG00000275062,KIR3DL3,protein_coding,CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1,FALSE
ENSG00000142182,DNMT3L,protein_coding,21,TRUE
ENSG00000145675,PIK3R1,protein_coding,5,TRUE
ENSG00000106803,SEC61B,protein_coding,9,TRUE
ENSG00000184226,PCDH9,protein_coding,13,TRUE
ENSG00000172687,ZNF738,protein_coding,19,TRUE
ENSG00000124467,PSG8,protein_coding,19,TRUE
ENSG00000215018,COL28A1,protein_coding,7,TRUE
ENSG00000213390,ARHGAP19,protein_coding,10,TRUE
ENSG00000233890,TCF19,protein_coding,CHR_HSCHR6_MHC_DBB_CTG1,FALSE
ENSG00000197951,ZNF71,protein_coding,19,TRUE
ENSG00000221840,OR4A5,protein_coding,11,TRUE
ENSG00000140105,WARS,protein_coding,14,TRUE
ENSG00000133114,GPALPP1,protein_coding,13,TRUE
ENSG00000185982,DEFB128,protein_coding,20,TRUE
ENSG00000240230,COX19,protein_coding,7,TRUE
ENSG00000087495,PHACTR3,protein_coding,20,TRUE
ENSG00000121335,PRB2,protein_coding,12,TRUE
ENSG00000138311,ZNF365,protein_coding,10,TRUE
ENSG00000163083,INHBB,protein_coding,2,TRUE
ENSG00000284662,OR4F16,protein_coding,1,TRUE
ENSG00000180116,C12orf40,protein_coding,12,TRUE
ENSG00000278053,DDX52,protein_coding,17,TRUE
ENSG00000166326,TRIM44,protein_coding,11,TRUE
ENSG00000048471,SNX29,protein_coding,16,TRUE
ENSG00000240008,LY6G6F,protein_coding,CHR_HSCHR6_MHC_COX_CTG1,FALSE
ENSG00000103811,CTSH,protein_coding,15,TRUE
ENSG00000146166,LGSN,protein_coding,6,TRUE
ENSG00000242726,RPP21,protein_coding,CHR_HSCHR6_MHC_QBL_CTG1,FALSE
ENSG00000163683,SMIM14,protein_coding,4,TRUE
ENSG00000124743,KLHL31,protein_coding,6,TRUE
ENSG00000143952,VPS54,protein_coding,2,TRUE
ENSG00000007520,TSR3,protein_coding,16,TRUE
ENSG00000196867,ZFP28,protein_coding,19,TRUE
ENSG00000136352,NKX2-1,protein_coding,14,TRUE
ENSG00000204851,PNMA8B,protein_coding,19,TRUE
ENSG00000196581,AJAP1,protein_coding,1,TRUE
ENSG00000101938,CHRDL1,protein_coding,X,TRUE
ENSG00000213859,KCTD11,protein_coding,17,TRUE
ENSG00000223448,LTB,protein_coding,CHR_HSCHR6_MHC_MANN_CTG1,FALSE
ENSG00000156374,PCGF6,protein_coding,10,TRUE
ENSG00000171206,TRIM8,protein_coding,10,TRUE
ENSG00000205667,ARSH,protein_coding,X,TRUE
ENSG00000160326,SLC2A6,protein_coding,9,TRUE
ENSG00000235376,RPEL1,protein_coding,10,TRUE
ENSG00000198556,ZNF789,protein_coding,7,TRUE
ENSG00000132010,ZNF20,protein_coding,19,TRUE
ENSG00000167987,VPS37C,protein_coding,11,TRUE
ENSG00000101546,RBFA,protein_coding,18,TRUE
ENSG00000213999,MEF2B,protein_coding,19,TRUE
ENSG00000050748,MAPK9,protein_coding,5,TRUE
ENSG00000082196,C1QTNF3,protein_coding,5,TRUE
ENSG00000095917,TPSD1,protein_coding,16,TRUE
ENSG00000165507,DEPP1,protein_coding,10,TRUE
ENSG00000157600,TMEM164,protein_coding,X,TRUE
ENSG00000105251,SHD,protein_coding,19,TRUE
ENSG00000134602,STK26,protein_coding,X,TRUE
ENSG00000105246,EBI3,protein_coding,19,TRUE
ENSG00000283740,AC233724.15,protein_coding,5,TRUE
ENSG00000249156,AC233724.6,protein_coding,5,TRUE
ENSG00000071082,RPL31,protein_coding,2,TRUE
ENSG00000283988,AC233724.18,protein_coding,5,TRUE
ENSG00000170312,CDK1,protein_coding,10,TRUE
ENSG00000273535,NCR1,protein_coding,CHR_HSCHR19LRC_PGF1_CTG3_1,FALSE
ENSG00000139117,CPNE8,protein_coding,12,TRUE
ENSG00000182566,CLEC4G,protein_coding,19,TRUE
ENSG00000103855,CD276,protein_coding,15,TRUE
ENSG00000129354,AP1M2,protein_coding,19,TRUE
ENSG00000127540,UQCR11,protein_coding,19,TRUE
ENSG00000204257,HLA-DMA,protein_coding,6,TRUE
ENSG00000157851,DPYSL5,protein_coding,2,TRUE
ENSG00000274131,CEACAM4,protein_coding,CHR_HSCHR19_3_CTG3_1,FALSE
ENSG00000233209,HLA-DQB1,protein_coding,CHR_HSCHR6_MHC_DBB_CTG1,FALSE
ENSG00000112486,CCR6,protein_coding,6,TRUE
ENSG00000134551,PRH2,protein_coding,12,TRUE
ENSG00000105568,PPP2R1A,protein_coding,19,TRUE
ENSG00000189045,ANKDD1B,protein_coding,5,TRUE
ENSG00000159714,ZDHHC1,protein_coding,16,TRUE
ENSG00000172197,MBOAT1,protein_coding,6,TRUE
ENSG00000184634,MED12,protein_coding,X,TRUE
ENSG00000175866,BAIAP2,protein_coding,17,TRUE
ENSG00000213853,EMP2,protein_coding,16,TRUE
ENSG00000087448,KLHL42,protein_coding,12,TRUE
ENSG00000011376,LARS2,protein_coding,3,TRUE
ENSG00000214944,ARHGEF28,protein_coding,5,TRUE
ENSG00000114923,SLC4A3,protein_coding,2,TRUE
ENSG00000086589,RBM22,protein_coding,5,TRUE
ENSG00000091428,RAPGEF4,protein_coding,2,TRUE
ENSG00000275066,SYNRG,protein_coding,17,TRUE
ENSG00000126752,SSX1,protein_coding,X,TRUE
ENSG00000073584,SMARCE1,protein_coding,17,TRUE
ENSG00000213995,NAXD,protein_coding,13,TRUE
ENSG00000186487,MYT1L,protein_coding,2,TRUE
ENSG00000165583,SSX5,protein_coding,X,TRUE
ENSG00000145779,TNFAIP8,protein_coding,5,TRUE
ENSG00000150779,TIMM8B,protein_coding,11,TRUE
ENSG00000197122,SRC,protein_coding,20,TRUE
ENSG00000075336,TIMM21,protein_coding,18,TRUE
ENSG00000150773,PIH1D2,protein_coding,11,TRUE
ENSG00000177485,ZBTB33,protein_coding,X,TRUE
ENSG00000124214,STAU1,protein_coding,20,TRUE
ENSG00000151651,ADAM8,protein_coding,10,TRUE
ENSG00000188100,FAM25A,protein_coding,10,TRUE
ENSG00000141337,ARSG,protein_coding,17,TRUE
ENSG00000164532,TBX20,protein_coding,7,TRUE
ENSG00000172201,ID4,protein_coding,6,TRUE
ENSG00000176194,CIDEA,protein_coding,18,TRUE
ENSG00000170464,DNAJC18,protein_coding,5,TRUE
ENSG00000183878,UTY,protein_coding,Y,TRUE
ENSG00000152954,NRSN1,protein_coding,6,TRUE
ENSG00000100578,KIAA0586,protein_coding,14,TRUE
ENSG00000148842,CNNM2,protein_coding,10,TRUE
ENSG00000092200,RPGRIP1,protein_coding,14,TRUE
ENSG00000196417,ZNF765,protein_coding,19,TRUE
ENSG00000262788,UTP4,protein_coding,CHR_HSCHR16_2_CTG3_1,FALSE
ENSG00000154639,CXADR,protein_coding,21,TRUE
ENSG00000186526,CYP4F8,protein_coding,19,TRUE
ENSG00000005243,COPZ2,protein_coding,17,TRUE
ENSG00000119899,SLC17A5,protein_coding,6,TRUE
ENSG00000087253,LPCAT2,protein_coding,16,TRUE
ENSG00000186767,SPIN4,protein_coding,X,TRUE
ENSG00000184185,KCNJ12,protein_coding,17,TRUE
ENSG00000144035,NAT8,protein_coding,2,TRUE
ENSG00000125787,GNRH2,protein_coding,20,TRUE
ENSG00000169991,IFFO2,protein_coding,1,TRUE
ENSG00000151208,DLG5,protein_coding,10,TRUE
ENSG00000131747,TOP2A,protein_coding,17,TRUE
ENSG00000175536,LIPT2,protein_coding,11,TRUE
ENSG00000263042,WEE2,protein_coding,CHR_HSCHR7_1_CTG6,FALSE
ENSG00000073050,XRCC1,protein_coding,19,TRUE
ENSG00000268361,L34079.1,protein_coding,19,TRUE
ENSG00000105204,DYRK1B,protein_coding,19,TRUE
ENSG00000175550,DRAP1,protein_coding,11,TRUE
ENSG00000214402,LCNL1,protein_coding,9,TRUE
ENSG00000136933,RABEPK,protein_coding,9,TRUE
ENSG00000275172,KIR3DL3,protein_coding,CHR_HSCHR19KIR_T7526_BDEL_HAP_CTG3_1,FALSE
ENSG00000139797,RNF113B,protein_coding,13,TRUE
ENSG00000111860,CEP85L,protein_coding,6,TRUE
ENSG00000126016,AMOT,protein_coding,X,TRUE
ENSG00000186895,FGF3,protein_coding,11,TRUE
ENSG00000150867,PIP4K2A,protein_coding,10,TRUE
ENSG00000182508,LHFPL1,protein_coding,X,TRUE
ENSG00000184113,CLDN5,protein_coding,22,TRUE
ENSG00000164651,SP8,protein_coding,7,TRUE
ENSG00000023839,ABCC2,protein_coding,10,TRUE
ENSG00000137145,DENND4C,protein_coding,9,TRUE
ENSG00000273514,FOXD4L6,protein_coding,9,TRUE
ENSG00000102572,STK24,protein_coding,13,TRUE
ENSG00000152402,GUCY1A2,protein_coding,11,TRUE
ENSG00000169885,CALML6,protein_coding,1,TRUE
ENSG00000205809,KLRC2,protein_coding,12,TRUE
ENSG00000197753,LHFPL5,protein_coding,6,TRUE
ENSG00000136231,IGF2BP3,protein_coding,7,TRUE
ENSG00000108840,HDAC5,protein_coding,17,TRUE
ENSG00000147383,NSDHL,protein_coding,X,TRUE
ENSG00000197969,VPS13A,protein_coding,9,TRUE
ENSG00000064607,SUGP2,protein_coding,19,TRUE
ENSG00000240542,KRTAP9-1,protein_coding,17,TRUE
ENSG00000082269,FAM135A,protein_coding,6,TRUE
ENSG00000197540,GZMM,protein_coding,19,TRUE
ENSG00000135205,CCDC146,protein_coding,7,TRUE
ENSG00000130700,GATA5,protein_coding,20,TRUE
ENSG00000189134,NKAPL,protein_coding,6,TRUE
ENSG00000143797,MBOAT2,protein_coding,2,TRUE
ENSG00000005379,TSPOAP1,protein_coding,17,TRUE
ENSG00000163810,TGM4,protein_coding,3,TRUE
ENSG00000275750,KIR2DL1,protein_coding,CHR_HSCHR19KIR_T7526_A_HAP_CTG3_1,FALSE
ENSG00000273802,HIST1H2BG,protein_coding,6,TRUE
ENSG00000070047,PHRF1,protein_coding,11,TRUE
ENSG00000108179,PPIF,protein_coding,10,TRUE
ENSG00000263465,SRSF8,protein_coding,11,TRUE
ENSG00000233141,MAS1L,protein_coding,CHR_HSCHR6_MHC_COX_CTG1,FALSE
ENSG00000197658,SLC22A24,protein_coding,11,TRUE
ENSG00000173338,KCNK7,protein_coding,11,TRUE
ENSG00000124116,WFDC3,protein_coding,20,TRUE
ENSG00000004139,SARM1,protein_coding,17,TRUE
ENSG00000198785,GRIN3A,protein_coding,9,TRUE
ENSG00000108405,P2RX1,protein_coding,17,TRUE
ENSG00000087842,PIR,protein_coding,X,TRUE
ENSG00000146215,CRIP3,protein_coding,6,TRUE
ENSG00000125611,CHCHD5,protein_coding,2,TRUE
ENSG00000280563,NXN,protein_coding,CHR_HSCHR17_2_CTG2,FALSE
ENSG00000277278,HERC2,protein_coding,CHR_HSCHR15_1_CTG8,FALSE
ENSG00000095932,SMIM24,protein_coding,19,TRUE
ENSG00000089472,HEPH,protein_coding,X,TRUE
ENSG00000134313,KIDINS220,protein_coding,2,TRUE
ENSG00000244752,CRYBB2,protein_coding,22,TRUE
ENSG00000100209,HSCB,protein_coding,22,TRUE
ENSG00000182310,SPACA6,protein_coding,19,TRUE
ENSG00000115750,TAF1B,protein_coding,2,TRUE
ENSG00000282130,NSMCE3,protein_coding,CHR_HSCHR15_4_CTG8,FALSE
ENSG00000253598,SLC10A5,protein_coding,8,TRUE
ENSG00000273564,FAM189A1,protein_coding,CHR_HSCHR15_4_CTG8,FALSE
ENSG00000068078,FGFR3,protein_coding,4,TRUE
ENSG00000187242,KRT12,protein_coding,17,TRUE
ENSG00000275861,TBC1D3I,protein_coding,CHR_HSCHR17_10_CTG4,FALSE
ENSG00000197457,STMN3,protein_coding,20,TRUE
ENSG00000267157,AC011499.1,protein_coding,19,TRUE
ENSG00000173198,CYSLTR1,protein_coding,X,TRUE
ENSG00000101144,BMP7,protein_coding,20,TRUE
ENSG00000204272,NBDY,protein_coding,X,TRUE
ENSG00000188373,C10orf99,protein_coding,10,TRUE
ENSG00000085382,HACE1,protein_coding,6,TRUE
ENSG00000007376,RPUSD1,protein_coding,16,TRUE
ENSG00000204764,RANBP17,protein_coding,5,TRUE
ENSG00000183580,FBXL7,protein_coding,5,TRUE
ENSG00000104728,ARHGEF10,protein_coding,8,TRUE
ENSG00000204271,SPIN3,protein_coding,X,TRUE
ENSG00000171431,KRT20,protein_coding,17,TRUE
ENSG00000258881,AC007040.2,protein_coding,2,TRUE
ENSG00000144504,ANKMY1,protein_coding,2,TRUE
ENSG00000179300,RTL3,protein_coding,X,TRUE
ENSG00000144043,TEX261,protein_coding,2,TRUE
ENSG00000183765,CHEK2,protein_coding,22,TRUE
ENSG00000178093,TSSK6,protein_coding,19,TRUE
ENSG00000182545,RNASE10,protein_coding,14,TRUE
ENSG00000250067,YJEFN3,protein_coding,19,TRUE
ENSG00000168566,SNRNP48,protein_coding,6,TRUE
ENSG00000258989,AL355916.3,protein_coding,14,TRUE
ENSG00000147145,LPAR4,protein_coding,X,TRUE
ENSG00000135624,CCT7,protein_coding,2,TRUE
ENSG00000129221,AIPL1,protein_coding,17,TRUE
ENSG00000182107,TMEM30B,protein_coding,14,TRUE
ENSG00000086717,PPEF1,protein_coding,X,TRUE
ENSG00000196859,KRT39,protein_coding,17,TRUE
ENSG00000157087,ATP2B2,protein_coding,3,TRUE
ENSG00000204071,TCEAL6,protein_coding,X,TRUE
ENSG00000167470,MIDN,protein_coding,19,TRUE
ENSG00000142233,NTN5,protein_coding,19,TRUE
ENSG00000231002,TRIM26,protein_coding,CHR_HSCHR6_MHC_MANN_CTG1,FALSE
ENSG00000116039,ATP6V1B1,protein_coding,2,TRUE
ENSG00000167419,LPO,protein_coding,17,TRUE
ENSG00000108244,KRT23,protein_coding,17,TRUE
ENSG00000004948,CALCR,protein_coding,7,TRUE
ENSG00000284638,AC005551.1,protein_coding,19,TRUE
ENSG00000096060,FKBP5,protein_coding,6,TRUE
ENSG00000010219,DYRK4,protein_coding,12,TRUE
ENSG00000063180,CA11,protein_coding,19,TRUE
ENSG00000173040,EVC2,protein_coding,4,TRUE
ENSG00000258674,AC011448.1,protein_coding,19,TRUE
ENSG00000176771,NCKAP5,protein_coding,2,TRUE
ENSG00000083168,KAT6A,protein_coding,8,TRUE
ENSG00000148482,SLC39A12,protein_coding,10,TRUE
ENSG00000186010,NDUFA13,protein_coding,19,TRUE
ENSG00000087266,SH3BP2,protein_coding,4,TRUE
ENSG00000127588,GNG13,protein_coding,16,TRUE
ENSG00000165197,VEGFD,protein_coding,X,TRUE
ENSG00000278741,ABR,protein_coding,CHR_HSCHR17_2_CTG2,FALSE
ENSG00000143869,GDF7,protein_coding,2,TRUE
ENSG00000128791,TWSG1,protein_coding,18,TRUE
ENSG00000155875,SAXO1,protein_coding,9,TRUE
ENSG00000276896,GOLGA8F,protein_coding,CHR_HSCHR15_1_CTG8,FALSE
ENSG00000155876,RRAGA,protein_coding,9,TRUE
ENSG00000125249,RAP2A,protein_coding,13,TRUE
ENSG00000276458,LENG8,protein_coding,CHR_HSCHR19LRC_COX1_CTG3_1,FALSE
ENSG00000104848,KCNA7,protein_coding,19,TRUE
ENSG00000277730,SCGB1C2,protein_coding,CHR_HSCHR17_1_CTG1,FALSE
ENSG00000121152,NCAPH,protein_coding,2,TRUE
ENSG00000183742,MACC1,protein_coding,7,TRUE
ENSG00000139180,NDUFA9,protein_coding,12,TRUE
ENSG00000254772,EEF1G,protein_coding,11,TRUE
ENSG00000235132,OR2H1,protein_coding,CHR_HSCHR6_MHC_COX_CTG1,FALSE
ENSG00000105612,DNASE2,protein_coding,19,TRUE
ENSG00000137040,RANBP6,protein_coding,9,TRUE
ENSG00000118961,LDAH,protein_coding,2,TRUE
ENSG00000168939,SPRY3,protein_coding,X,TRUE
ENSG00000091009,RBM27,protein_coding,5,TRUE
ENSG00000197579,TOPORS,protein_coding,9,TRUE
ENSG00000234530,NFKBIL1,protein_coding,CHR_HSCHR6_MHC_COX_CTG1,FALSE
ENSG00000116035,VAX2,protein_coding,2,TRUE
ENSG00000182372,CLN8,protein_coding,8,TRUE
ENSG00000186280,KDM4D,protein_coding,11,TRUE
ENSG00000165264,NDUFB6,protein_coding,9,TRUE
ENSG00000152475,ZNF837,protein_coding,19,TRUE
ENSG00000104412,EMC2,protein_coding,8,TRUE
ENSG00000124357,NAGK,protein_coding,2,TRUE
ENSG00000134539,KLRD1,protein_coding,12,TRUE
ENSG00000078589,P2RY10,protein_coding,X,TRUE
ENSG00000152213,ARL11,protein_coding,13,TRUE
ENSG00000188655,RNASE9,protein_coding,14,TRUE
ENSG00000278312,LENG9,protein_coding,CHR_HSCHR19LRC_COX1_CTG3_1,FALSE
ENSG00000274897,PANO1,protein_coding,11,TRUE
ENSG00000177600,RPLP2,protein_coding,11,TRUE
ENSG00000140943,MBTPS1,protein_coding,16,TRUE
ENSG00000153162,BMP6,protein_coding,6,TRUE
ENSG00000235453,SMIM27,protein_coding,9,TRUE
ENSG00000149016,TUT1,protein_coding,11,TRUE
ENSG00000275740,AC091959.3,protein_coding,5,TRUE
ENSG00000091010,POU4F3,protein_coding,5,TRUE
ENSG00000112159,MDN1,protein_coding,6,TRUE
ENSG00000148840,PPRC1,protein_coding,10,TRUE
ENSG00000283239,AC019257.8,protein_coding,8,TRUE
ENSG00000239264,TXNDC5,protein_coding,6,TRUE
ENSG00000255508,AP002990.1,protein_coding,11,TRUE
ENSG00000151079,KCNA6,protein_coding,12,TRUE
ENSG00000130035,GALNT8,protein_coding,12,TRUE
ENSG00000184515,BEX5,protein_coding,X,TRUE
ENSG00000050555,LAMC3,protein_coding,9,TRUE
ENSG00000196800,SPINK14,protein_coding,5,TRUE
ENSG00000109063,MYH3,protein_coding,17,TRUE
ENSG00000177595,PIDD1,protein_coding,11,TRUE
ENSG00000178172,SPINK6,protein_coding,5,TRUE
ENSG00000106789,CORO2A,protein_coding,9,TRUE
ENSG00000203933,CXorf66,protein_coding,X,TRUE
ENSG00000214113,LYRM4,protein_coding,6,TRUE
ENSG00000134760,DSG1,protein_coding,18,TRUE
ENSG00000255639,AC005833.2,protein_coding,12,TRUE
ENSG00000111254,AKAP3,protein_coding,12,TRUE
ENSG00000188428,BLOC1S5,protein_coding,6,TRUE
