ensembl_transcript_id,ensembl_gene_id,external_gene_name,gene_biotype,transcript_id_versioned,gene_id_versioned,seq_region,primary_assembly,transcript_length
ENST00000513190,ENSG00000163913,IFT122,protein_coding,ENST00000513190.1,ENSG00000163913.11,3,True,2854
ENST00000504444,ENSG00000163913,IFT122,protein_coding,ENST00000504444.1,ENSG00000163913.11,3,True,464
ENST00000431818,ENSG00000163913,IFT122,protein_coding,ENST00000431818.6,ENSG00000163913.11,3,True,4414
ENST00000440957,ENSG00000163913,IFT122,protein_coding,ENST00000440957.6,ENSG00000163913.11,3,True,4007
ENST00000447870,ENSG00000183569,SERHL2,protein_coding,ENST00000447870.6,ENSG00000183569.17,22,True,563
ENST00000477564,ENSG00000183569,SERHL2,protein_coding,ENST00000477564.5,ENSG00000183569.17,22,True,2096
ENST00000534080,ENSG00000183569,SERHL2,protein_coding,ENST00000534080.5,ENSG00000183569.17,22,True,1379
ENST00000416156,ENSG00000183569,SERHL2,protein_coding,ENST00000416156.6,ENSG00000183569.17,22,True,1669
ENST00000327678,ENSG00000183569,SERHL2,protein_coding,ENST00000327678.9,ENSG00000183569.17,22,True,1374
ENST00000527167,ENSG00000183569,SERHL2,protein_coding,ENST00000527167.5,ENSG00000183569.17,22,True,1712
ENST00000407614,ENSG00000183569,SERHL2,protein_coding,ENST00000407614.8,ENSG00000183569.17,22,True,521
ENST00000335879,ENSG00000183569,SERHL2,protein_coding,ENST00000335879.5,ENSG00000183569.17,22,True,753
ENST00000472589,ENSG00000183569,SERHL2,protein_coding,ENST00000472589.1,ENSG00000183569.17,22,True,596
ENST00000340239,ENSG00000183569,SERHL2,protein_coding,ENST00000340239.8,ENSG00000183569.17,22,True,1315
ENST00000328879,ENSG00000099910,KLHL22,protein_coding,ENST00000328879.8,ENSG00000099910.16,22,True,2616
ENST00000487090,ENSG00000099910,KLHL22,protein_coding,ENST00000487090.1,ENSG00000099910.16,22,True,596
ENST00000479601,ENSG00000099910,KLHL22,protein_coding,ENST00000479601.5,ENSG00000099910.16,22,True,1389
ENST00000451553,ENSG00000099910,KLHL22,protein_coding,ENST00000451553.1,ENSG00000099910.16,22,True,724
ENST00000444967,ENSG00000099910,KLHL22,protein_coding,ENST00000444967.5,ENSG00000099910.16,22,True,1045
ENST00000458248,ENSG00000099910,KLHL22,protein_coding,ENST00000458248.5,ENSG00000099910.16,22,True,742
ENST00000443285,ENSG00000099910,KLHL22,protein_coding,ENST00000443285.5,ENSG00000099910.16,22,True,792
ENST00000494929,ENSG00000099910,KLHL22,protein_coding,ENST00000494929.5,ENSG00000099910.16,22,True,550
ENST00000431430,ENSG00000099910,KLHL22,protein_coding,ENST00000431430.1,ENSG00000099910.16,22,True,572
ENST00000470335,ENSG00000099910,KLHL22,protein_coding,ENST00000470335.1,ENSG00000099910.16,22,True,824
ENST00000490556,ENSG00000099910,KLHL22,protein_coding,ENST00000490556.1,ENSG00000099910.16,22,True,708
ENST00000423364,ENSG00000099910,KLHL22,protein_coding,ENST00000423364.1,ENSG00000099910.16,22,True,769
ENST00000460056,ENSG00000171509,RXFP1,protein_coding,ENST00000460056.6,ENSG00000171509.15,4,True,2735
ENST00000472969,ENSG00000171509,RXFP1,protein_coding,ENST00000472969.1,ENSG00000171509.15,4,True,751
ENST00000307765,ENSG00000171509,RXFP1,protein_coding,ENST00000307765.9,ENSG00000171509.15,4,True,3842
ENST00000342048,ENSG00000171509,RXFP1,protein_coding,ENST00000342048.9,ENSG00000171509.15,4,True,3676
ENST00000471616,ENSG00000171509,RXFP1,protein_coding,ENST00000471616.5,ENSG00000171509.15,4,True,1775
ENST00000343542,ENSG00000171509,RXFP1,protein_coding,ENST00000343542.9,ENSG00000171509.15,4,True,2130
ENST00000470033,ENSG00000171509,RXFP1,protein_coding,ENST00000470033.2,ENSG00000171509.15,4,True,2175
ENST00000484785,ENSG00000171509,RXFP1,protein_coding,ENST00000484785.1,ENSG00000171509.15,4,True,569
ENST00000613319,ENSG00000171509,RXFP1,protein_coding,ENST00000613319.4,ENSG00000171509.15,4,True,3771
ENST00000423548,ENSG00000171509,RXFP1,protein_coding,ENST00000423548.5,ENSG00000171509.15,4,True,3930
ENST00000448688,ENSG00000171509,RXFP1,protein_coding,ENST00000448688.6,ENSG00000171509.15,4,True,3861
ENST00000467506,ENSG00000172037,LAMB2,protein_coding,ENST00000467506.5,ENSG00000172037.13,3,True,689
ENST00000418109,ENSG00000172037,LAMB2,protein_coding,ENST00000418109.5,ENSG00000172037.13,3,True,5674
ENST00000484713,ENSG00000172037,LAMB2,protein_coding,ENST00000484713.1,ENSG00000172037.13,3,True,412
ENST00000305544,ENSG00000172037,LAMB2,protein_coding,ENST00000305544.8,ENSG00000172037.13,3,True,5643
ENST00000498377,ENSG00000172037,LAMB2,protein_coding,ENST00000498377.1,ENSG00000172037.13,3,True,1021
ENST00000469665,ENSG00000172037,LAMB2,protein_coding,ENST00000469665.1,ENSG00000172037.13,3,True,1092
ENST00000477225,ENSG00000172037,LAMB2,protein_coding,ENST00000477225.1,ENSG00000172037.13,3,True,535
ENST00000480640,ENSG00000172037,LAMB2,protein_coding,ENST00000480640.1,ENSG00000172037.13,3,True,563
ENST00000538659,ENSG00000172037,LAMB2,protein_coding,ENST00000538659.1,ENSG00000172037.13,3,True,576
ENST00000542580,ENSG00000172037,LAMB2,protein_coding,ENST00000542580.1,ENSG00000172037.13,3,True,594
ENST00000462930,ENSG00000172037,LAMB2,protein_coding,ENST00000462930.5,ENSG00000172037.13,3,True,536
ENST00000464891,ENSG00000172037,LAMB2,protein_coding,ENST00000464891.5,ENSG00000172037.13,3,True,732
ENST00000483057,ENSG00000172037,LAMB2,protein_coding,ENST00000483057.1,ENSG00000172037.13,3,True,558
ENST00000486298,ENSG00000172037,LAMB2,protein_coding,ENST00000486298.5,ENSG00000172037.13,3,True,590
ENST00000477701,ENSG00000172037,LAMB2,protein_coding,ENST00000477701.1,ENSG00000172037.13,3,True,559
ENST00000493571,ENSG00000172037,LAMB2,protein_coding,ENST00000493571.1,ENSG00000172037.13,3,True,605
ENST00000488638,ENSG00000172037,LAMB2,protein_coding,ENST00000488638.1,ENSG00000172037.13,3,True,343
ENST00000483321,ENSG00000172037,LAMB2,protein_coding,ENST00000483321.1,ENSG00000172037.13,3,True,408
ENST00000494831,ENSG00000172037,LAMB2,protein_coding,ENST00000494831.1,ENSG00000172037.13,3,True,582
ENST00000442488,ENSG00000128610,FEZF1,protein_coding,ENST00000442488.6,ENSG00000128610.11,7,True,2099
ENST00000427185,ENSG00000128610,FEZF1,protein_coding,ENST00000427185.2,ENSG00000128610.11,7,True,1368
ENST00000418046,ENSG00000128610,FEZF1,protein_coding,ENST00000418046.1,ENSG00000128610.11,7,True,688
ENST00000465139,ENSG00000140350,ANP32A,protein_coding,ENST00000465139.6,ENSG00000140350.15,15,True,2440
ENST00000409628,ENSG00000140350,ANP32A,protein_coding,ENST00000409628.6,ENSG00000140350.15,15,True,2001
ENST00000486054,ENSG00000140350,ANP32A,protein_coding,ENST00000486054.1,ENSG00000140350.15,15,True,2015
ENST00000267918,ENSG00000140350,ANP32A,protein_coding,ENST00000267918.9,ENSG00000140350.15,15,True,1084
ENST00000483551,ENSG00000140350,ANP32A,protein_coding,ENST00000483551.6,ENSG00000140350.15,15,True,3711
ENST00000560303,ENSG00000140350,ANP32A,protein_coding,ENST00000560303.1,ENSG00000140350.15,15,True,724
ENST00000480858,ENSG00000140350,ANP32A,protein_coding,ENST00000480858.2,ENSG00000140350.15,15,True,352
ENST00000561430,ENSG00000140350,ANP32A,protein_coding,ENST00000561430.5,ENSG00000140350.15,15,True,508
ENST00000495420,ENSG00000140350,ANP32A,protein_coding,ENST00000495420.5,ENSG00000140350.15,15,True,707
ENST00000495764,ENSG00000140350,ANP32A,protein_coding,ENST00000495764.1,ENSG00000140350.15,15,True,504
ENST00000483221,ENSG00000140350,ANP32A,protein_coding,ENST00000483221.1,ENSG00000140350.15,15,True,420
ENST00000415898,ENSG00000231526,HLA-DQA2,protein_coding,ENST00000415898.2,ENSG00000231526.3,CHR_HSCHR6_MHC_SSTO_CTG1,False,1521
ENST00000331982,ENSG00000183709,IFNL2,protein_coding,ENST00000331982.5,ENSG00000183709.7,19,True,737
ENST00000303569,ENSG00000160741,CRTC2,protein_coding,ENST00000303569.10,ENSG00000160741.16,1,True,2290
ENST00000461638,ENSG00000160741,CRTC2,protein_coding,ENST00000461638.6,ENSG00000160741.16,1,True,2343
ENST00000368630,ENSG00000160741,CRTC2,protein_coding,ENST00000368630.7,ENSG00000160741.16,1,True,1635
ENST00000368633,ENSG00000160741,CRTC2,protein_coding,ENST00000368633.1,ENSG00000160741.16,1,True,2644
ENST00000487235,ENSG00000160741,CRTC2,protein_coding,ENST00000487235.5,ENSG00000160741.16,1,True,2263
ENST00000524997,ENSG00000160741,CRTC2,protein_coding,ENST00000524997.1,ENSG00000160741.16,1,True,1050
ENST00000467860,ENSG00000160741,CRTC2,protein_coding,ENST00000467860.1,ENSG00000160741.16,1,True,573
ENST00000493909,ENSG00000160741,CRTC2,protein_coding,ENST00000493909.1,ENSG00000160741.16,1,True,207
ENST00000476883,ENSG00000160741,CRTC2,protein_coding,ENST00000476883.5,ENSG00000160741.16,1,True,467
ENST00000492073,ENSG00000160741,CRTC2,protein_coding,ENST00000492073.1,ENSG00000160741.16,1,True,329
ENST00000216254,ENSG00000100412,ACO2,protein_coding,ENST00000216254.8,ENSG00000100412.15,22,True,2741
ENST00000396512,ENSG00000100412,ACO2,protein_coding,ENST00000396512.3,ENSG00000100412.15,22,True,2811
ENST00000471094,ENSG00000100412,ACO2,protein_coding,ENST00000471094.1,ENSG00000100412.15,22,True,699
ENST00000482208,ENSG00000100412,ACO2,protein_coding,ENST00000482208.1,ENSG00000100412.15,22,True,624
ENST00000478010,ENSG00000100412,ACO2,protein_coding,ENST00000478010.1,ENSG00000100412.15,22,True,644
ENST00000481310,ENSG00000100412,ACO2,protein_coding,ENST00000481310.1,ENSG00000100412.15,22,True,330
ENST00000466237,ENSG00000100412,ACO2,protein_coding,ENST00000466237.1,ENSG00000100412.15,22,True,747
ENST00000637918,ENSG00000143614,GATAD2B,protein_coding,ENST00000637918.1,ENSG00000143614.9,1,True,1027
ENST00000368655,ENSG00000143614,GATAD2B,protein_coding,ENST00000368655.4,ENSG00000143614.9,1,True,7478
ENST00000634544,ENSG00000143614,GATAD2B,protein_coding,ENST00000634544.1,ENSG00000143614.9,1,True,2342
ENST00000634408,ENSG00000143614,GATAD2B,protein_coding,ENST00000634408.1,ENSG00000143614.9,1,True,1825
ENST00000634645,ENSG00000143614,GATAD2B,protein_coding,ENST00000634645.1,ENSG00000143614.9,1,True,507
ENST00000634564,ENSG00000143614,GATAD2B,protein_coding,ENST00000634564.1,ENSG00000143614.9,1,True,788
ENST00000634401,ENSG00000143614,GATAD2B,protein_coding,ENST00000634401.1,ENSG00000143614.9,1,True,867
ENST00000634791,ENSG00000143614,GATAD2B,protein_coding,ENST00000634791.1,ENSG00000143614.9,1,True,642
ENST00000638051,ENSG00000143614,GATAD2B,protein_coding,ENST00000638051.1,ENSG00000143614.9,1,True,112
ENST00000636014,ENSG00000143614,GATAD2B,protein_coding,ENST00000636014.1,ENSG00000143614.9,1,True,187
ENST00000637331,ENSG00000143614,GATAD2B,protein_coding,ENST00000637331.1,ENSG00000143614.9,1,True,145
ENST00000636008,ENSG00000143614,GATAD2B,protein_coding,ENST00000636008.1,ENSG00000143614.9,1,True,100
ENST00000286744,ENSG00000156218,ADAMTSL3,protein_coding,ENST00000286744.9,ENSG00000156218.12,15,True,7336
ENST00000567476,ENSG00000156218,ADAMTSL3,protein_coding,ENST00000567476.1,ENSG00000156218.12,15,True,6873
ENST00000569510,ENSG00000156218,ADAMTSL3,protein_coding,ENST00000569510.5,ENSG00000156218.12,15,True,2468
ENST00000561483,ENSG00000156218,ADAMTSL3,protein_coding,ENST00000561483.5,ENSG00000156218.12,15,True,4986
ENST00000565653,ENSG00000156218,ADAMTSL3,protein_coding,ENST00000565653.1,ENSG00000156218.12,15,True,543
ENST00000567663,ENSG00000156218,ADAMTSL3,protein_coding,ENST00000567663.1,ENSG00000156218.12,15,True,533
ENST00000562296,ENSG00000156218,ADAMTSL3,protein_coding,ENST00000562296.5,ENSG00000156218.12,15,True,551
ENST00000567716,ENSG00000156218,ADAMTSL3,protein_coding,ENST00000567716.1,ENSG00000156218.12,15,True,575
ENST00000368680,ENSG00000169418,NPR1,protein_coding,ENST00000368680.3,ENSG00000169418.9,1,True,4236
ENST00000413826,ENSG00000169418,NPR1,protein_coding,ENST00000413826.1,ENSG00000169418.9,1,True,473
ENST00000368677,ENSG00000169418,NPR1,protein_coding,ENST00000368677.2,ENSG00000169418.9,1,True,1706
ENST00000361891,ENSG00000143621,ILF2,protein_coding,ENST00000361891.8,ENSG00000143621.16,1,True,1659
ENST00000480213,ENSG00000143621,ILF2,protein_coding,ENST00000480213.1,ENSG00000143621.16,1,True,1008
ENST00000368684,ENSG00000143621,ILF2,protein_coding,ENST00000368684.8,ENSG00000143621.16,1,True,476
ENST00000368681,ENSG00000143621,ILF2,protein_coding,ENST00000368681.1,ENSG00000143621.16,1,True,726
ENST00000615950,ENSG00000143621,ILF2,protein_coding,ENST00000615950.4,ENSG00000143621.16,1,True,1906
ENST00000479209,ENSG00000120742,SERP1,protein_coding,ENST00000479209.1,ENSG00000120742.10,3,True,3934
ENST00000487153,ENSG00000120742,SERP1,protein_coding,ENST00000487153.1,ENSG00000120742.10,3,True,657
ENST00000491660,ENSG00000120742,SERP1,protein_coding,ENST00000491660.1,ENSG00000120742.10,3,True,830
ENST00000491195,ENSG00000120742,SERP1,protein_coding,ENST00000491195.1,ENSG00000120742.10,3,True,716
ENST00000490945,ENSG00000120742,SERP1,protein_coding,ENST00000490945.1,ENSG00000120742.10,3,True,1596
ENST00000463647,ENSG00000120742,SERP1,protein_coding,ENST00000463647.1,ENSG00000120742.10,3,True,761
ENST00000484608,ENSG00000120742,SERP1,protein_coding,ENST00000484608.2,ENSG00000120742.10,3,True,632
ENST00000239944,ENSG00000120742,SERP1,protein_coding,ENST00000239944.6,ENSG00000120742.10,3,True,3171
ENST00000451857,ENSG00000232106,C6orf10,protein_coding,ENST00000451857.5,ENSG00000232106.9,CHR_HSCHR6_MHC_SSTO_CTG1,False,2173
ENST00000457429,ENSG00000232106,C6orf10,protein_coding,ENST00000457429.5,ENSG00000232106.9,CHR_HSCHR6_MHC_SSTO_CTG1,False,2148
ENST00000620772,ENSG00000232106,C6orf10,protein_coding,ENST00000620772.4,ENSG00000232106.9,CHR_HSCHR6_MHC_SSTO_CTG1,False,1891
ENST00000620562,ENSG00000232106,C6orf10,protein_coding,ENST00000620562.4,ENSG00000232106.9,CHR_HSCHR6_MHC_SSTO_CTG1,False,1879
ENST00000612773,ENSG00000232106,C6orf10,protein_coding,ENST00000612773.1,ENSG00000232106.9,CHR_HSCHR6_MHC_SSTO_CTG1,False,2131
ENST00000503780,ENSG00000164118,CEP44,protein_coding,ENST00000503780.5,ENSG00000164118.12,4,True,4534
ENST00000505124,ENSG00000164118,CEP44,protein_coding,ENST00000505124.5,ENSG00000164118.12,4,True,600
ENST00000457424,ENSG00000164118,CEP44,protein_coding,ENST00000457424.6,ENSG00000164118.12,4,True,3290
ENST00000396791,ENSG00000164118,CEP44,protein_coding,ENST00000396791.7,ENSG00000164118.12,4,True,3824
ENST00000514712,ENSG00000164118,CEP44,protein_coding,ENST00000514712.5,ENSG00000164118.12,4,True,605
ENST00000515299,ENSG00000164118,CEP44,protein_coding,ENST00000515299.5,ENSG00000164118.12,4,True,913
ENST00000503053,ENSG00000164118,CEP44,protein_coding,ENST00000503053.5,ENSG00000164118.12,4,True,732
ENST00000508483,ENSG00000164118,CEP44,protein_coding,ENST00000508483.1,ENSG00000164118.12,4,True,864
ENST00000296519,ENSG00000164118,CEP44,protein_coding,ENST00000296519.6,ENSG00000164118.12,4,True,4173
ENST00000426172,ENSG00000164118,CEP44,protein_coding,ENST00000426172.3,ENSG00000164118.12,4,True,3037
ENST00000368738,ENSG00000163220,S100A9,protein_coding,ENST00000368738.3,ENSG00000163220.10,1,True,577
ENST00000393674,ENSG00000164117,FBXO8,protein_coding,ENST00000393674.6,ENSG00000164117.13,4,True,2577
ENST00000503293,ENSG00000164117,FBXO8,protein_coding,ENST00000503293.5,ENSG00000164117.13,4,True,1546
ENST00000515664,ENSG00000164117,FBXO8,protein_coding,ENST00000515664.5,ENSG00000164117.13,4,True,1377
ENST00000513696,ENSG00000164117,FBXO8,protein_coding,ENST00000513696.1,ENSG00000164117.13,4,True,928
ENST00000615392,ENSG00000164117,FBXO8,protein_coding,ENST00000615392.4,ENSG00000164117.13,4,True,1591
ENST00000299565,ENSG00000169684,CHRNA5,protein_coding,ENST00000299565.9,ENSG00000169684.13,15,True,3623
ENST00000559554,ENSG00000169684,CHRNA5,protein_coding,ENST00000559554.5,ENSG00000169684.13,15,True,1051
ENST00000394802,ENSG00000169684,CHRNA5,protein_coding,ENST00000394802.4,ENSG00000169684.13,15,True,705
ENST00000559576,ENSG00000169684,CHRNA5,protein_coding,ENST00000559576.1,ENSG00000169684.13,15,True,755
ENST00000474364,ENSG00000234508,GPSM3,protein_coding,ENST00000474364.5,ENSG00000234508.7,CHR_HSCHR6_MHC_SSTO_CTG1,False,1460
ENST00000476582,ENSG00000234508,GPSM3,protein_coding,ENST00000476582.5,ENSG00000234508.7,CHR_HSCHR6_MHC_SSTO_CTG1,False,1417
ENST00000432871,ENSG00000234508,GPSM3,protein_coding,ENST00000432871.6,ENSG00000234508.7,CHR_HSCHR6_MHC_SSTO_CTG1,False,1476
ENST00000445326,ENSG00000234508,GPSM3,protein_coding,ENST00000445326.1,ENSG00000234508.7,CHR_HSCHR6_MHC_SSTO_CTG1,False,1456
ENST00000614086,ENSG00000234508,GPSM3,protein_coding,ENST00000614086.1,ENSG00000234508.7,CHR_HSCHR6_MHC_SSTO_CTG1,False,1177
ENST00000397622,ENSG00000146842,TMEM209,protein_coding,ENST00000397622.6,ENSG00000146842.16,7,True,3545
ENST00000462753,ENSG00000146842,TMEM209,protein_coding,ENST00000462753.5,ENSG00000146842.16,7,True,2322
ENST00000473456,ENSG00000146842,TMEM209,protein_coding,ENST00000473456.5,ENSG00000146842.16,7,True,1961
ENST00000479804,ENSG00000146842,TMEM209,protein_coding,ENST00000479804.1,ENSG00000146842.16,7,True,494
ENST00000467599,ENSG00000146842,TMEM209,protein_coding,ENST00000467599.1,ENSG00000146842.16,7,True,504
ENST00000471985,ENSG00000146842,TMEM209,protein_coding,ENST00000471985.4,ENSG00000146842.16,7,True,571
ENST00000471077,ENSG00000146842,TMEM209,protein_coding,ENST00000471077.2,ENSG00000146842.16,7,True,585
ENST00000303305,ENSG00000170515,PA2G4,protein_coding,ENST00000303305.10,ENSG00000170515.13,12,True,2577
ENST00000552766,ENSG00000170515,PA2G4,protein_coding,ENST00000552766.5,ENSG00000170515.13,12,True,1085
ENST00000553057,ENSG00000170515,PA2G4,protein_coding,ENST00000553057.5,ENSG00000170515.13,12,True,687
ENST00000551061,ENSG00000170515,PA2G4,protein_coding,ENST00000551061.1,ENSG00000170515.13,12,True,694
ENST00000550166,ENSG00000170515,PA2G4,protein_coding,ENST00000550166.1,ENSG00000170515.13,12,True,520
ENST00000552528,ENSG00000170515,PA2G4,protein_coding,ENST00000552528.1,ENSG00000170515.13,12,True,289
ENST00000552266,ENSG00000170515,PA2G4,protein_coding,ENST00000552266.1,ENSG00000170515.13,12,True,779
ENST00000548861,ENSG00000257411,AC034102.2,protein_coding,ENST00000548861.1,ENSG00000257411.1,12,True,489
ENST00000454071,ENSG00000229125,OR2H1,protein_coding,ENST00000454071.5,ENSG00000229125.8,CHR_HSCHR6_MHC_APD_CTG1,False,3021
ENST00000453467,ENSG00000229125,OR2H1,protein_coding,ENST00000453467.5,ENSG00000229125.8,CHR_HSCHR6_MHC_APD_CTG1,False,3024
ENST00000493120,ENSG00000229125,OR2H1,protein_coding,ENST00000493120.1,ENSG00000229125.8,CHR_HSCHR6_MHC_APD_CTG1,False,496
ENST00000440557,ENSG00000229125,OR2H1,protein_coding,ENST00000440557.1,ENSG00000229125.8,CHR_HSCHR6_MHC_APD_CTG1,False,2253
ENST00000493309,ENSG00000229125,OR2H1,protein_coding,ENST00000493309.5,ENSG00000229125.8,CHR_HSCHR6_MHC_APD_CTG1,False,986
ENST00000489416,ENSG00000229125,OR2H1,protein_coding,ENST00000489416.1,ENSG00000229125.8,CHR_HSCHR6_MHC_APD_CTG1,False,973
ENST00000416582,ENSG00000229125,OR2H1,protein_coding,ENST00000416582.1,ENSG00000229125.8,CHR_HSCHR6_MHC_APD_CTG1,False,1294
ENST00000290585,ENSG00000159409,CELF3,protein_coding,ENST00000290585.8,ENSG00000159409.14,1,True,2335
ENST00000470688,ENSG00000159409,CELF3,protein_coding,ENST00000470688.5,ENSG00000159409.14,1,True,2970
ENST00000290583,ENSG00000159409,CELF3,protein_coding,ENST00000290583.8,ENSG00000159409.14,1,True,3246
ENST00000420342,ENSG00000159409,CELF3,protein_coding,ENST00000420342.1,ENSG00000159409.14,1,True,2444
ENST00000419910,ENSG00000159409,CELF3,protein_coding,ENST00000419910.6,ENSG00000159409.14,1,True,684
ENST00000479893,ENSG00000159409,CELF3,protein_coding,ENST00000479893.5,ENSG00000159409.14,1,True,731
ENST00000478829,ENSG00000159409,CELF3,protein_coding,ENST00000478829.1,ENSG00000159409.14,1,True,733
ENST00000264428,ENSG00000109738,GLRB,protein_coding,ENST00000264428.8,ENSG00000109738.10,4,True,3126
ENST00000515642,ENSG00000109738,GLRB,protein_coding,ENST00000515642.5,ENSG00000109738.10,4,True,574
ENST00000512619,ENSG00000109738,GLRB,protein_coding,ENST00000512619.5,ENSG00000109738.10,4,True,728
ENST00000506411,ENSG00000109738,GLRB,protein_coding,ENST00000506411.5,ENSG00000109738.10,4,True,858
ENST00000509282,ENSG00000109738,GLRB,protein_coding,ENST00000509282.1,ENSG00000109738.10,4,True,1757
ENST00000510970,ENSG00000109738,GLRB,protein_coding,ENST00000510970.1,ENSG00000109738.10,4,True,509
ENST00000541722,ENSG00000109738,GLRB,protein_coding,ENST00000541722.5,ENSG00000109738.10,4,True,2765
ENST00000487806,ENSG00000174021,GNG5,protein_coding,ENST00000487806.5,ENSG00000174021.10,1,True,557
ENST00000370645,ENSG00000174021,GNG5,protein_coding,ENST00000370645.8,ENSG00000174021.10,1,True,790
ENST00000370641,ENSG00000174021,GNG5,protein_coding,ENST00000370641.3,ENSG00000174021.10,1,True,920
ENST00000246186,ENSG00000125966,MMP24,protein_coding,ENST00000246186.7,ENSG00000125966.9,20,True,4414
ENST00000348749,ENSG00000138435,CHRNA1,protein_coding,ENST00000348749.9,ENSG00000138435.15,2,True,1984
ENST00000261007,ENSG00000138435,CHRNA1,protein_coding,ENST00000261007.9,ENSG00000138435.15,2,True,1980
ENST00000409542,ENSG00000138435,CHRNA1,protein_coding,ENST00000409542.5,ENSG00000138435.15,2,True,1460
ENST00000409219,ENSG00000138435,CHRNA1,protein_coding,ENST00000409219.5,ENSG00000138435.15,2,True,1466
ENST00000435083,ENSG00000138435,CHRNA1,protein_coding,ENST00000435083.5,ENSG00000138435.15,2,True,1596
ENST00000636168,ENSG00000138435,CHRNA1,protein_coding,ENST00000636168.1,ENSG00000138435.15,2,True,1862
ENST00000409323,ENSG00000138435,CHRNA1,protein_coding,ENST00000409323.1,ENSG00000138435.15,2,True,1585
ENST00000416004,ENSG00000138435,CHRNA1,protein_coding,ENST00000416004.1,ENSG00000138435.15,2,True,1879
ENST00000646150,ENSG00000249624,AP000295.1,protein_coding,ENST00000646150.1,ENSG00000249624.9,21,True,3770
ENST00000433395,ENSG00000249624,AP000295.1,protein_coding,ENST00000433395.6,ENSG00000249624.9,21,True,1000
ENST00000432231,ENSG00000249624,AP000295.1,protein_coding,ENST00000432231.1,ENSG00000249624.9,21,True,753
ENST00000290200,ENSG00000243646,IL10RB,protein_coding,ENST00000290200.6,ENSG00000243646.9,21,True,1963
ENST00000422891,ENSG00000243646,IL10RB,protein_coding,ENST00000422891.5,ENSG00000243646.9,21,True,786
ENST00000493295,ENSG00000243646,IL10RB,protein_coding,ENST00000493295.5,ENSG00000243646.9,21,True,1991
ENST00000498371,ENSG00000243646,IL10RB,protein_coding,ENST00000498371.1,ENSG00000243646.9,21,True,568
ENST00000451065,ENSG00000243646,IL10RB,protein_coding,ENST00000451065.1,ENSG00000243646.9,21,True,898
ENST00000637650,ENSG00000243646,IL10RB,protein_coding,ENST00000637650.1,ENSG00000243646.9,21,True,2132
ENST00000609556,ENSG00000243646,IL10RB,protein_coding,ENST00000609556.2,ENSG00000243646.9,21,True,1341
ENST00000409682,ENSG00000115233,PSMD14,protein_coding,ENST00000409682.7,ENSG00000115233.11,2,True,1954
ENST00000478123,ENSG00000115233,PSMD14,protein_coding,ENST00000478123.5,ENSG00000115233.11,2,True,478
ENST00000437630,ENSG00000115233,PSMD14,protein_coding,ENST00000437630.1,ENSG00000115233.11,2,True,577
ENST00000477232,ENSG00000115233,PSMD14,protein_coding,ENST00000477232.5,ENSG00000115233.11,2,True,4890
ENST00000492908,ENSG00000115233,PSMD14,protein_coding,ENST00000492908.1,ENSG00000115233.11,2,True,1786
ENST00000405409,ENSG00000100320,RBFOX2,protein_coding,ENST00000405409.6,ENSG00000100320.22,22,True,6932
ENST00000414461,ENSG00000100320,RBFOX2,protein_coding,ENST00000414461.6,ENSG00000100320.22,22,True,1706
ENST00000449924,ENSG00000100320,RBFOX2,protein_coding,ENST00000449924.6,ENSG00000100320.22,22,True,1935
ENST00000262829,ENSG00000100320,RBFOX2,protein_coding,ENST00000262829.11,ENSG00000100320.22,22,True,1538
ENST00000397303,ENSG00000100320,RBFOX2,protein_coding,ENST00000397303.6,ENSG00000100320.22,22,True,1354
ENST00000359369,ENSG00000100320,RBFOX2,protein_coding,ENST00000359369.8,ENSG00000100320.22,22,True,1409
ENST00000463509,ENSG00000100320,RBFOX2,protein_coding,ENST00000463509.1,ENSG00000100320.22,22,True,2396
ENST00000416721,ENSG00000100320,RBFOX2,protein_coding,ENST00000416721.6,ENSG00000100320.22,22,True,1254
ENST00000495377,ENSG00000100320,RBFOX2,protein_coding,ENST00000495377.6,ENSG00000100320.22,22,True,733
ENST00000438146,ENSG00000100320,RBFOX2,protein_coding,ENST00000438146.6,ENSG00000100320.22,22,True,1356
ENST00000473487,ENSG00000100320,RBFOX2,protein_coding,ENST00000473487.6,ENSG00000100320.22,22,True,789
ENST00000408983,ENSG00000100320,RBFOX2,protein_coding,ENST00000408983.2,ENSG00000100320.22,22,True,663
ENST00000491982,ENSG00000100320,RBFOX2,protein_coding,ENST00000491982.1,ENSG00000100320.22,22,True,1004
ENST00000397305,ENSG00000100320,RBFOX2,protein_coding,ENST00000397305.3,ENSG00000100320.22,22,True,759
ENST00000221327,ENSG00000167384,ZNF180,protein_coding,ENST00000221327.8,ENSG00000167384.10,19,True,4335
ENST00000391956,ENSG00000167384,ZNF180,protein_coding,ENST00000391956.8,ENSG00000167384.10,19,True,3049
ENST00000592095,ENSG00000167384,ZNF180,protein_coding,ENST00000592095.5,ENSG00000167384.10,19,True,3270
ENST00000590088,ENSG00000167384,ZNF180,protein_coding,ENST00000590088.5,ENSG00000167384.10,19,True,3131
ENST00000592529,ENSG00000167384,ZNF180,protein_coding,ENST00000592529.5,ENSG00000167384.10,19,True,3048
ENST00000586637,ENSG00000167384,ZNF180,protein_coding,ENST00000586637.5,ENSG00000167384.10,19,True,1023
ENST00000591064,ENSG00000167384,ZNF180,protein_coding,ENST00000591064.1,ENSG00000167384.10,19,True,837
