row,symbol,uniprot,symbol_representative,n_peptides,n_unique_peptides,npeptides_quant,qvalue,cv_replicates,isoDoping,present_n_lines,present_n_plex,pass_presence50,complete_case,zero_plex
XAB2,XAB2,Q9HCS7,TRUE,36,36,36,0,1.52153293318735,FALSE,31,5,TRUE,TRUE,FALSE
CELSR2,CELSR2,Q9HCU4,TRUE,14,13,13,0,5.290764285843828,FALSE,31,5,TRUE,TRUE,FALSE
PREB,PREB,Q9HCU5,TRUE,19,19,19,0,1.201323009132149,FALSE,31,5,TRUE,TRUE,FALSE
POLD4,POLD4,Q9HCU8,TRUE,4,4,4,0,4.805669632161512,FALSE,31,5,TRUE,TRUE,FALSE
BRMS1,BRMS1,Q9HCU9,TRUE,8,8,8,0,6.201442069837949,FALSE,31,5,TRUE,TRUE,FALSE
S100A14,S100A14,Q9HCY8,TRUE,6,6,6,0,19.71811065719083,FALSE,31,5,TRUE,TRUE,FALSE
SRA1,SRA1,Q9HD15,TRUE,11,11,11,0,3.310571793913606,FALSE,31,5,TRUE,TRUE,FALSE
ATP13A1,ATP13A1,Q9HD20,TRUE,48,48,48,0,5.10800369158255,FALSE,31,5,TRUE,TRUE,FALSE
MRS2,MRS2,Q9HD23,TRUE,7,7,7,0,5.430586388656913,FALSE,31,5,TRUE,TRUE,FALSE
GOPC,GOPC,Q9HD26,TRUE,27,27,27,0,5.301734993646695,FALSE,31,5,TRUE,TRUE,FALSE
MRPL47,MRPL47,Q9HD33,TRUE,17,17,17,0,8.793623246300346,FALSE,31,5,TRUE,TRUE,FALSE
LYRM4,LYRM4,Q9HD34,TRUE,10,9,10,0,5.6659445241128,FALSE,31,5,TRUE,TRUE,FALSE
CHMP1A,CHMP1A,Q9HD42,TRUE,13,13,13,0,1.856676237875523,FALSE,31,5,TRUE,TRUE,FALSE
TM9SF3,TM9SF3,Q9HD45,TRUE,18,18,18,0,8.455244511874993,FALSE,31,5,TRUE,TRUE,FALSE
RANGRF,RANGRF,Q9HD47,TRUE,4,4,4,0,6.668889873498092,FALSE,26,4,TRUE,FALSE,FALSE
MYO10,MYO10,Q9HD67,TRUE,6,6,6,0,5.597752216492907,FALSE,18,3,TRUE,FALSE,FALSE
JPH1,JPH1,Q9HDC5,TRUE,2,2,2,0.003,15.58075690917063,FALSE,24,4,TRUE,FALSE,FALSE
APMAP,APMAP,Q9HDC9,TRUE,28,28,28,0,6.222145949855724,FALSE,31,5,TRUE,TRUE,FALSE
WDR6,WDR6,Q9NNW5,TRUE,9,9,9,0,6.798187384035565,FALSE,31,5,TRUE,TRUE,FALSE
TXNRD2,TXNRD2,Q9NNW7,TRUE,23,21,21,0,5.31852720999514,FALSE,31,5,TRUE,TRUE,FALSE
TUFT1,TUFT1,Q9NNX1,TRUE,13,13,13,0,8.12484774857769,FALSE,31,5,TRUE,TRUE,FALSE
SINHCAF,SINHCAF,Q9NP50,TRUE,6,6,6,0,3.057440530965364,FALSE,31,5,TRUE,TRUE,FALSE
ABCB6,ABCB6,Q9NP58,TRUE,11,10,10,0,7.45605286199676,FALSE,31,5,TRUE,TRUE,FALSE
ARFGAP3,ARFGAP3,Q9NP61,TRUE,30,30,30,0,1.924173524877192,FALSE,31,5,TRUE,TRUE,FALSE
ZCCHC17,ZCCHC17,Q9NP64,TRUE,8,8,8,0,4.624838210678192,FALSE,31,5,TRUE,TRUE,FALSE
HMG20A,HMG20A,Q9NP66,TRUE,14,14,14,0,6.690247923416894,FALSE,31,5,TRUE,TRUE,FALSE
RAB18,RAB18,Q9NP72,TRUE,17,17,17,0,4.343201265484976,FALSE,31,5,TRUE,TRUE,FALSE
ALG13,ALG13,Q9NP73,TRUE,5,5,5,0,17.70542178129956,FALSE,31,5,TRUE,TRUE,FALSE
PALMD,PALMD,Q9NP74,TRUE,13,12,12,0,3.126116701822847,FALSE,13,2,FALSE,FALSE,FALSE
SSU72,SSU72,Q9NP77,TRUE,10,10,10,0,4.340584337268164,FALSE,31,5,TRUE,TRUE,FALSE
VTA1,VTA1,Q9NP79,TRUE,12,12,12,0,3.275036450822233,FALSE,31,5,TRUE,TRUE,FALSE
PNPLA8,PNPLA8,Q9NP80,TRUE,21,20,20,0,2.452675739456275,FALSE,31,5,TRUE,TRUE,FALSE
SARS2,SARS2,Q9NP81,TRUE,35,35,35,0,4.276795726756028,FALSE,31,5,TRUE,TRUE,FALSE
TNFRSF12A,TNFRSF12A,Q9NP84,TRUE,4,4,4,0,11.86426606612977,FALSE,31,5,TRUE,TRUE,FALSE
MRPS30,MRPS30,Q9NP92,TRUE,11,11,11,0,7.129796000281871,FALSE,31,5,TRUE,TRUE,FALSE
DYNLRB1,DYNLRB1,Q9NP97,TRUE,9,9,9,0,7.005269090568472,FALSE,31,5,TRUE,TRUE,FALSE
EMC7,EMC7,Q9NPA0,TRUE,8,8,8,0,5.252522582476821,FALSE,31,5,TRUE,TRUE,FALSE
MID1IP1,MID1IP1,Q9NPA3,TRUE,2,2,2,0.001,NA,FALSE,13,2,FALSE,FALSE,FALSE
ZFP64,ZFP64,Q9NPA5,TRUE,9,3,3,0,33.71791562602911,FALSE,26,4,TRUE,FALSE,FALSE
ENY2,ENY2,Q9NPA8,TRUE,10,10,10,0,6.232145409108275,FALSE,31,5,TRUE,TRUE,FALSE
SAYSD1,SAYSD1,Q9NPB0,TRUE,2,2,2,0.002,22.32280338731319,FALSE,31,5,TRUE,TRUE,FALSE
MYNN,MYNN,Q9NPC7,TRUE,2,1,1,0.005,NA,FALSE,19,3,TRUE,FALSE,FALSE
SIX2,SIX2,Q9NPC8,TRUE,2,2,2,0.002,NA,FALSE,0,0,FALSE,FALSE,TRUE
EXOSC4,EXOSC4,Q9NPD3,TRUE,8,8,8,0,8.772672604715282,FALSE,31,5,TRUE,TRUE,FALSE
UBE2T,UBE2T,Q9NPD8,TRUE,3,3,3,0,7.919947409943369,FALSE,31,5,TRUE,TRUE,FALSE
NGRN,NGRN,Q9NPE2,TRUE,11,11,11,0,4.646231436664534,FALSE,31,5,TRUE,TRUE,FALSE
NOP10,NOP10,Q9NPE3,TRUE,7,7,7,0,5.03914064243115,FALSE,31,5,TRUE,TRUE,FALSE
CD320,CD320,Q9NPF0,TRUE,3,3,3,0,9.664483166890568,FALSE,31,5,TRUE,TRUE,FALSE
OSGEP,OSGEP,Q9NPF4,TRUE,14,14,14,0,4.75737708780977,FALSE,31,5,TRUE,TRUE,FALSE
DMAP1,DMAP1,Q9NPF5,TRUE,23,23,23,0,6.33096795751022,FALSE,31,5,TRUE,TRUE,FALSE
UBN1,UBN1,Q9NPG3,TRUE,11,11,11,0,1.6585333088263161,FALSE,31,5,TRUE,TRUE,FALSE
ACP6,ACP6,Q9NPH0,TRUE,10,10,10,0,3.007717044324887,FALSE,31,5,TRUE,TRUE,FALSE
ISYNA1,ISYNA1,Q9NPH2,TRUE,18,18,18,0,9.590587017626966,FALSE,31,5,TRUE,TRUE,FALSE
IL1RAP,IL1RAP,Q9NPH3,TRUE,14,14,14,0,4.567740806483276,FALSE,31,5,TRUE,TRUE,FALSE
BRD7,BRD7,Q9NPI1,TRUE,17,17,17,0,1.352546949736605,FALSE,31,5,TRUE,TRUE,FALSE
DCP1A,DCP1A,Q9NPI6,TRUE,11,11,11,0,1.769801684834362,FALSE,31,5,TRUE,TRUE,FALSE
ACOT13,ACOT13,Q9NPJ3,TRUE,9,9,9,0,5.924123196491414,FALSE,31,5,TRUE,TRUE,FALSE
MED4,MED4,Q9NPJ6,TRUE,14,14,14,0,3.610873756040989,FALSE,31,5,TRUE,TRUE,FALSE
NXT2,NXT2,Q9NPJ8,TRUE,4,2,2,0,4.788167896360741,FALSE,31,5,TRUE,TRUE,FALSE
TIMMDC1,TIMMDC1,Q9NPL8,TRUE,14,14,14,0,2.430615254333161,FALSE,31,5,TRUE,TRUE,FALSE
RIC8A,RIC8A,Q9NPQ8,TRUE,17,14,15,0,5.529432690016566,FALSE,31,5,TRUE,TRUE,FALSE
SEMA4B,SEMA4B,Q9NPR2,TRUE,14,13,14,0,14.19169689535141,FALSE,31,5,TRUE,TRUE,FALSE
GPR108,GPR108,Q9NPR9,TRUE,2,2,2,0.001,5.19649017334706,FALSE,24,4,TRUE,FALSE,FALSE
LUC7L,LUC7L,Q9NQ29,TRUE,23,16,16,0,3.363317438621265,FALSE,31,5,TRUE,TRUE,FALSE
TMEM9B,TMEM9B,Q9NQ34,TRUE,4,2,2,0,26.03170269421213,FALSE,31,5,TRUE,TRUE,FALSE
LZTFL1,LZTFL1,Q9NQ48,TRUE,18,18,18,0,4.107927357047482,FALSE,31,5,TRUE,TRUE,FALSE
MRPL40,MRPL40,Q9NQ50,TRUE,14,14,14,0,4.255101712014685,FALSE,31,5,TRUE,TRUE,FALSE
PPAN,PPAN,Q9NQ55,TRUE,29,29,29,0,1.75763807975931,FALSE,31,5,TRUE,TRUE,FALSE
PLCB1,PLCB1,Q9NQ66,TRUE,2,2,2,0.008,NA,FALSE,7,1,FALSE,FALSE,FALSE
GPRC5C,GPRC5C,Q9NQ84,TRUE,8,8,8,0,15.43433004419006,FALSE,31,5,TRUE,TRUE,FALSE
TIGAR,TIGAR,Q9NQ88,TRUE,11,11,11,0,5.250550460074438,FALSE,31,5,TRUE,TRUE,FALSE
C12orf4,C12orf4,Q9NQ89,TRUE,2,2,2,0.006,10.92683456960008,FALSE,31,5,TRUE,TRUE,FALSE
COPRS,COPRS,Q9NQ92,TRUE,2,2,2,0.003,24.90630482765557,FALSE,31,5,TRUE,TRUE,FALSE
A1CF,A1CF,Q9NQ94,TRUE,14,12,12,0,27.7979445037607,FALSE,13,2,FALSE,FALSE,FALSE
WASH6P,WASH6P,Q9NQA3,TRUE,12,1,1,0,19.06387805859558,FALSE,26,4,TRUE,FALSE,FALSE
TCF7L2,TCF7L2,Q9NQB0,TRUE,4,4,4,0,34.25792302279157,FALSE,26,4,TRUE,FALSE,FALSE
JADE2,JADE2,Q9NQC1,TRUE,3,2,2,0,25.8051384794891,FALSE,18,3,TRUE,FALSE,FALSE
RTN4,RTN4,Q9NQC3,TRUE,19,19,19,0,5.62358613732863,FALSE,31,5,TRUE,TRUE,FALSE
HINT3,HINT3,Q9NQE9,TRUE,6,6,6,0,6.714694033133506,FALSE,31,5,TRUE,TRUE,FALSE
MANBAL,MANBAL,Q9NQG1,TRUE,3,3,3,0.002,9.479442806153447,FALSE,31,5,TRUE,TRUE,FALSE
RPRD1B,RPRD1B,Q9NQG5,TRUE,27,24,24,0,4.672073959326955,FALSE,31,5,TRUE,TRUE,FALSE
MIEF1|Q9NQG6,MIEF1,Q9NQG6,FALSE,5,5,5,0,6.913204995414688,FALSE,31,5,TRUE,TRUE,FALSE
XPNPEP3,XPNPEP3,Q9NQH7,TRUE,22,20,22,0,2.932527231011195,FALSE,31,5,TRUE,TRUE,FALSE
PFDN4,PFDN4,Q9NQP4,TRUE,13,13,13,0,1.977207620059885,FALSE,31,5,TRUE,TRUE,FALSE
KMT5A,KMT5A,Q9NQR1,TRUE,2,2,2,0.001,NA,FALSE,12,2,FALSE,FALSE,FALSE
NIT2,NIT2,Q9NQR4,TRUE,26,26,26,0,1.877292611744907,FALSE,31,5,TRUE,TRUE,FALSE
AVEN,AVEN,Q9NQS1,TRUE,7,7,7,0,10.89427416863021,FALSE,31,5,TRUE,TRUE,FALSE
NECTIN3,NECTIN3,Q9NQS3,TRUE,4,4,4,0,6.036124913392321,FALSE,31,5,TRUE,TRUE,FALSE
INCENP,INCENP,Q9NQS7,TRUE,22,22,22,0,4.826871856453986,FALSE,31,5,TRUE,TRUE,FALSE
EXOSC5,EXOSC5,Q9NQT4,TRUE,10,10,10,0,7.407348331086158,FALSE,31,5,TRUE,TRUE,FALSE
EXOSC3,EXOSC3,Q9NQT5,TRUE,12,12,12,0,8.092793094642227,FALSE,31,5,TRUE,TRUE,FALSE
KIF13B,KIF13B,Q9NQT8,TRUE,58,48,49,0,1.954241188663647,FALSE,31,5,TRUE,TRUE,FALSE
PRDM10,PRDM10,Q9NQV6,TRUE,3,3,3,0.001,4.291189535172543,FALSE,31,5,TRUE,TRUE,FALSE
ANLN,ANLN,Q9NQW6,TRUE,60,60,60,0,4.188141784873756,FALSE,31,5,TRUE,TRUE,FALSE
XPNPEP1,XPNPEP1,Q9NQW7,TRUE,30,29,29,0,3.928414179766343,FALSE,31,5,TRUE,TRUE,FALSE
GPHN,GPHN,Q9NQX3,TRUE,22,22,22,0,5.742980853607939,FALSE,31,5,TRUE,TRUE,FALSE
MYO5C,MYO5C,Q9NQX4,TRUE,25,20,20,0,7.939295503516205,FALSE,31,5,TRUE,TRUE,FALSE
ITM2C,ITM2C,Q9NQX7,TRUE,7,7,7,0,5.859475967194473,FALSE,24,4,TRUE,FALSE,FALSE
BIN3,BIN3,Q9NQY0,TRUE,9,9,9,0,7.423324025316713,FALSE,31,5,TRUE,TRUE,FALSE
UTP3,UTP3,Q9NQZ2,TRUE,11,11,11,0,3.273484347949331,FALSE,31,5,TRUE,TRUE,FALSE
STARD7,STARD7,Q9NQZ5,TRUE,9,9,9,0,10.65302268418476,FALSE,31,5,TRUE,TRUE,FALSE
ENTPD7,ENTPD7,Q9NQZ7,TRUE,2,1,1,0.003,4.833222724525262,FALSE,13,2,FALSE,FALSE,FALSE
BIRC6,BIRC6,Q9NR09,TRUE,47,45,47,0,2.154418071557452,FALSE,31,5,TRUE,TRUE,FALSE
PDLIM7,PDLIM7,Q9NR12,TRUE,32,32,32,0,4.091937029798255,FALSE,31,5,TRUE,TRUE,FALSE
ACSS2,ACSS2,Q9NR19,TRUE,21,21,21,0,3.007333636974533,FALSE,31,5,TRUE,TRUE,FALSE
DIABLO,DIABLO,Q9NR28,TRUE,12,11,11,0,7.070600406419029,FALSE,31,5,TRUE,TRUE,FALSE
DDX21,DDX21,Q9NR30,TRUE,93,89,89,0,3.302263917983629,FALSE,31,5,TRUE,TRUE,FALSE
SAR1A,SAR1A,Q9NR31,TRUE,18,12,12,0,3.622168493564232,FALSE,31,5,TRUE,TRUE,FALSE
POLE4,POLE4,Q9NR33,TRUE,3,3,3,0,11.9036395871716,FALSE,31,5,TRUE,TRUE,FALSE
NANS,NANS,Q9NR45,TRUE,25,25,25,0,2.454020299735687,FALSE,31,5,TRUE,TRUE,FALSE
SH3GLB2,SH3GLB2,Q9NR46,TRUE,19,18,18,0,2.463390418936765,FALSE,31,5,TRUE,TRUE,FALSE
EIF2B3,EIF2B3,Q9NR50,TRUE,24,24,24,0,3.246566487122216,FALSE,31,5,TRUE,TRUE,FALSE
MBNL1,MBNL1,Q9NR56,TRUE,17,7,7,0,6.023327699423593,FALSE,31,5,TRUE,TRUE,FALSE
PXMP2,PXMP2,Q9NR77,TRUE,2,2,2,0.003,5.281008515174367,FALSE,13,2,FALSE,FALSE,FALSE
MXRA5,MXRA5,Q9NR99,TRUE,41,40,40,0,1.789843338841815,FALSE,11,2,FALSE,FALSE,FALSE
SLC17A5,SLC17A5,Q9NRA2,TRUE,4,4,4,0,6.824056629919234,FALSE,31,5,TRUE,TRUE,FALSE
EIF4ENIF1,EIF4ENIF1,Q9NRA8,TRUE,22,22,22,0,2.386994140648782,FALSE,31,5,TRUE,TRUE,FALSE
ST7,ST7,Q9NRC1,TRUE,3,3,3,0,10.21318988746849,FALSE,31,5,TRUE,TRUE,FALSE
FBXO6,FBXO6,Q9NRD1,TRUE,5,5,5,0,25.21599754683149,FALSE,13,2,FALSE,FALSE,FALSE
SH2B1,SH2B1,Q9NRF2,TRUE,4,4,4,0,10.87950625898006,FALSE,31,5,TRUE,TRUE,FALSE
CTPS2,CTPS2,Q9NRF8,TRUE,24,20,20,0,2.409859540039569,FALSE,31,5,TRUE,TRUE,FALSE
POLE3,POLE3,Q9NRF9,TRUE,8,8,8,0,6.023048716024791,FALSE,31,5,TRUE,TRUE,FALSE
CHRAC1,CHRAC1,Q9NRG0,TRUE,5,5,5,0,9.743881393057377,FALSE,31,5,TRUE,TRUE,FALSE
PRTFDC1,PRTFDC1,Q9NRG1,TRUE,5,4,4,0,8.057291627349953,FALSE,31,5,TRUE,TRUE,FALSE
SMYD2,SMYD2,Q9NRG4,TRUE,9,9,9,0,5.012170691473544,FALSE,19,3,TRUE,FALSE,FALSE
SDR39U1,SDR39U1,Q9NRG7,TRUE,9,9,9,0,3.405572380933852,FALSE,31,5,TRUE,TRUE,FALSE
AAAS,AAAS,Q9NRG9,TRUE,21,21,21,0,1.882924280714339,FALSE,31,5,TRUE,TRUE,FALSE
ABCB10,ABCB10,Q9NRK6,TRUE,13,12,12,0,2.330386957076584,FALSE,31,5,TRUE,TRUE,FALSE
BAZ1A,BAZ1A,Q9NRL2,TRUE,47,46,46,0,3.395834066024253,FALSE,31,5,TRUE,TRUE,FALSE
STRN4,STRN4,Q9NRL3,TRUE,23,17,17,0,6.156700861850855,FALSE,31,5,TRUE,TRUE,FALSE
ZNF277,ZNF277,Q9NRM2,TRUE,3,2,2,0.003,6.752004945489847,FALSE,19,3,TRUE,FALSE,FALSE
AASDHPPT,AASDHPPT,Q9NRN7,TRUE,15,15,15,0,5.589236442941383,FALSE,31,5,TRUE,TRUE,FALSE
METTL5,METTL5,Q9NRN9,TRUE,4,4,4,0,6.877902576138366,FALSE,31,5,TRUE,TRUE,FALSE
CMC2,CMC2,Q9NRP2,TRUE,7,7,7,0,7.160620688805059,FALSE,31,5,TRUE,TRUE,FALSE
SDHAF3,SDHAF3,Q9NRP4,TRUE,6,6,6,0,5.919053055275766,FALSE,31,5,TRUE,TRUE,FALSE
CDC42SE2,CDC42SE2,Q9NRR3,TRUE,3,3,3,0,16.17484095302342,FALSE,31,5,TRUE,TRUE,FALSE
DROSHA,DROSHA,Q9NRR4,TRUE,2,2,2,0.002,2.643122583660123,FALSE,19,3,TRUE,FALSE,FALSE
UBQLN4,UBQLN4,Q9NRR5,TRUE,18,13,13,0,8.34454716934945,FALSE,31,5,TRUE,TRUE,FALSE
TMPRSS4,TMPRSS4,Q9NRS4,TRUE,6,6,6,0,16.18287934559034,FALSE,24,4,TRUE,FALSE,FALSE
SNX15,SNX15,Q9NRS6,TRUE,6,6,6,0,7.999182512201338,FALSE,31,5,TRUE,TRUE,FALSE
HEBP1,HEBP1,Q9NRV9,TRUE,16,16,16,0,7.508722553396685,FALSE,31,5,TRUE,TRUE,FALSE
RAB6B,RAB6B,Q9NRW1,TRUE,24,10,10,0,2.744685012541177,FALSE,31,5,TRUE,TRUE,FALSE
APOBEC3C,APOBEC3C,Q9NRW3,TRUE,9,8,8,0,7.495045720054224,FALSE,31,5,TRUE,TRUE,FALSE
VPS45,VPS45,Q9NRW7,TRUE,24,24,24,0,2.671457420223085,FALSE,31,5,TRUE,TRUE,FALSE
PNO1,PNO1,Q9NRX1,TRUE,18,17,18,0,8.231293173795706,FALSE,31,5,TRUE,TRUE,FALSE
MRPL17,MRPL17,Q9NRX2,TRUE,16,16,16,0,2.917706378024834,FALSE,31,5,TRUE,TRUE,FALSE
PHPT1,PHPT1,Q9NRX4,TRUE,10,10,10,0,5.710080389515789,FALSE,31,5,TRUE,TRUE,FALSE
SERINC1,SERINC1,Q9NRX5,TRUE,2,2,2,0,17.09815825751379,FALSE,31,5,TRUE,TRUE,FALSE
INIP,INIP,Q9NRY2,TRUE,5,5,5,0,7.200155742302878,FALSE,31,5,TRUE,TRUE,FALSE
ARHGAP35,ARHGAP35,Q9NRY4,TRUE,37,36,36,0,2.5687588833572,FALSE,31,5,TRUE,TRUE,FALSE
FAM114A2,FAM114A2,Q9NRY5,TRUE,21,21,21,0,7.372409651776615,FALSE,31,5,TRUE,TRUE,FALSE
PLSCR3,PLSCR3,Q9NRY6,TRUE,5,5,5,0,9.422100935000145,FALSE,31,5,TRUE,TRUE,FALSE
AGPAT4,AGPAT4,Q9NRZ5,TRUE,5,5,5,0,8.284833100126205,FALSE,31,5,TRUE,TRUE,FALSE
AGPAT3,AGPAT3,Q9NRZ7,TRUE,12,12,12,0,7.646197260161808,FALSE,31,5,TRUE,TRUE,FALSE
HELLS,HELLS,Q9NRZ9,TRUE,30,30,30,0,3.02857735038407,FALSE,31,5,TRUE,TRUE,FALSE
C1GALT1,C1GALT1,Q9NS00,TRUE,10,10,10,0,8.496307103251025,FALSE,31,5,TRUE,TRUE,FALSE
LTBP3,LTBP3,Q9NS15,TRUE,15,14,14,0,5.491509812792751,FALSE,31,5,TRUE,TRUE,FALSE
GLRX2,GLRX2,Q9NS18,TRUE,2,2,2,0.001,3.028343604965908,FALSE,31,5,TRUE,TRUE,FALSE
SPANXB1,SPANXB1,Q9NS25,TRUE,7,4,4,0,NA,FALSE,7,1,FALSE,FALSE,FALSE
SPANXA1,SPANXA1,Q9NS26,TRUE,6,1,1,0,NA,FALSE,7,1,FALSE,FALSE,FALSE
TOPORS,TOPORS,Q9NS56,TRUE,2,2,2,0.008,4.621277584146751,FALSE,11,2,FALSE,FALSE,FALSE
TNFRSF19,TNFRSF19,Q9NS68,TRUE,2,2,2,0.002,NA,FALSE,13,2,FALSE,FALSE,FALSE
TOMM22,TOMM22,Q9NS69,TRUE,6,6,6,0,13.48884785132025,FALSE,31,5,TRUE,TRUE,FALSE
MBIP,MBIP,Q9NS73,TRUE,5,5,5,0,11.31970157259206,FALSE,31,5,TRUE,TRUE,FALSE
LANCL2,LANCL2,Q9NS86,TRUE,6,6,6,0,4.353692810837929,FALSE,31,5,TRUE,TRUE,FALSE
KIF15,KIF15,Q9NS87,TRUE,19,19,19,0,2.124776028616604,FALSE,31,5,TRUE,TRUE,FALSE
RAD18,RAD18,Q9NS91,TRUE,9,9,9,0,1.716519813910021,FALSE,31,5,TRUE,TRUE,FALSE
TM7SF3,TM7SF3,Q9NS93,TRUE,4,4,4,0,14.51541897150982,FALSE,31,5,TRUE,TRUE,FALSE
CTNNBIP1,CTNNBIP1,Q9NSA3,TRUE,2,2,2,0,9.364730518508345,FALSE,31,5,TRUE,TRUE,FALSE
HOMER2,HOMER2,Q9NSB8,TRUE,8,5,5,0,12.05515957722548,FALSE,31,5,TRUE,TRUE,FALSE
SALL1,SALL1,Q9NSC2,TRUE,2,2,2,0.005,NA,FALSE,7,1,FALSE,FALSE,FALSE
HOMER3,HOMER3,Q9NSC5,TRUE,16,15,15,0,6.023709290179651,FALSE,31,5,TRUE,TRUE,FALSE
FARSB,FARSB,Q9NSD9,TRUE,48,48,48,0,3.433973699749892,FALSE,31,5,TRUE,TRUE,FALSE
IARS2,IARS2,Q9NSE4,TRUE,64,64,64,0,2.284415878692435,FALSE,31,5,TRUE,TRUE,FALSE
FAM207A,FAM207A,Q9NSI2,TRUE,9,9,9,0,4.576301775936794,FALSE,31,5,TRUE,TRUE,FALSE
BRWD1,BRWD1,Q9NSI6,TRUE,3,2,2,0,16.65208573552873,FALSE,31,5,TRUE,TRUE,FALSE
KLC4,KLC4,Q9NSK0,TRUE,25,19,19,0,4.694267533831773,FALSE,31,5,TRUE,TRUE,FALSE
C19orf12,C19orf12,Q9NSK7,TRUE,2,2,2,0.003,10.00292751569967,FALSE,24,4,TRUE,FALSE,FALSE
CENPM,CENPM,Q9NSP4,TRUE,2,2,2,0.003,17.83951944327731,FALSE,26,4,TRUE,FALSE,FALSE
RRP7BP,RRP7BP,Q9NSQ0,TRUE,9,1,1,0,NA,FALSE,7,1,FALSE,FALSE,FALSE
TREX1,TREX1,Q9NSU2,TRUE,3,3,3,0,5.135708836616319,FALSE,24,4,TRUE,FALSE,FALSE
DIAPH3,DIAPH3,Q9NSV4,TRUE,18,17,18,0,5.069822137235636,FALSE,31,5,TRUE,TRUE,FALSE
BMP2K,BMP2K,Q9NSY1,TRUE,15,14,14,0,3.79057326880116,FALSE,31,5,TRUE,TRUE,FALSE
ATG3,ATG3,Q9NT62,TRUE,10,10,10,0,11.3975475976153,FALSE,31,5,TRUE,TRUE,FALSE
SIRT3,SIRT3,Q9NTG7,TRUE,6,6,6,0,10.92791428229161,FALSE,31,5,TRUE,TRUE,FALSE
ATP8A2,ATP8A2,Q9NTI2,TRUE,2,1,1,0.005,NA,FALSE,7,1,FALSE,FALSE,FALSE
PDS5B,PDS5B,Q9NTI5,TRUE,59,51,52,0,5.174063900965352,FALSE,31,5,TRUE,TRUE,FALSE
SMC4,SMC4,Q9NTJ3,TRUE,86,86,85,0,1.733485370278688,FALSE,31,5,TRUE,TRUE,FALSE
MAN2C1,MAN2C1,Q9NTJ4,TRUE,3,3,3,0.004,18.57706744375099,FALSE,24,4,TRUE,FALSE,FALSE
SACM1L,SACM1L,Q9NTJ5,TRUE,28,28,28,0,4.529417137614177,FALSE,31,5,TRUE,TRUE,FALSE
OLA1,OLA1,Q9NTK5,TRUE,35,35,35,0,5.914033906359988,FALSE,31,5,TRUE,TRUE,FALSE
CUTC,CUTC,Q9NTM9,TRUE,12,12,12,0,11.18767651536287,FALSE,31,5,TRUE,TRUE,FALSE
SLC35D1,SLC35D1,Q9NTN3,TRUE,2,2,2,0.003,69.00815800868142,FALSE,31,5,TRUE,TRUE,FALSE
SEMA4G,SEMA4G,Q9NTN9,TRUE,3,3,3,0.002,NA,FALSE,7,1,FALSE,FALSE,FALSE
ZFP64|Q9NTW7,ZFP64,Q9NTW7,FALSE,9,3,3,0,NA,FALSE,13,2,FALSE,FALSE,FALSE
ECHDC1,ECHDC1,Q9NTX5,TRUE,15,15,15,0,5.64806626670025,FALSE,31,5,TRUE,TRUE,FALSE
RBM12,RBM12,Q9NTZ6,TRUE,35,34,34,0,3.504690327971961,FALSE,31,5,TRUE,TRUE,FALSE
TBC1D22B,TBC1D22B,Q9NU19,TRUE,4,3,3,0.001,45.20063532774587,FALSE,18,3,TRUE,FALSE,FALSE
MDN1,MDN1,Q9NU22,TRUE,100,100,100,0,3.973498231366268,FALSE,31,5,TRUE,TRUE,FALSE
LYRM2,LYRM2,Q9NU23,TRUE,7,7,7,0,5.969088401492794,FALSE,31,5,TRUE,TRUE,FALSE
GINM1,GINM1,Q9NU53,TRUE,3,3,3,0,10.04116609407388,FALSE,31,5,TRUE,TRUE,FALSE
ZBTB40,ZBTB40,Q9NUA8,TRUE,4,4,4,0.002,41.03360625688855,FALSE,18,3,TRUE,FALSE,FALSE
ACSS1,ACSS1,Q9NUB1,TRUE,16,16,16,0,4.473005668375485,FALSE,31,5,TRUE,TRUE,FALSE
ZCCHC3,ZCCHC3,Q9NUD5,TRUE,10,10,10,0,4.749968666767603,FALSE,31,5,TRUE,TRUE,FALSE
PDRG1,PDRG1,Q9NUG6,TRUE,4,4,4,0,8.380655207627353,FALSE,31,5,TRUE,TRUE,FALSE
DECR2,DECR2,Q9NUI1,TRUE,17,17,17,0,3.976024219299329,FALSE,31,5,TRUE,TRUE,FALSE
ABHD10,ABHD10,Q9NUJ1,TRUE,16,16,16,0,2.282308361572829,FALSE,31,5,TRUE,TRUE,FALSE
TCP11L1,TCP11L1,Q9NUJ3,TRUE,2,2,2,0.003,4.797264539318548,FALSE,13,2,FALSE,FALSE,FALSE
MBNL3,MBNL3,Q9NUK0,TRUE,6,1,1,0,NA,FALSE,12,2,FALSE,FALSE,FALSE
STAU2,STAU2,Q9NUL3,TRUE,35,30,30,0,5.579057384247298,FALSE,31,5,TRUE,TRUE,FALSE
RYDEN,RYDEN,Q9NUL5,TRUE,7,7,7,0,8.185883294319238,FALSE,31,5,TRUE,TRUE,FALSE
DDX28,DDX28,Q9NUL7,TRUE,21,21,21,0,3.970442058266458,FALSE,31,5,TRUE,TRUE,FALSE
TMEM106B,TMEM106B,Q9NUM4,TRUE,8,8,8,0,6.479075113450477,FALSE,31,5,TRUE,TRUE,FALSE
LMBRD1,LMBRD1,Q9NUN5,TRUE,2,2,2,0,6.320022286266502,FALSE,31,5,TRUE,TRUE,FALSE
