file,column,rows,missing_values,description
reference/wes_cosmic_target_normalized.csv,SBS5,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS6,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS7a,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS7b,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS7c,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS7d,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS8,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS9,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS10a,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS10b,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS10c,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS10d,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS11,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS12,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS13,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS14,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS15,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS16,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS17a,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS17b,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS18,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS19,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS20,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS21,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS22,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS23,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS24,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS25,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS26,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS28,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS29,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS30,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS31,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS32,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS33,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS34,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS35,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS36,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS37,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS38,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS39,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS40,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS41,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS42,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS44,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS84,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS85,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS86,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS87,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS88,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS89,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS90,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS91,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS92,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS93,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS94,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,file,55,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,resource,55,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,kind,55,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,bytes,55,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,md5,55,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,sha256,55,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,declared_release,55,45,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,verified_release,55,51,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,verified_release_version,55,51,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,doi,55,45,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,source_url,55,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,source_file_id,55,51,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,source_md5,55,51,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,provenance_status,55,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,metadata_verified_date,55,45,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,documented_snapshot_date,55,7,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,date_evidence,55,7,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/external_reference_provenance.csv,record_versions,55,11,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_reference_sensitivity.csv,status,1,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_reference_sensitivity.csv,n_models,1,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_reference_sensitivity.csv,n_targets,1,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_reference_sensitivity.csv,n_genes,1,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_reference_sensitivity.csv,max_frac_unmapped,1,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_reference_sensitivity.csv,reference_release,1,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_reference_sensitivity.csv,note,1,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_cor.csv,level,8063,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_cor.csv,id,8063,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_cor.csv,subtype,8063,8033,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_cor.csv,n,8063,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_cor.csv,spearman,8063,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_cor.csv,pearson,8063,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_cor.csv,p_value,8063,30,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_cor.csv,q_value,8063,30,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_cor.csv,inference_note,8063,30,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_cor.csv,gene,7969,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_cor.csv,n_patients,7969,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_cor.csv,spearman,7969,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_cor.csv,pearson,7969,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_cor.csv,t_stat,7969,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_cor.csv,p_value,7969,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_cor.csv,q_value,7969,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_cor.csv,analysis_unit,7969,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_cor.csv,interpretation,7969,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_sensitivity.csv,statistic,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_sensitivity.csv,all_models,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_sensitivity.csv,patient_representatives,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_sensitivity.csv,n_all,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_sensitivity.csv,n_reps,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_sensitivity.csv,shift,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/integ_rnaprot_patientrep_sensitivity.csv,note,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,marks_code,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,symbol,26,0,Source-table gene symbol; not all rows with the same symbol are interchangeable.
validation/rna_marker_effectsizes.csv,direction,26,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,mean_intended,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,mean_rest,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,n_intended,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,n_rest,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,cohens_d,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,cohens_d_lo,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,cohens_d_hi,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,auc,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,auc_oriented,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,auc_oriented_lo,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,auc_oriented_hi,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,n_boot_valid,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,wilcox_p,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,wilcox_p_min_attainable,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,rank_in,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,top_subtype,26,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,lands_right,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,wilcox_p_bh,26,1,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,wilcox_p_floor_limited,26,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_effectsizes.csv,quantification,26,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,unit,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,n_samples,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,observed,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,n_markers,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,null_mean,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,null_median,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,null_p95,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,null_max,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,n_perm,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,permutation_p,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,binomial_p,3,3,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,null_model,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/rna_marker_recovery_permutation.csv,seed,3,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,set,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,PC,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,var_pct,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,r2_subtype,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,r2_site,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,r2_joint,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,adjr2_joint,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,adjr2_subtype,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,adjr2_site,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,adj_unique_subtype,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,adj_unique_site,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,adj_shared,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,unique_subtype,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,unique_site,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pca.csv,shared,9,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,PC,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,tested_term,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,unit,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,n_patients,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,observed_F,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,df_numerator,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,df_denominator,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,permutation_p,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,p_bh_3_PCs,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,n_perm,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,seed,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/sensitivity_patient_reps_pc_permutation.csv,method,6,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_cor.csv,cell_line,4,0,"Stable model identifier joining matrices, metadata, and annotations."
validation/prot_bridge_cor.csv,prim_plex,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_cor.csv,bridge_plex,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_cor.csv,n_proteins,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_cor.csv,pearson,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_cor.csv,spearman,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_cor.csv,external,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,cell_line,4,0,"Stable model identifier joining matrices, metadata, and annotations."
validation/prot_bridge_agreement.csv,prim_plex,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,bridge_plex,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,external,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,n_proteins,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,bias,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,sd_diff,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,loa_lower,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,loa_upper,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,median_abs_diff,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,sd_single,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,cv_pct_per_measurement,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,sd_diff_cv_pct_legacy,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,ma_slope,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,ma_slope_p,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,pearson,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,spearman,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,loa_span,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,units_note,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/prot_bridge_agreement.csv,replicate_caveat,4,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/wes_cnv_arm_calls.csv,cell_line,897,0,"Stable model identifier joining matrices, metadata, and annotations."
validation/wes_cnv_arm_calls.csv,subtype,897,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/wes_cnv_arm_calls.csv,arm,897,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/wes_cnv_arm_calls.csv,gain_frac,897,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/wes_cnv_arm_calls.csv,loss_frac,897,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/wes_cnv_arm_calls.csv,assessed_fraction,897,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/wes_cnv_arm_calls.csv,call,897,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/wes_cnv_arm_calls.csv,patient_id,897,0,"Patient-of-origin grouping, not an independently verified participant identifier."
validation/external_ccle_concordance.csv,our_line,155,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/external_ccle_concordance.csv,our_subtype,155,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/external_ccle_concordance.csv,depmap_name,155,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/external_ccle_concordance.csv,depmap_ACH,155,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/external_ccle_concordance.csv,depmap_RRID,155,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/external_ccle_concordance.csv,depmap_oncotree_subtype,155,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/external_ccle_concordance.csv,spearman_hvg,155,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/external_ccle_concordance.csv,pearson_hvg,155,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/external_ccle_concordance.csv,is_selfpair,155,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/external_ccle_concordance.csv,self_rank_of67,155,150,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
validation/external_ccle_concordance.csv,margin_self_vs_next,155,150,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,context,96,0,Source or interpretation context for a prioritised candidate.
exploratory/wes_sbs_context_target_restricted.csv,OV1369-R2,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,OV2085,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,OV2295,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,OV2295-R2,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,OV3133-R,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,OV3133-R2,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
exploratory/wes_sbs_context_target_restricted.csv,OV3291,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
