cell_line,subtype,chromosome,start,end,probes,weight,log2_raw,log2c,log2c_auto
OV3133-R,HGS,chr13,40727759,46822004,485,482.22,0.849036,0.8444394303725581,0.8607408093220339
OV3133-R,HGS,chr13,46834815,57728953,561,563.065,-0.0187484,-0.02334496962744192,-0.007043590677966116
OV3133-R,HGS,chr13,59666666,60567702,38,51.5732,0.928691,0.9240944303725581,0.9403958093220339
OV3133-R,HGS,chr13,61199788,76953704,251,336.374,0.062164,0.05756743037255807,0.07386880932203388
OV3133-R,HGS,chr13,76955299,77278954,108,92.886,1.0204,1.015803430372558,1.0321048093220337
OV3133-R,HGS,chr13,77288146,101258628,639,726.57,0.0550678,0.050471230372558074,0.06677260932203388
OV3133-R,HGS,chr13,101283913,103052723,191,176.321,0.722436,0.717839430372558,0.7341408093220338
OV3133-R,HGS,chr13,103058170,114009485,449,413.996,0.0448933,0.04029673037255807,0.05659810932203388
OV3133-R,HGS,chr13,114011147,114327328,39,33.0583,-0.196329,-0.20092556962744193,-0.18462419067796612
OV3133-R,HGS,chr14,15928893,20556869,246,209.16,0.413112,0.40851543037255805,0.42481680932203386
OV3133-R,HGS,chr14,20556869,21496635,235,185.973,0.808231,0.8036344303725581,0.8199358093220339
OV3133-R,HGS,chr14,21498247,29599135,885,675.797,0.479022,0.4744254303725581,0.4907268093220339
OV3133-R,HGS,chr14,29599614,34561880,281,287.291,1.01386,1.009263430372558,1.025564809322034
OV3133-R,HGS,chr14,34563086,35402874,99,99.3666,1.4898,1.485203430372558,1.501504809322034
OV3133-R,HGS,chr14,35403102,37422961,106,119.41,0.915827,0.911230430372558,0.9275318093220338
OV3133-R,HGS,chr14,37499897,54748934,818,833.819,-0.611975,-0.616571569627442,-0.6002701906779662
OV3133-R,HGS,chr14,54751431,55350890,87,82.5249,0.170549,0.16595243037255808,0.1822538093220339
OV3133-R,HGS,chr14,55350890,61391316,483,467.185,-0.649646,-0.6542425696274419,-0.6379411906779661
OV3133-R,HGS,chr14,61443033,64800878,340,312.824,-0.34857900000000003,-0.35317556962744195,-0.33687419067796615
OV3133-R,HGS,chr14,64801220,67169046,98,100.949,-0.785716,-0.7903125696274419,-0.7740111906779661
OV3133-R,HGS,chr14,67179563,68927091,217,180.344,-0.215935,-0.22053156962744191,-0.2042301906779661
OV3133-R,HGS,chr14,68978941,104042247,2649,2396.36,0.505852,0.501255430372558,0.5175568093220339
OV3133-R,HGS,chr14,104049581,105622003,82,62.6919,2.06665,2.062053430372558,2.078354809322034
OV3133-R,HGS,chr14,105624454,105785850,20,9.62701,0.194095,0.18949843037255806,0.20579980932203387
OV3133-R,HGS,chr14,105837436,105914433,22,11.2043,2.3332,2.3286034303725582,2.344904809322034
OV3133-R,HGS,chr14,105916778,106875054,116,89.0782,0.316328,0.31173143037255807,0.3280328093220339
OV3133-R,HGS,chr15,16888973,22428467,185,168.478,-1.06442,-1.0690165696274418,-1.052715190677966
OV3133-R,HGS,chr15,22430930,30088833,661,528.662,-0.474544,-0.47914056962744195,-0.46283919067796614
OV3133-R,HGS,chr15,30088931,30611286,103,65.6918,0.133845,0.12924843037255807,0.14554980932203387
OV3133-R,HGS,chr15,30611286,32112363,116,99.4616,-0.618541,-0.6231375696274419,-0.6068361906779661
OV3133-R,HGS,chr15,32153884,32599826,77,51.7875,0.0140717,0.009475130372558076,0.025776509322033882
OV3133-R,HGS,chr15,32600132,41531232,906,782.945,-0.624125,-0.628721569627442,-0.6124201906779662
OV3133-R,HGS,chr15,41535419,42466133,276,206.452,-0.0165443,-0.021140869627441924,-0.004839490677966119
OV3133-R,HGS,chr15,42472216,47773370,845,667.794,-0.633364,-0.637960569627442,-0.6216591906779662
OV3133-R,HGS,chr15,47773687,50226092,299,285.451,1.06735,1.062753430372558,1.079054809322034
OV3133-R,HGS,chr15,50226926,50748898,106,94.0536,2.0759,2.071303430372558,2.0876048093220336
OV3133-R,HGS,chr15,50749625,52938473,281,260.62,1.33947,1.334873430372558,1.3511748093220337
OV3133-R,HGS,chr15,53517664,82138869,2651,2349.69,0.0356093,0.03101273037255808,0.047314109322033886
OV3133-R,HGS,chr15,82151401,82553566,81,63.3394,1.18464,1.180043430372558,1.1963448093220337
OV3133-R,HGS,chr15,82553867,83970680,136,127.66,0.501745,0.49714843037255807,0.5134498093220339
OV3133-R,HGS,chr15,83982262,85747862,225,179.907,1.00173,0.9971334303725581,1.013434809322034
OV3133-R,HGS,chr15,86056890,101976614,943,848.757,0.00300774,-0.001588829627441923,0.014712549322033882
OV3133-R,HGS,chr16,14031,3810810,551,374.818,0.157138,0.15254143037255807,0.16884280932203388
OV3133-R,HGS,chr16,3850260,5090325,159,104.657,1.17871,1.174113430372558,1.190414809322034
OV3133-R,HGS,chr16,5095420,11734090,257,246.449,-0.565553,-0.5701495696274419,-0.5538481906779661
OV3133-R,HGS,chr16,11736002,19155968,654,535.174,0.278234,0.27363743037255805,0.28993880932203386
OV3133-R,HGS,chr16,19156037,20311311,118,104.952,-0.0792883,-0.08388486962744193,-0.06758349067796612
OV3133-R,HGS,chr16,20314616,27773219,964,769.593,-0.468908,-0.4735045696274419,-0.4572031906779661
OV3133-R,HGS,chr16,27776886,30986541,615,414.905,0.159148,0.15455143037255809,0.1708528093220339
OV3133-R,HGS,chr16,30991139,38318804,328,270.128,-0.663404,-0.6680005696274419,-0.6516991906779661
OV3133-R,HGS,chr16,46473918,47428910,119,109.968,-0.335612,-0.34020856962744195,-0.32390719067796614
OV3133-R,HGS,chr16,47450385,55869797,532,471.167,-1.61537,-1.619966569627442,-1.6036651906779662
OV3133-R,HGS,chr16,55871571,61654154,418,331.08,0.234938,0.23034143037255808,0.2466428093220339
OV3133-R,HGS,chr16,61655413,66587108,78,99.5566,-0.626246,-0.6308425696274419,-0.6145411906779661
OV3133-R,HGS,chr16,66587866,67453749,225,160.22,-0.0401474,-0.044743969627441926,-0.028442590677966118
OV3133-R,HGS,chr16,67457105,74508941,1086,846.555,-0.540424,-0.5450205696274419,-0.5287191906779661
OV3133-R,HGS,chr16,74532059,75545543,94,83.8964,0.101258,0.09666143037255807,0.11296280932203388
OV3133-R,HGS,chr16,75545767,89716612,680,609.008,-0.456981,-0.46157756962744195,-0.44527619067796614
OV3133-R,HGS,chr16,89716612,90186174,84,53.7971,-1.37944,-1.384036569627442,-1.367735190677966
OV3133-R,HGS,chr17,161404,37987544,4577,3533.81,-0.478821,-0.4834175696274419,-0.4671161906779661
OV3133-R,HGS,chr17,38195848,44777678,1470,1052.25,-0.549975,-0.5545715696274419,-0.5382701906779661
OV3133-R,HGS,chr17,44777678,46299889,205,145.228,0.017656,0.013059430372558078,0.029360809322033884
OV3133-R,HGS,chr17,46302611,46693943,64,43.3888,0.874764,0.8701674303725581,0.8864688093220339
OV3133-R,HGS,chr17,46704744,48059481,240,195.682,-0.0342703,-0.038866869627441916,-0.022565490677966114
OV3133-R,HGS,chr17,48059861,49404271,171,136.091,-0.445436,-0.4500325696274419,-0.4337311906779661
OV3133-R,HGS,chr17,49404816,51268930,316,224.1,0.265691,0.2610944303725581,0.2773958093220339
OV3133-R,HGS,chr17,51273343,81550712,2949,2462.08,0.0395248,0.03492823037255807,0.05122960932203388
OV3133-R,HGS,chr17,81557251,83240468,147,104.976,0.591835,0.5872384303725581,0.6035398093220339
OV3133-R,HGS,chr18,47271,2802599,172,163.652,-0.575277,-0.579873569627442,-0.5635721906779662
OV3133-R,HGS,chr18,2884899,7686819,240,230.455,-1.55926,-1.563856569627442,-1.5475551906779663
OV3133-R,HGS,chr18,7737983,8314871,25,31.9337,0.679769,0.675172430372558,0.6914738093220338
OV3133-R,HGS,chr18,8343409,13124903,397,366.601,-0.232469,-0.23706556962744194,-0.22076419067796613
OV3133-R,HGS,chr18,13387578,13741720,19,20.3586,0.837668,0.833071430372558,0.8493728093220339
OV3133-R,HGS,chr18,13742417,21869153,238,256.658,-0.2816,-0.28619656962744194,-0.26989519067796613
OV3133-R,HGS,chr18,21869280,23352302,47,55.4132,1.00341,0.998813430372558,1.015114809322034
OV3133-R,HGS,chr18,23356536,23712851,71,61.4932,-0.345482,-0.35007856962744194,-0.33377719067796613
OV3133-R,HGS,chr18,23747909,23954695,65,48.3213,0.670062,0.6654654303725581,0.6817668093220339
OV3133-R,HGS,chr18,24019877,25327722,100,97.7786,-0.259933,-0.26452956962744195,-0.24822819067796614
OV3133-R,HGS,chr18,26016267,28665895,92,106.329,0.995715,0.9911184303725581,1.007419809322034
OV3133-R,HGS,chr18,29196322,33047593,220,225.656,-1.06474,-1.069336569627442,-1.0530351906779662
OV3133-R,HGS,chr18,33123908,34838850,85,93.2157,0.45603,0.45143343037255806,0.4677348093220339
OV3133-R,HGS,chr18,34848277,35332892,65,59.341,1.46722,1.462623430372558,1.478924809322034
OV3133-R,HGS,chr18,35336113,37259274,143,147.246,0.481859,0.47726243037255806,0.49356380932203386
OV3133-R,HGS,chr18,37264653,47231017,328,338.784,-1.07393,-1.078526569627442,-1.062225190677966
OV3133-R,HGS,chr18,47231081,62576983,716,735.452,-0.37205,-0.3766465696274419,-0.3603451906779661
OV3133-R,HGS,chr18,62577153,79143890,477,524.008,-0.0722018,-0.07679836962744192,-0.060496990677966114
OV3133-R,HGS,chr18,79193160,80246761,63,61.7311,-0.469299,-0.47389556962744195,-0.45759419067796614
OV3133-R,HGS,chr19,60655,8868618,815,574.042,0.155014,0.1504174303725581,0.1667188093220339
OV3133-R,HGS,chr19,8871444,9094196,201,145.978,-0.972424,-0.9770205696274419,-0.9607191906779661
OV3133-R,HGS,chr19,9102236,12581764,685,532.578,-0.10422,-0.10881656962744192,-0.09251519067796611
OV3133-R,HGS,chr19,12582787,17202315,659,444.032,0.342981,0.33838443037255805,0.35468580932203386
OV3133-R,HGS,chr19,17205237,19714180,357,216.777,0.00833032,0.0037337503725580774,0.020035129322033884
OV3133-R,HGS,chr19,19714301,21807817,191,193.892,-0.410067,-0.41466356962744194,-0.39836219067796613
OV3133-R,HGS,chr19,21807817,22664791,81,78.1294,-0.919989,-0.9245855696274419,-0.9082841906779661
OV3133-R,HGS,chr19,22664791,22976573,32,30.5136,-1.67048,-1.675076569627442,-1.6587751906779662
OV3133-R,HGS,chr19,22976573,24922854,90,94.3807,-0.944256,-0.9488525696274419,-0.9325511906779661
OV3133-R,HGS,chr19,27202451,31279770,53,71.4395,0.254658,0.25006143037255807,0.2663628093220339
OV3133-R,HGS,chr19,32347181,33814222,192,160.205,1.05447,1.049873430372558,1.066174809322034
OV3133-R,HGS,chr19,34022622,35768594,285,201.225,0.165276,0.16067943037255808,0.1769808093220339
OV3133-R,HGS,chr19,35777803,38946103,619,473.955,-0.107284,-0.11188056962744193,-0.09557919067796612
OV3133-R,HGS,chr19,38952515,42729187,566,386.875,0.227827,0.22323043037255808,0.23953180932203388
OV3133-R,HGS,chr19,42729187,43267965,86,73.0935,-0.713842,-0.7184385696274419,-0.7021371906779661
OV3133-R,HGS,chr19,43267965,43608177,47,29.6544,-0.0544297,-0.059026269627441924,-0.042724890677966115
OV3133-R,HGS,chr19,43610887,47169933,554,415.825,0.493254,0.4886574303725581,0.5049588093220339
OV3133-R,HGS,chr19,47197193,52416490,932,657.596,0.206239,0.20164243037255808,0.2179438093220339
OV3133-R,HGS,chr19,52416490,58599511,1419,1091.09,-0.100616,-0.10521256962744192,-0.08891119067796611
OV3133-R,HGS,chr20,60132,1934794,172,143.452,-0.152208,-0.15680456962744194,-0.14050319067796613
OV3133-R,HGS,chr20,1937231,4862136,374,295.824,0.342292,0.33769543037255806,0.35399680932203387
OV3133-R,HGS,chr20,4867759,9453524,228,226.802,-0.0634355,-0.06803206962744193,-0.051730690677966124
OV3133-R,HGS,chr20,9457389,30557880,824,834.052,0.382835,0.37823843037255805,0.39453980932203386
OV3133-R,HGS,chr20,30837587,35606421,755,562.046,0.364171,0.3595744303725581,0.3758758093220339
OV3133-R,HGS,chr20,35607066,36528175,169,134.336,0.74192,0.7373234303725581,0.7536248093220339
OV3133-R,HGS,chr20,36544824,43540920,534,448.108,-0.0370163,-0.04161286962744193,-0.02531149067796612
OV3133-R,HGS,chr20,43540920,49514430,708,560.286,0.320704,0.31610743037255806,0.33240880932203387
OV3133-R,HGS,chr20,49517534,54214468,238,229.168,0.857314,0.8527174303725581,0.8690188093220339
OV3133-R,HGS,chr20,54215247,58103970,152,146.594,0.0831873,0.07859073037255808,0.09489210932203389
OV3133-R,HGS,chr20,58153492,58459827,46,40.7099,0.94745,0.9428534303725581,0.9591548093220339
OV3133-R,HGS,chr20,58513806,61852945,179,162.438,0.24402,0.23942343037255806,0.2557248093220339
OV3133-R,HGS,chr20,61894856,64303247,201,140.939,1.09603,1.0914334303725581,1.107734809322034
OV3133-R,HGS,chr21,4975349,13934269,115,136.162,-0.503892,-0.5084885696274419,-0.4921871906779661
OV3133-R,HGS,chr21,13937502,30643137,479,554.058,-0.109366,-0.11396256962744193,-0.09766119067796612
OV3133-R,HGS,chr21,30718548,46509436,1508,1260.49,0.119178,0.11458143037255808,0.1308828093220339
OV3133-R,HGS,chr21,46511393,46691303,35,25.986,-0.499201,-0.5037975696274419,-0.4874961906779661
OV3133-R,HGS,chr22,10367111,29299382,1393,1098.31,-0.49018,-0.49477656962744193,-0.4784751906779661
OV3133-R,HGS,chr22,29300049,30375690,170,121.927,-0.0439957,-0.048592269627441925,-0.032290890677966116
OV3133-R,HGS,chr22,30379548,35421634,472,381.175,-0.572568,-0.5771645696274419,-0.5608631906779661
OV3133-R,HGS,chr22,35554541,39131079,455,325.566,0.217852,0.21325543037255806,0.22955680932203387
OV3133-R,HGS,chr22,39132672,50799199,1059,847.685,-0.416169,-0.42076556962744194,-0.40446419067796613
OV3133-R,HGS,chrX,150500,11772722,346,303.737,-0.103681,-0.10827756962744192,-0.09197619067796611
OV3133-R,HGS,chrX,11774967,15525416,248,198.76,0.641543,0.636946430372558,0.6532478093220339
OV3133-R,HGS,chrX,15525976,32362992,928,805.5,0.159941,0.15534443037255807,0.17164580932203388
OV3133-R,HGS,chrX,32364523,49348012,1016,781.337,-0.0926597,-0.09725626962744192,-0.08095489067796612
OV3133-R,HGS,chrX,49529817,50695981,170,121.29,-0.204691,-0.20928756962744194,-0.19298619067796613
OV3133-R,HGS,chrX,50705149,52054301,37,30.3953,0.59134,0.586743430372558,0.6030448093220339
OV3133-R,HGS,chrX,52061971,52192121,21,11.88,1.91781,1.913213430372558,1.929514809322034
OV3133-R,HGS,chrX,52199791,55224055,406,269.015,0.510081,0.5054844303725581,0.5217858093220339
OV3133-R,HGS,chrX,55258454,114727013,2734,2277.95,0.0515263,0.04692973037255807,0.06323110932203388
OV3133-R,HGS,chrX,114731268,118443743,138,125.573,0.642927,0.6383304303725581,0.6546318093220339
OV3133-R,HGS,chrX,118444304,141590718,1389,1134.94,1.3913,1.386703430372558,1.403004809322034
OV3133-R,HGS,chrX,141625940,155524663,774,592.957,0.691444,0.686847430372558,0.7031488093220338
OV3133-R,HGS,chrX,155545033,156005498,47,42.4704,-0.147578,-0.1521745696274419,-0.1358731906779661
OV3133-R,HGS,chrX,156007502,156023232,7,3.32164,0.979679,0.975082430372558,0.9913838093220338
OV3133-R2,HGS,chr1,14425,1218665,72,57.3271,-0.233545,-0.23745703023675313,-0.22909534594003989
OV3133-R2,HGS,chr1,1233655,1786522,89,53.5081,0.833308,0.8293959697632469,0.8377576540599602
OV3133-R2,HGS,chr1,1786791,11127196,659,538.098,0.199805,0.19589296976324688,0.20425465405996013
OV3133-R2,HGS,chr1,11127592,27006990,1982,1542.21,-0.0314894,-0.03540143023675313,-0.02703974594003989
OV3133-R2,HGS,chr1,27099186,27885492,117,84.425,0.365796,0.3618839697632469,0.3702456540599601
OV3133-R2,HGS,chr1,27885792,28769219,133,118.083,0.941212,0.9372999697632469,0.9456616540599602
OV3133-R2,HGS,chr1,28769287,34763171,517,430.761,-0.036735,-0.040647030236753125,-0.032285345940039886
OV3133-R2,HGS,chr1,34763171,35631393,139,126.637,0.622899,0.6189869697632469,0.6273486540599601
OV3133-R2,HGS,chr1,35636278,38709773,346,279.913,-0.0416328,-0.045544830236753125,-0.03718314594003989
OV3133-R2,HGS,chr1,38710549,39269477,47,44.1983,0.72971,0.7257979697632468,0.7341596540599601
OV3133-R2,HGS,chr1,39269477,88832898,3626,3492.68,-0.0769947,-0.08090673023675313,-0.0725450459400399
OV3133-R2,HGS,chr1,88833029,89267174,92,79.5293,0.595547,0.5916349697632469,0.5999966540599602
OV3133-R2,HGS,chr1,89267368,92607773,257,253.687,-0.0692869,-0.07319893023675313,-0.0648372459400399
OV3133-R2,HGS,chr1,92622215,98695736,322,340.019,0.723293,0.7193809697632468,0.7277426540599601
OV3133-R2,HGS,chr1,98698683,103018938,279,280.444,-0.0749341,-0.07884613023675313,-0.0704844459400399
OV3133-R2,HGS,chr1,103021635,107436851,103,117.354,-0.518121,-0.5220330302367532,-0.5136713459400399
OV3133-R2,HGS,chr1,107460303,108904309,173,166.065,0.132497,0.12858496976324688,0.13694665405996012
OV3133-R2,HGS,chr1,108914255,109415419,136,106.409,0.94379,0.9398779697632469,0.9482396540599601
OV3133-R2,HGS,chr1,109421773,110848670,219,162.026,0.264885,0.26097296976324685,0.2693346540599601
OV3133-R2,HGS,chr1,110854297,125307700,1109,1020.05,-0.0901289,-0.09404093023675313,-0.0856792459400399
OV3133-R2,HGS,chr1,143401653,143874909,32,26.5458,0.361169,0.3572569697632469,0.36561865405996014
OV3133-R2,HGS,chr1,143875996,156347042,2268,1742.76,1.14734,1.143427969763247,1.1517896540599601
OV3133-R2,HGS,chr1,156367684,164788249,1150,932.494,-0.231163,-0.23507503023675314,-0.2267133459400399
OV3133-R2,HGS,chr1,164792421,168542169,281,263.008,0.244801,0.24088896976324686,0.2492506540599601
OV3133-R2,HGS,chr1,168543832,174448550,589,559.858,-0.209322,-0.21323403023675314,-0.2048723459400399
OV3133-R2,HGS,chr1,174448550,176557261,95,102.523,0.425423,0.42151096976324687,0.4298726540599601
OV3133-R2,HGS,chr1,176594513,182575604,561,526.734,-0.250166,-0.2540780302367531,-0.24571634594003988
OV3133-R2,HGS,chr1,182579879,185120565,305,271.461,-0.687056,-0.6909680302367531,-0.6826063459400399
OV3133-R2,HGS,chr1,185124904,185990478,68,69.0397,-0.150175,-0.15408703023675313,-0.14572534594003989
OV3133-R2,HGS,chr1,185993123,196998336,370,413.81,-0.7835,-0.7874120302367531,-0.7790503459400399
OV3133-R2,HGS,chr1,197002420,197156965,62,57.2675,-0.228295,-0.23220703023675313,-0.22384534594003988
OV3133-R2,HGS,chr1,197157645,200565679,153,169.436,-0.7797,-0.7836120302367531,-0.7752503459400398
OV3133-R2,HGS,chr1,200569855,200921399,71,66.3896,0.00289168,-0.001020350236753126,0.0073413340599601095
OV3133-R2,HGS,chr1,200921695,201316744,115,71.3234,-1.24337,-1.247282030236753,-1.23892034594004
OV3133-R2,HGS,chr1,201318584,202602581,225,171.585,-0.537787,-0.5416990302367531,-0.5333373459400399
OV3133-R2,HGS,chr1,202602936,208217528,898,697.154,-0.115869,-0.11978103023675313,-0.1114193459400399
OV3133-R2,HGS,chr1,208217806,223796622,918,941.301,-0.681099,-0.6850110302367531,-0.6766493459400399
OV3133-R2,HGS,chr1,223798203,233379158,754,704.479,0.41847,0.4145579697632469,0.4229196540599601
OV3133-R2,HGS,chr1,233379158,236592171,279,264.484,0.109312,0.10539996976324688,0.11376165405996011
OV3133-R2,HGS,chr1,236592477,241879353,347,344.956,-0.352555,-0.35646703023675314,-0.3481053459400399
OV3133-R2,HGS,chr1,241881863,246966939,311,337.397,0.0203435,0.016431469763246873,0.02479315405996011
OV3133-R2,HGS,chr1,246967302,248574821,232,220.018,-0.329343,-0.3332550302367531,-0.3248933459400399
OV3133-R2,HGS,chr1,248626167,248627138,4,3.2034,-6.86068,-6.864592030236754,-6.85623034594004
OV3133-R2,HGS,chr1,248638230,248937126,41,34.8347,-0.224185,-0.22809703023675312,-0.21973534594003988
OV3133-R2,HGS,chr2,41500,8750345,259,283.573,-0.644902,-0.6488140302367531,-0.6404523459400399
OV3133-R2,HGS,chr2,8751432,8908768,35,32.2856,0.295894,0.29198196976324686,0.3003436540599601
OV3133-R2,HGS,chr2,8943123,10124903,133,122.664,0.975198,0.9712859697632469,0.9796476540599601
OV3133-R2,HGS,chr2,10126804,15631002,278,265.601,0.484175,0.4802629697632469,0.48862465405996014
OV3133-R2,HGS,chr2,15700318,25956493,565,549.172,-0.0573991,-0.06131113023675313,-0.05294944594003989
OV3133-R2,HGS,chr2,25981130,27566963,427,311.371,0.499565,0.49565296976324685,0.50401465405996
OV3133-R2,HGS,chr2,27566963,37237912,826,763.392,0.844272,0.8403599697632469,0.8487216540599601
OV3133-R2,HGS,chr2,37241562,39769237,242,234.476,0.477058,0.47314596976324685,0.4815076540599601
OV3133-R2,HGS,chr2,39769653,43959313,227,228.66,1.02241,1.018497969763247,1.0268596540599602
OV3133-R2,HGS,chr2,43960485,53888043,444,497.997,0.297379,0.2934669697632469,0.3018286540599601
OV3133-R2,HGS,chr2,53888649,64593058,707,707.217,0.482948,0.47903596976324686,0.4873976540599601
OV3133-R2,HGS,chr2,64631593,64636383,11,9.40123,1.72689,1.722977969763247,1.7313396540599602
OV3133-R2,HGS,chr2,64636632,70676900,380,377.176,0.482149,0.47823696976324687,0.4865986540599601
OV3133-R2,HGS,chr2,70677665,84681562,778,722.14,0.20256,0.19864796976324686,0.2070096540599601
OV3133-R2,HGS,chr2,84685276,87980851,508,419.951,0.449075,0.4451629697632469,0.4535246540599601
OV3133-R2,HGS,chr2,87985688,90501211,170,151.332,0.157207,0.15329496976324689,0.16165665405996013
OV3133-R2,HGS,chr2,91345693,127903310,2460,2262.41,0.0131878,0.009275769763246873,0.01763745405996011
OV3133-R2,HGS,chr2,127903899,138571977,714,677.588,-0.191271,-0.19518303023675312,-0.18682134594003988
OV3133-R2,HGS,chr2,138572592,144389307,151,200.103,1.109,1.105087969763247,1.11344965405996
OV3133-R2,HGS,chr2,144389437,181063494,2962,2895.35,0.330118,0.3262059697632469,0.33456765405996014
OV3133-R2,HGS,chr2,181458104,185809180,248,261.194,0.854572,0.8506599697632469,0.8590216540599601
OV3133-R2,HGS,chr2,185813491,198085520,791,791.058,0.393277,0.38936496976324686,0.3977266540599601
OV3133-R2,HGS,chr2,198085520,202467723,501,463.913,-0.0513187,-0.05523073023675313,-0.04686904594003989
OV3133-R2,HGS,chr2,202469415,202973591,67,63.3816,0.539831,0.5359189697632468,0.5442806540599601
OV3133-R2,HGS,chr2,202974292,217920315,1065,1031.38,-0.0993207,-0.10323273023675313,-0.0948710459400399
OV3133-R2,HGS,chr2,217920582,218547124,131,100.928,0.881471,0.8775589697632469,0.8859206540599601
OV3133-R2,HGS,chr2,218553516,238184151,1683,1480.54,-0.0412369,-0.04514893023675313,-0.03678724594003989
OV3133-R2,HGS,chr2,238185133,239052763,57,47.7827,0.621316,0.6174039697632469,0.6257656540599601
OV3133-R2,HGS,chr2,239052999,242175714,263,205.738,-0.0132741,-0.017186130236753125,-0.00882444594003989
OV3133-R2,HGS,chr3,150500,750374,30,31.7024,-1.81415,-1.818062030236753,-1.8097003459400398
OV3133-R2,HGS,chr3,1092730,23893395,1384,1303.03,-0.69616,-0.7000720302367531,-0.6917103459400399
OV3133-R2,HGS,chr3,23900746,28263435,189,203.308,-0.0197177,-0.023629730236753126,-0.01526804594003989
OV3133-R2,HGS,chr3,28316275,36715544,339,373.784,-0.703726,-0.7076380302367531,-0.6992763459400398
OV3133-R2,HGS,chr3,36717941,41897032,625,537.83,-0.115946,-0.11985803023675312,-0.11149634594003989
OV3133-R2,HGS,chr3,41898359,62276034,2695,2196.45,-0.61843,-0.6223420302367532,-0.6139803459400399
OV3133-R2,HGS,chr3,62276907,66243376,212,220.972,0.107683,0.10377096976324687,0.1121326540599601
OV3133-R2,HGS,chr3,66261980,67400910,56,54.0577,0.869047,0.8651349697632469,0.8734966540599601
OV3133-R2,HGS,chr3,67408894,98506840,692,845.77,0.00592326,0.0020112297632468735,0.01037291405996011
OV3133-R2,HGS,chr3,98515974,100926511,236,232.09,0.215706,0.21179396976324688,0.22015565405996013
OV3133-R2,HGS,chr3,100973963,108218713,234,268.09,0.700442,0.6965299697632469,0.7048916540599601
OV3133-R2,HGS,chr3,108219368,112169382,279,273.606,0.184553,0.18064096976324687,0.1890026540599601
OV3133-R2,HGS,chr3,112179493,112819953,61,59.9956,0.80287,0.7989579697632468,0.8073196540599601
OV3133-R2,HGS,chr3,112826934,123162051,875,837.861,0.193771,0.18985896976324687,0.19822065405996012
OV3133-R2,HGS,chr3,123209186,124671958,160,149.685,0.574491,0.5705789697632468,0.5789406540599601
OV3133-R2,HGS,chr3,124674305,125230225,106,92.5183,1.19847,1.194557969763247,1.20291965405996
OV3133-R2,HGS,chr3,125231939,129828420,458,372.824,0.66271,0.6587979697632469,0.6671596540599601
OV3133-R2,HGS,chr3,129976601,131700029,210,194.436,0.135836,0.13192396976324688,0.14028565405996013
OV3133-R2,HGS,chr3,131723413,142664372,843,821.669,1.09987,1.0959579697632469,1.10431965405996
OV3133-R2,HGS,chr3,142669379,159853518,914,961.153,0.904082,0.9001699697632469,0.9085316540599602
OV3133-R2,HGS,chr3,159866099,162855434,126,137.596,1.88195,1.878037969763247,1.8863996540599601
OV3133-R2,HGS,chr3,164001547,168043573,147,163.111,1.00041,0.9964979697632469,1.0048596540599601
OV3133-R2,HGS,chr3,168551800,169709847,44,47.0721,1.91316,1.909247969763247,1.91760965405996
OV3133-R2,HGS,chr3,169767408,182919449,593,628.084,1.02774,1.023827969763247,1.0321896540599602
OV3133-R2,HGS,chr3,182943667,187074365,662,547.826,1.46678,1.462867969763247,1.47122965405996
OV3133-R2,HGS,chr3,187075470,188609621,56,51.3717,0.877454,0.8735419697632468,0.8819036540599601
OV3133-R2,HGS,chr3,188609621,198228398,699,662.345,0.751212,0.7472999697632469,0.7556616540599601
OV3133-R2,HGS,chr4,59370,1975053,209,174.544,0.0667391,0.06282706976324687,0.0711887540599601
OV3133-R2,HGS,chr4,1975231,5331426,291,251.619,-0.563823,-0.5677350302367531,-0.5593733459400398
OV3133-R2,HGS,chr4,5398108,6610103,101,85.6934,0.0305858,0.026673769763246875,0.03503545405996011
OV3133-R2,HGS,chr4,6610834,17962087,604,572.301,-0.665035,-0.6689470302367532,-0.6605853459400399
OV3133-R2,HGS,chr4,20257801,20619068,38,38.9934,-1.9895,-1.993412030236753,-1.98505034594004
OV3133-R2,HGS,chr4,20701759,20850724,18,18.4512,-0.955131,-0.9590430302367531,-0.9506813459400398
OV3133-R2,HGS,chr4,20983747,23890030,63,75.1225,0.407595,0.40368296976324686,0.4120446540599601
OV3133-R2,HGS,chr4,24520131,25159117,52,49.6472,1.06842,1.064507969763247,1.07286965405996
OV3133-R2,HGS,chr4,25252275,25928440,74,71.2448,0.329946,0.3260339697632469,0.33439565405996013
OV3133-R2,HGS,chr4,25929070,39552221,351,409.831,-0.603342,-0.6072540302367532,-0.5988923459400399
OV3133-R2,HGS,chr4,39556346,40436663,88,84.9215,0.105771,0.10185896976324688,0.11022065405996011
OV3133-R2,HGS,chr4,40463594,47763602,291,324.272,-0.743043,-0.7469550302367531,-0.7385933459400399
OV3133-R2,HGS,chr4,47786702,49197316,176,167.542,1.03908,1.035167969763247,1.0435296540599601
OV3133-R2,HGS,chr4,49342914,65495585,488,551.442,-0.214784,-0.21869603023675313,-0.21033434594003989
OV3133-R2,HGS,chr4,65522814,68228111,106,124.499,0.21957,0.21565796976324686,0.2240196540599601
OV3133-R2,HGS,chr4,68228690,68477678,33,32.1962,0.772777,0.7688649697632469,0.7772266540599602
