cell_line,patient_id,histotype_code,rna_tpm,rna_log2_tpm_plus1,protein_log2_normalised,cohort,gene,ranking_direction,rna_preference_percentile,protein_preference_percentile,joint_mean_score,joint_weaker_assay_score,joint_rna25_score,joint_rna75_score,joint_mean_rank,joint_weaker_assay_rank,joint_rna25_rank,joint_rna75_rank,rank_best_across_methods,rank_worst_across_methods,absolute_assay_percentile_gap,both_assays_same_direction,n_ranked,protein_isodoping
OV1946,OV1946,HGS,31.187298684,5.0084195987384446,12.07046408061436,matched_models,SMARCA2,lower,0.10344827586206896,0.3103448275862069,0.20689655172413793,0.10344827586206896,0.25862068965517243,0.15517241379310345,26.0,23.0,23.0,27.0,23.0,27.0,0.20689655172413796,False,30.0,False
OV2085,OV2085,HGS,0.1208805082,0.1646324874066616,10.96053806450502,matched_models,SMARCA2,lower,0.9310344827586207,1.0,0.9655172413793103,0.9310344827586207,0.9827586206896551,0.9482758620689655,1.0,1.0,1.0,1.0,1.0,1.0,0.06896551724137934,True,30.0,False
OV2295,2295,HGS,6.5757341300718775,2.921385700400092,12.24467956549504,matched_models,SMARCA2,lower,0.5862068965517241,0.10344827586206896,0.3448275862068965,0.10344827586206896,0.22413793103448276,0.4655172413793103,21.0,23.0,24.0,19.0,19.0,24.0,0.48275862068965514,False,30.0,False
OV2295-R2,2295,HGS,2.96850008,1.988593834564889,11.88161789631731,matched_models,SMARCA2,lower,0.7241379310344828,0.4482758620689655,0.5862068965517242,0.4482758620689655,0.5172413793103449,0.6551724137931034,11.0,11.0,15.0,9.0,9.0,15.0,0.27586206896551724,False,30.0,False
OV3133-R,3133,HGS,2.478011618,1.7982627518518004,12.7111243053821,matched_models,SMARCA2,lower,0.7931034482758621,0.0,0.39655172413793105,0.0,0.19827586206896552,0.5948275862068966,18.0,29.0,26.0,11.0,11.0,29.0,0.7931034482758621,False,30.0,False
OV4453,OV4453,HGS,14.7419337459,3.9765408678968526,12.09735555144914,matched_models,SMARCA2,lower,0.3448275862068966,0.2413793103448276,0.2931034482758621,0.2413793103448276,0.26724137931034486,0.31896551724137934,24.0,19.0,22.0,20.0,19.0,24.0,0.10344827586206898,False,30.0,False
OV4485,OV4485,HGS,3.408791457297,2.1403832368450244,11.88010540996622,matched_models,SMARCA2,lower,0.6896551724137931,0.4827586206896552,0.5862068965517242,0.4827586206896552,0.5344827586206897,0.6379310344827587,11.0,10.0,14.0,10.0,10.0,14.0,0.20689655172413796,False,30.0,False
OV866-2,OV866-2,HGS,2.699944630333541,1.8875036809737693,11.669053048434613,matched_models,SMARCA2,lower,0.7586206896551724,0.6206896551724138,0.6896551724137931,0.6206896551724138,0.6551724137931034,0.7241379310344827,6.0,7.0,10.0,6.0,6.0,10.0,0.13793103448275856,True,30.0,False
TOV1369,1369,HGS,5.26691460450787,2.647755334518807,12.09587129974764,matched_models,SMARCA2,lower,0.6206896551724138,0.27586206896551724,0.4482758620689655,0.27586206896551724,0.3620689655172414,0.5344827586206897,16.0,17.0,20.0,14.0,14.0,20.0,0.3448275862068966,False,30.0,False
TOV3041G,TOV3041G,HGS,15.95276740395035,4.083448895922378,12.18408196431678,matched_models,SMARCA2,lower,0.3103448275862069,0.13793103448275862,0.22413793103448276,0.13793103448275862,0.1810344827586207,0.26724137931034486,25.0,22.0,27.0,23.0,22.0,27.0,0.1724137931034483,False,30.0,False
TOV3133G,3133,HGS,1.86665894802,1.5193702745581399,11.98725020632355,matched_models,SMARCA2,lower,0.8275862068965517,0.3448275862068966,0.5862068965517242,0.3448275862068966,0.4655172413793104,0.7068965517241379,11.0,16.0,16.0,7.0,7.0,16.0,0.48275862068965514,False,30.0,False
TOV3291G,3291,HGS,23.8926259018465,4.637646521901712,12.62664844572151,matched_models,SMARCA2,lower,0.13793103448275862,0.034482758620689655,0.08620689655172414,0.034482758620689655,0.06034482758620689,0.11206896551724138,29.0,27.0,30.0,29.0,27.0,30.0,0.10344827586206896,False,30.0,False
OV3331,OV3331,HGS,12.050265799999998,3.706007285930546,11.89807983895035,matched_models,SMARCA2,lower,0.4827586206896552,0.41379310344827586,0.4482758620689655,0.41379310344827586,0.4310344827586207,0.46551724137931033,16.0,13.0,18.0,18.0,13.0,18.0,0.06896551724137934,False,30.0,False
OV90,OV90,HGS,0.4996629999999999,0.5846383388197525,11.17357825958146,matched_models,SMARCA2,lower,0.8620689655172413,0.9655172413793104,0.9137931034482758,0.8620689655172413,0.9396551724137931,0.8879310344827587,2.0,2.0,2.0,4.0,2.0,4.0,0.10344827586206906,True,30.0,False
TOV21G,TOV21G,CC,38.00182619099999,5.285469772067821,11.69478949944153,matched_models,SMARCA2,lower,0.06896551724137931,0.5517241379310345,0.3103448275862069,0.06896551724137931,0.43103448275862066,0.1896551724137931,23.0,25.0,19.0,26.0,19.0,26.0,0.48275862068965514,False,30.0,False
TOV3392D,TOV3392D,CC,5.028496310648216,2.591798195209769,11.587171490883,matched_models,SMARCA2,lower,0.6551724137931034,0.6896551724137931,0.6724137931034483,0.6551724137931034,0.6810344827586208,0.6637931034482758,8.0,6.0,9.0,8.0,6.0,9.0,0.034482758620689724,True,30.0,False
VOA10816,VOA10816,CC,12.345259053649285,3.7382554057466133,11.2035066169792,matched_models,SMARCA2,lower,0.4482758620689655,0.9310344827586207,0.6896551724137931,0.4482758620689655,0.8103448275862069,0.5689655172413793,6.0,11.0,6.0,13.0,6.0,13.0,0.48275862068965514,False,30.0,False
VOA12539,VOA12539,CC,13.362191230690112,3.844203971936955,11.26870685353281,matched_models,SMARCA2,lower,0.41379310344827586,0.896551724137931,0.6551724137931034,0.41379310344827586,0.7758620689655172,0.5344827586206897,9.0,13.0,7.0,14.0,7.0,14.0,0.4827586206896552,False,30.0,False
VOA295,VOA295,CC,16.8707661743,4.1595295833332315,11.70652494563973,matched_models,SMARCA2,lower,0.2413793103448276,0.5172413793103449,0.37931034482758624,0.2413793103448276,0.4482758620689656,0.3103448275862069,19.0,19.0,17.0,21.0,17.0,21.0,0.27586206896551724,False,30.0,False
VOA4841,VOA4841,CC,21.052909399999997,4.462897095344247,12.1094895070011,matched_models,SMARCA2,lower,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.20689655172413793,26.0,21.0,25.0,24.0,21.0,26.0,0.0,False,30.0,False
TOV112D,TOV112D,EC,0.35373847289,0.43694905330895945,11.45627105905801,matched_models,SMARCA2,lower,0.896551724137931,0.8275862068965517,0.8620689655172413,0.8275862068965517,0.8448275862068966,0.8793103448275862,5.0,4.0,4.0,5.0,4.0,5.0,0.06896551724137934,True,30.0,False
VOA4395,VOA4395,EC,215.3005165,7.756893300063516,12.11189272374488,matched_models,SMARCA2,lower,0.0,0.1724137931034483,0.08620689655172414,0.0,0.12931034482758622,0.04310344827586207,29.0,29.0,28.0,30.0,28.0,30.0,0.1724137931034483,False,30.0,False
TOV2414,TOV2414,MC,16.413686749824997,4.122149771317348,11.96165884272261,matched_models,SMARCA2,lower,0.27586206896551724,0.3793103448275862,0.3275862068965517,0.27586206896551724,0.35344827586206895,0.3017241379310345,22.0,17.0,21.0,22.0,17.0,22.0,0.10344827586206895,False,30.0,False
VOA8762,VOA8762,MC,7.573906141790608,3.0999526241161184,11.62634345723883,matched_models,SMARCA2,lower,0.5517241379310345,0.6551724137931034,0.603448275862069,0.5517241379310345,0.6293103448275862,0.5775862068965517,10.0,8.0,11.0,12.0,8.0,12.0,0.10344827586206895,True,30.0,False
VOA8771,VOA8771,MC,21.241925929,4.47520981136234,12.25293143593393,matched_models,SMARCA2,lower,0.1724137931034483,0.06896551724137931,0.1206896551724138,0.06896551724137931,0.09482758620689655,0.14655172413793105,28.0,25.0,29.0,28.0,25.0,29.0,0.10344827586206898,False,30.0,False
VOA5217,VOA5217,MMMT,14.133845600064436,3.919706726406919,11.46315712846264,matched_models,SMARCA2,lower,0.3793103448275862,0.7931034482758621,0.5862068965517242,0.3793103448275862,0.6896551724137931,0.48275862068965514,11.0,15.0,8.0,17.0,8.0,17.0,0.4137931034482759,False,30.0,False
VOA5436,VOA5436,MMMT,42.915570651695624,5.456660645562858,11.57494943836875,matched_models,SMARCA2,lower,0.034482758620689655,0.7241379310344828,0.3793103448275862,0.034482758620689655,0.5517241379310345,0.20689655172413793,20.0,27.0,13.0,24.0,13.0,27.0,0.6896551724137931,False,30.0,False
BIN67,BIN67,SCCOHT,0.02561418,0.036488113709559296,11.52231003476126,matched_models,SMARCA2,lower,1.0,0.7586206896551724,0.8793103448275862,0.7586206896551724,0.8189655172413792,0.9396551724137931,4.0,5.0,5.0,2.0,2.0,5.0,0.24137931034482762,True,30.0,False
COV434,COV434,SCCOHT,0.1080346,0.14800293235193634,11.35131306247691,matched_models,SMARCA2,lower,0.9655172413793104,0.8620689655172413,0.9137931034482758,0.8620689655172413,0.8879310344827587,0.9396551724137931,2.0,2.0,3.0,2.0,2.0,3.0,0.10344827586206906,True,30.0,False
OV1369-R2,1369,HGS,9.70772025,3.4205794476068387,11.68551531584097,selected_patient_representatives,SMARCA2,lower,0.5769230769230769,0.5384615384615384,0.5576923076923077,0.5384615384615384,0.5480769230769231,0.5673076923076923,13.0,9.0,12.0,12.0,9.0,13.0,0.038461538461538436,True,27.0,False
OV1946,OV1946,HGS,31.187298684,5.0084195987384446,12.07046408061436,selected_patient_representatives,SMARCA2,lower,0.11538461538461539,0.3076923076923077,0.21153846153846156,0.11538461538461539,0.25961538461538464,0.16346153846153846,24.0,20.0,20.0,25.0,20.0,25.0,0.19230769230769232,False,27.0,False
OV2085,OV2085,HGS,0.1208805082,0.1646324874066616,10.96053806450502,selected_patient_representatives,SMARCA2,lower,0.9230769230769231,1.0,0.9615384615384616,0.9230769230769231,0.9807692307692308,0.9423076923076923,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307687,True,27.0,False
OV2295,2295,HGS,6.5757341300718775,2.921385700400092,12.24467956549504,selected_patient_representatives,SMARCA2,lower,0.6538461538461539,0.11538461538461539,0.38461538461538464,0.11538461538461539,0.25,0.5192307692307693,16.0,20.0,21.0,14.0,14.0,21.0,0.5384615384615384,False,27.0,False
OV3133-R,3133,HGS,2.478011618,1.7982627518518004,12.7111243053821,selected_patient_representatives,SMARCA2,lower,0.8076923076923077,0.0,0.40384615384615385,0.0,0.20192307692307693,0.6057692307692308,15.0,26.0,23.0,10.0,10.0,26.0,0.8076923076923077,False,27.0,False
OV4453,OV4453,HGS,14.7419337459,3.9765408678968526,12.09735555144914,selected_patient_representatives,SMARCA2,lower,0.38461538461538464,0.2692307692307692,0.3269230769230769,0.2692307692307692,0.2980769230769231,0.3557692307692308,19.0,16.0,19.0,17.0,16.0,19.0,0.11538461538461542,False,27.0,False
OV4485,OV4485,HGS,3.408791457297,2.1403832368450244,11.88010540996622,selected_patient_representatives,SMARCA2,lower,0.7307692307692307,0.4230769230769231,0.5769230769230769,0.4230769230769231,0.5,0.6538461538461537,12.0,12.0,14.0,8.0,8.0,14.0,0.30769230769230765,False,27.0,False
OV866-2,OV866-2,HGS,2.699944630333541,1.8875036809737693,11.669053048434613,selected_patient_representatives,SMARCA2,lower,0.7692307692307693,0.5769230769230769,0.6730769230769231,0.5769230769230769,0.625,0.7211538461538463,7.0,8.0,10.0,6.0,6.0,10.0,0.1923076923076924,True,27.0,False
TOV3041G,TOV3041G,HGS,15.95276740395035,4.083448895922378,12.18408196431678,selected_patient_representatives,SMARCA2,lower,0.34615384615384615,0.15384615384615385,0.25,0.15384615384615385,0.20192307692307693,0.298076923076923,22.0,19.0,23.0,20.0,19.0,23.0,0.1923076923076923,False,27.0,False
TOV3291G,3291,HGS,23.8926259018465,4.637646521901712,12.62664844572151,selected_patient_representatives,SMARCA2,lower,0.15384615384615385,0.038461538461538464,0.09615384615384616,0.038461538461538464,0.06730769230769232,0.125,26.0,24.0,27.0,26.0,24.0,27.0,0.11538461538461539,False,27.0,False
OV3331,OV3331,HGS,12.050265799999998,3.706007285930546,11.89807983895035,selected_patient_representatives,SMARCA2,lower,0.5384615384615384,0.38461538461538464,0.46153846153846156,0.38461538461538464,0.42307692307692313,0.5,14.0,14.0,15.0,16.0,14.0,16.0,0.1538461538461538,False,27.0,False
OV90,OV90,HGS,0.4996629999999999,0.5846383388197525,11.17357825958146,selected_patient_representatives,SMARCA2,lower,0.8461538461538461,0.9615384615384616,0.9038461538461539,0.8461538461538461,0.9326923076923077,0.875,2.0,2.0,2.0,4.0,2.0,4.0,0.11538461538461542,True,27.0,False
TOV21G,TOV21G,CC,38.00182619099999,5.285469772067821,11.69478949944153,selected_patient_representatives,SMARCA2,lower,0.07692307692307693,0.5,0.28846153846153844,0.07692307692307693,0.3942307692307692,0.1826923076923077,21.0,22.0,17.0,23.0,17.0,23.0,0.4230769230769231,False,27.0,False
TOV3392D,TOV3392D,CC,5.028496310648216,2.591798195209769,11.587171490883,selected_patient_representatives,SMARCA2,lower,0.6923076923076923,0.6538461538461539,0.6730769230769231,0.6538461538461539,0.6634615384615385,0.6826923076923076,7.0,6.0,9.0,7.0,6.0,9.0,0.038461538461538436,True,27.0,False
VOA10816,VOA10816,CC,12.345259053649285,3.7382554057466133,11.2035066169792,selected_patient_representatives,SMARCA2,lower,0.5,0.9230769230769231,0.7115384615384616,0.5,0.8173076923076923,0.6057692307692308,6.0,10.0,5.0,10.0,5.0,10.0,0.42307692307692313,True,27.0,False
VOA12539,VOA12539,CC,13.362191230690112,3.844203971936955,11.26870685353281,selected_patient_representatives,SMARCA2,lower,0.46153846153846156,0.8846153846153846,0.6730769230769231,0.46153846153846156,0.7788461538461539,0.5673076923076923,7.0,11.0,7.0,12.0,7.0,12.0,0.423076923076923,False,27.0,False
VOA295,VOA295,CC,16.8707661743,4.1595295833332315,11.70652494563973,selected_patient_representatives,SMARCA2,lower,0.2692307692307692,0.46153846153846156,0.3653846153846154,0.2692307692307692,0.41346153846153844,0.3173076923076923,17.0,16.0,16.0,18.0,16.0,18.0,0.19230769230769235,False,27.0,False
VOA4841,VOA4841,CC,21.052909399999997,4.462897095344247,12.1094895070011,selected_patient_representatives,SMARCA2,lower,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,23.0,18.0,22.0,21.0,18.0,23.0,0.0,False,27.0,False
TOV112D,TOV112D,EC,0.35373847289,0.43694905330895945,11.45627105905801,selected_patient_representatives,SMARCA2,lower,0.8846153846153846,0.8076923076923077,0.8461538461538461,0.8076923076923077,0.826923076923077,0.8653846153846154,5.0,4.0,4.0,5.0,4.0,5.0,0.07692307692307687,True,27.0,False
VOA4395,VOA4395,EC,215.3005165,7.756893300063516,12.11189272374488,selected_patient_representatives,SMARCA2,lower,0.0,0.19230769230769232,0.09615384615384616,0.0,0.14423076923076925,0.04807692307692308,26.0,26.0,25.0,27.0,25.0,27.0,0.19230769230769232,False,27.0,False
TOV2414,TOV2414,MC,16.413686749824997,4.122149771317348,11.96165884272261,selected_patient_representatives,SMARCA2,lower,0.3076923076923077,0.34615384615384615,0.3269230769230769,0.3076923076923077,0.3365384615384615,0.3173076923076923,19.0,15.0,18.0,18.0,15.0,19.0,0.038461538461538436,False,27.0,False
VOA8762,VOA8762,MC,7.573906141790608,3.0999526241161184,11.62634345723883,selected_patient_representatives,SMARCA2,lower,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,10.0,7.0,11.0,9.0,7.0,11.0,0.0,True,27.0,False
VOA8771,VOA8771,MC,21.241925929,4.47520981136234,12.25293143593393,selected_patient_representatives,SMARCA2,lower,0.19230769230769232,0.07692307692307693,0.13461538461538464,0.07692307692307693,0.10576923076923078,0.1634615384615385,25.0,22.0,26.0,24.0,22.0,26.0,0.11538461538461539,False,27.0,False
VOA5217,VOA5217,MMMT,14.133845600064436,3.919706726406919,11.46315712846264,selected_patient_representatives,SMARCA2,lower,0.4230769230769231,0.7692307692307693,0.5961538461538461,0.4230769230769231,0.6826923076923077,0.5096153846153846,11.0,12.0,8.0,15.0,8.0,15.0,0.3461538461538462,False,27.0,False
VOA5436,VOA5436,MMMT,42.915570651695624,5.456660645562858,11.57494943836875,selected_patient_representatives,SMARCA2,lower,0.038461538461538464,0.6923076923076923,0.36538461538461536,0.038461538461538464,0.5288461538461537,0.20192307692307693,18.0,24.0,13.0,22.0,13.0,24.0,0.6538461538461539,False,27.0,False
BIN67,BIN67,SCCOHT,0.02561418,0.036488113709559296,11.52231003476126,selected_patient_representatives,SMARCA2,lower,1.0,0.7307692307692307,0.8653846153846154,0.7307692307692307,0.798076923076923,0.9326923076923077,4.0,5.0,6.0,2.0,2.0,6.0,0.2692307692307693,True,27.0,False
COV434,COV434,SCCOHT,0.1080346,0.14800293235193634,11.35131306247691,selected_patient_representatives,SMARCA2,lower,0.9615384615384616,0.8461538461538461,0.9038461538461539,0.8461538461538461,0.875,0.9326923076923077,2.0,2.0,3.0,2.0,2.0,3.0,0.11538461538461542,True,27.0,False
OV1369-R2;TOV1369,1369,HGS,7.4873174272539345,3.034167391062823,11.890693307794304,patient_means_of_matched_models,SMARCA2,lower,0.6153846153846154,0.4230769230769231,0.5192307692307693,0.4230769230769231,0.47115384615384615,0.5673076923076923,13.0,12.0,14.0,13.0,12.0,14.0,0.19230769230769235,False,27.0,False
OV2295;OV2295-R2,2295,HGS,4.772117105035939,2.4549897674824903,12.063148730906175,patient_means_of_matched_models,SMARCA2,lower,0.6923076923076923,0.3076923076923077,0.5,0.3076923076923077,0.40384615384615385,0.596153846153846,14.0,15.0,18.0,11.0,11.0,18.0,0.3846153846153846,False,27.0,False
OV3133-R;TOV3133G,3133,HGS,2.17233528301,1.6588165132049701,12.349187255852826,patient_means_of_matched_models,SMARCA2,lower,0.8076923076923077,0.038461538461538464,0.4230769230769231,0.038461538461538464,0.23076923076923078,0.6153846153846154,16.0,24.0,21.0,9.0,9.0,24.0,0.7692307692307693,False,27.0,False
TOV3291G,3291,HGS,23.8926259018465,4.637646521901712,12.62664844572151,patient_means_of_matched_models,SMARCA2,lower,0.15384615384615385,0.0,0.07692307692307693,0.0,0.038461538461538464,0.11538461538461539,26.0,26.0,27.0,26.0,26.0,27.0,0.15384615384615385,False,27.0,False
BIN67,BIN67,SCCOHT,0.02561418,0.036488113709559296,11.52231003476126,patient_means_of_matched_models,SMARCA2,lower,1.0,0.7307692307692307,0.8653846153846154,0.7307692307692307,0.798076923076923,0.9326923076923077,4.0,5.0,6.0,2.0,2.0,6.0,0.2692307692307693,True,27.0,False
COV434,COV434,SCCOHT,0.1080346,0.14800293235193634,11.35131306247691,patient_means_of_matched_models,SMARCA2,lower,0.9615384615384616,0.8461538461538461,0.9038461538461539,0.8461538461538461,0.875,0.9326923076923077,2.0,2.0,3.0,2.0,2.0,3.0,0.11538461538461542,True,27.0,False
OV1946,OV1946,HGS,31.187298684,5.0084195987384446,12.07046408061436,patient_means_of_matched_models,SMARCA2,lower,0.11538461538461539,0.2692307692307692,0.1923076923076923,0.11538461538461539,0.23076923076923078,0.15384615384615385,24.0,20.0,21.0,25.0,20.0,25.0,0.15384615384615383,False,27.0,False
OV2085,OV2085,HGS,0.1208805082,0.1646324874066616,10.96053806450502,patient_means_of_matched_models,SMARCA2,lower,0.9230769230769231,1.0,0.9615384615384616,0.9230769230769231,0.9807692307692308,0.9423076923076923,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307687,True,27.0,False
OV3331,OV3331,HGS,12.050265799999998,3.706007285930546,11.89807983895035,patient_means_of_matched_models,SMARCA2,lower,0.5384615384615384,0.38461538461538464,0.46153846153846156,0.38461538461538464,0.42307692307692313,0.5,15.0,14.0,16.0,16.0,14.0,16.0,0.1538461538461538,False,27.0,False
OV4453,OV4453,HGS,14.7419337459,3.9765408678968526,12.09735555144914,patient_means_of_matched_models,SMARCA2,lower,0.38461538461538464,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.2692307692307692,0.3461538461538462,20.0,18.0,20.0,17.0,17.0,20.0,0.15384615384615385,False,27.0,False
OV4485,OV4485,HGS,3.408791457297,2.1403832368450244,11.88010540996622,patient_means_of_matched_models,SMARCA2,lower,0.7307692307692307,0.46153846153846156,0.5961538461538461,0.46153846153846156,0.5288461538461539,0.6634615384615384,10.0,10.0,12.0,7.0,7.0,12.0,0.26923076923076916,False,27.0,False
OV866-2,OV866-2,HGS,2.699944630333541,1.8875036809737693,11.669053048434613,patient_means_of_matched_models,SMARCA2,lower,0.7692307692307693,0.5769230769230769,0.6730769230769231,0.5769230769230769,0.625,0.7211538461538463,7.0,7.0,10.0,6.0,6.0,10.0,0.1923076923076924,True,27.0,False
OV90,OV90,HGS,0.4996629999999999,0.5846383388197525,11.17357825958146,patient_means_of_matched_models,SMARCA2,lower,0.8461538461538461,0.9615384615384616,0.9038461538461539,0.8461538461538461,0.9326923076923077,0.875,2.0,2.0,2.0,4.0,2.0,4.0,0.11538461538461542,True,27.0,False
TOV112D,TOV112D,EC,0.35373847289,0.43694905330895945,11.45627105905801,patient_means_of_matched_models,SMARCA2,lower,0.8846153846153846,0.8076923076923077,0.8461538461538461,0.8076923076923077,0.826923076923077,0.8653846153846154,5.0,4.0,4.0,5.0,4.0,5.0,0.07692307692307687,True,27.0,False
TOV21G,TOV21G,CC,38.00182619099999,5.285469772067821,11.69478949944153,patient_means_of_matched_models,SMARCA2,lower,0.07692307692307693,0.5384615384615384,0.3076923076923077,0.07692307692307693,0.4230769230769231,0.1923076923076923,20.0,22.0,17.0,23.0,17.0,23.0,0.4615384615384615,False,27.0,False
TOV2414,TOV2414,MC,16.413686749824997,4.122149771317348,11.96165884272261,patient_means_of_matched_models,SMARCA2,lower,0.3076923076923077,0.34615384615384615,0.3269230769230769,0.3076923076923077,0.3365384615384615,0.3173076923076923,19.0,15.0,19.0,19.0,15.0,19.0,0.038461538461538436,False,27.0,False
TOV3041G,TOV3041G,HGS,15.95276740395035,4.083448895922378,12.18408196431678,patient_means_of_matched_models,SMARCA2,lower,0.34615384615384615,0.11538461538461539,0.23076923076923078,0.11538461538461539,0.17307692307692307,0.28846153846153844,22.0,20.0,24.0,20.0,20.0,24.0,0.23076923076923075,False,27.0,False
TOV3392D,TOV3392D,CC,5.028496310648216,2.591798195209769,11.587171490883,patient_means_of_matched_models,SMARCA2,lower,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539,0.6538461538461539,9.0,6.0,9.0,8.0,6.0,9.0,0.0,True,27.0,False
VOA10816,VOA10816,CC,12.345259053649285,3.7382554057466133,11.2035066169792,patient_means_of_matched_models,SMARCA2,lower,0.5,0.9230769230769231,0.7115384615384616,0.5,0.8173076923076923,0.6057692307692308,6.0,9.0,5.0,10.0,5.0,10.0,0.42307692307692313,True,27.0,False
VOA12539,VOA12539,CC,13.362191230690112,3.844203971936955,11.26870685353281,patient_means_of_matched_models,SMARCA2,lower,0.46153846153846156,0.8846153846153846,0.6730769230769231,0.46153846153846156,0.7788461538461539,0.5673076923076923,7.0,10.0,7.0,13.0,7.0,13.0,0.423076923076923,False,27.0,False
VOA295,VOA295,CC,16.8707661743,4.1595295833332315,11.70652494563973,patient_means_of_matched_models,SMARCA2,lower,0.2692307692307692,0.5,0.3846153846153846,0.2692307692307692,0.4423076923076923,0.3269230769230769,17.0,17.0,15.0,18.0,15.0,18.0,0.23076923076923078,False,27.0,False
VOA4395,VOA4395,EC,215.3005165,7.756893300063516,12.11189272374488,patient_means_of_matched_models,SMARCA2,lower,0.0,0.15384615384615385,0.07692307692307693,0.0,0.11538461538461539,0.038461538461538464,26.0,26.0,25.0,27.0,25.0,27.0,0.15384615384615385,False,27.0,False
VOA4841,VOA4841,CC,21.052909399999997,4.462897095344247,12.1094895070011,patient_means_of_matched_models,SMARCA2,lower,0.23076923076923078,0.19230769230769232,0.21153846153846156,0.19230769230769232,0.20192307692307693,0.22115384615384615,23.0,19.0,23.0,21.0,19.0,23.0,0.038461538461538464,False,27.0,False
VOA5217,VOA5217,MMMT,14.133845600064436,3.919706726406919,11.46315712846264,patient_means_of_matched_models,SMARCA2,lower,0.4230769230769231,0.7692307692307693,0.5961538461538461,0.4230769230769231,0.6826923076923077,0.5096153846153846,10.0,12.0,8.0,15.0,8.0,15.0,0.3461538461538462,False,27.0,False
VOA5436,VOA5436,MMMT,42.915570651695624,5.456660645562858,11.57494943836875,patient_means_of_matched_models,SMARCA2,lower,0.038461538461538464,0.6923076923076923,0.36538461538461536,0.038461538461538464,0.5288461538461537,0.20192307692307693,18.0,24.0,13.0,22.0,13.0,24.0,0.6538461538461539,False,27.0,False
VOA8762,VOA8762,MC,7.573906141790608,3.0999526241161184,11.62634345723883,patient_means_of_matched_models,SMARCA2,lower,0.5769230769230769,0.6153846153846154,0.5961538461538461,0.5769230769230769,0.6057692307692308,0.5865384615384615,10.0,7.0,11.0,12.0,7.0,12.0,0.03846153846153855,True,27.0,False
VOA8771,VOA8771,MC,21.241925929,4.47520981136234,12.25293143593393,patient_means_of_matched_models,SMARCA2,lower,0.19230769230769232,0.07692307692307693,0.13461538461538464,0.07692307692307693,0.10576923076923078,0.1634615384615385,25.0,22.0,26.0,24.0,22.0,26.0,0.11538461538461539,False,27.0,False
OV1369-R2,1369,HGS,9.70772025,3.4205794476068387,11.68551531584097,HGS_selected_representatives,SMARCA2,lower,0.45454545454545453,0.7272727272727273,0.5909090909090909,0.45454545454545453,0.6590909090909091,0.5227272727272727,5.0,5.0,4.0,6.0,4.0,6.0,0.27272727272727276,False,12.0,False
OV1946,OV1946,HGS,31.187298684,5.0084195987384446,12.07046408061436,HGS_selected_representatives,SMARCA2,lower,0.0,0.45454545454545453,0.22727272727272727,0.0,0.3409090909090909,0.11363636363636363,10.0,11.0,7.0,11.0,7.0,11.0,0.45454545454545453,False,12.0,False
OV2085,OV2085,HGS,0.1208805082,0.1646324874066616,10.96053806450502,HGS_selected_representatives,SMARCA2,lower,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,12.0,False
OV2295,2295,HGS,6.5757341300718775,2.921385700400092,12.24467956549504,HGS_selected_representatives,SMARCA2,lower,0.5454545454545454,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.45454545454545453,8.0,8.0,9.0,7.0,7.0,9.0,0.3636363636363636,False,12.0,False
OV3133-R,3133,HGS,2.478011618,1.7982627518518004,12.7111243053821,HGS_selected_representatives,SMARCA2,lower,0.8181818181818182,0.0,0.4090909090909091,0.0,0.20454545454545456,0.6136363636363636,7.0,11.0,11.0,5.0,5.0,11.0,0.8181818181818182,False,12.0,False
OV4453,OV4453,HGS,14.7419337459,3.9765408678968526,12.09735555144914,HGS_selected_representatives,SMARCA2,lower,0.2727272727272727,0.36363636363636365,0.3181818181818182,0.2727272727272727,0.3409090909090909,0.2954545454545454,9.0,7.0,7.0,9.0,7.0,9.0,0.09090909090909094,False,12.0,False
OV4485,OV4485,HGS,3.408791457297,2.1403832368450244,11.88010540996622,HGS_selected_representatives,SMARCA2,lower,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,4.0,4.0,5.0,4.0,4.0,5.0,0.0,True,12.0,False
OV866-2,OV866-2,HGS,2.699944630333541,1.8875036809737693,11.669053048434613,HGS_selected_representatives,SMARCA2,lower,0.7272727272727273,0.8181818181818182,0.7727272727272727,0.7272727272727273,0.7954545454545454,0.75,3.0,3.0,3.0,3.0,3.0,3.0,0.09090909090909094,True,12.0,False
